Station,Date,Amount.mm.,SofG,Deficit.mm.,Runoff.mm.,Period.Hrs.,Freq
Hamilton Aws,2021-11-16,0,NA,5.9,0,24,D
Hamilton Aws,2021-11-17,0.8,NA,8.8,0,24,D
Hamilton Aws,2021-11-18,0.8,NA,11.7,0,24,D
Hamilton Aws,2021-11-19,0,NA,15.5,0,24,D
Hamilton Aws,2021-11-20,0,NA,19.2,0,24,D
Hamilton Aws,2021-11-21,0,NA,22.9,0,24,D
Hamilton Aws,2021-11-22,0.6,NA,26.1,0,24,D
Hamilton Aws,2021-11-23,0,NA,29.8,0,24,D
Hamilton Aws,2021-11-24,3.2,NA,30.3,0,24,D
Hamilton Aws,2021-11-25,0,NA,34.1,0,24,D
Hamilton Aws,2021-11-26,0,NA,37.8,0,24,D
Hamilton Aws,2021-11-27,0,NA,41.5,0,24,D
Hamilton Aws,2021-11-28,0,NA,45.3,0,24,D
Hamilton Aws,2021-11-29,0,NA,49,0,24,D
Hamilton Aws,2021-11-30,0.4,NA,52.3,0,24,D
Hamilton Aws,2021-12-01,8.4,NA,47.6,0,24,D
Hamilton Aws,2021-12-02,0,NA,52,0,24,D
Hamilton Aws,2021-12-03,0,NA,56.5,0,24,D
Hamilton Aws,2021-12-04,0,NA,60.9,0,24,D
Hamilton Aws,2021-12-05,10.6,NA,54.7,0,24,D
Hamilton Aws,2021-12-06,0,NA,59.1,0,24,D
Hamilton Aws,2021-12-07,0,NA,63.5,0,24,D
Hamilton Aws,2021-12-08,0,NA,67.9,0,24,D
Hamilton Aws,2021-12-09,0,NA,72.3,0,24,D
Hamilton Aws,2021-12-10,0,NA,76.7,0,24,D
Hamilton Aws,2021-12-11,0,NA,81,0,24,D
Hamilton Aws,2021-12-12,1.6,NA,83.5,0,24,D
Hamilton Aws,2021-12-13,7.4,NA,80,0,24,D
Hamilton Aws,2021-12-14,26.6,NA,57.5,0,24,D
Hamilton Aws,2021-12-15,23,NA,38.9,0,24,D
Hamilton Aws,2021-12-16,1.8,NA,41.5,0,24,D
Hamilton Aws,2021-12-17,4.2,NA,41.7,0,24,D
Hamilton Aws,2021-12-18,0.6,NA,45.5,0,24,D
Hamilton Aws,2021-12-19,0,NA,50,0,24,D
Hamilton Aws,2021-12-20,0,NA,54.4,0,24,D
Hamilton Aws,2021-12-21,0,NA,58.8,0,24,D
Hamilton Aws,2021-12-22,0,NA,63.2,0,24,D
Hamilton Aws,2021-12-23,0,NA,67.6,0,24,D
Hamilton Aws,2021-12-24,0,NA,72,0,24,D
Hamilton Aws,2021-12-25,0,NA,76.4,0,24,D
Hamilton Aws,2021-12-26,0,NA,80.7,0,24,D
Hamilton Aws,2021-12-27,0,NA,84.8,0,24,D
Hamilton Aws,2021-12-28,0,NA,88.6,0,24,D
Hamilton Aws,2021-12-29,2.6,NA,89.7,0,24,D
Hamilton Aws,2021-12-30,0,NA,93.2,0,24,D
Hamilton Aws,2021-12-31,0,NA,96.5,0,24,D
Hamilton Aws,2022-01-01,0,NA,99.6,0,24,D
Hamilton Aws,2022-01-02,0,NA,103.3,0,24,D
Hamilton Aws,2022-01-03,0,NA,106.6,0,24,D
Hamilton Aws,2022-01-04,0,NA,109.7,0,24,D
Hamilton Aws,2022-01-05,0,NA,112.6,0,24,D
Hamilton Aws,2022-01-06,0,NA,115.3,0,24,D
Hamilton Aws,2022-01-07,0.4,NA,117.4,0,24,D
Hamilton Aws,2022-01-08,0,NA,119.8,0,24,D
Hamilton Aws,2022-01-09,0.2,NA,121.7,0,24,D
Hamilton Aws,2022-01-10,0,NA,123.8,0,24,D
Hamilton Aws,2022-01-11,0,NA,125.7,0,24,D
Hamilton Aws,2022-01-12,0,NA,127.4,0,24,D
Hamilton Aws,2022-01-13,0,NA,129,0,24,D
Hamilton Aws,2022-01-14,0,NA,130.5,0,24,D
Hamilton Aws,2022-01-15,0,NA,131.9,0,24,D
Hamilton Aws,2022-01-16,0,NA,133.2,0,24,D
Hamilton Aws,2022-01-17,0,NA,134.4,0,24,D
Hamilton Aws,2022-01-18,0,NA,135.6,0,24,D
Hamilton Aws,2022-01-19,0,NA,136.6,0,24,D
Hamilton Aws,2022-01-20,0,NA,137.6,0,24,D
Hamilton Aws,2022-01-21,0,NA,138.5,0,24,D
Hamilton Aws,2022-01-22,0,NA,139.3,0,24,D
Hamilton Aws,2022-01-23,0,NA,140.1,0,24,D
Hamilton Aws,2022-01-24,0,NA,140.8,0,24,D
Hamilton Aws,2022-01-25,5,NA,136.4,0,24,D
Hamilton Aws,2022-01-26,0,NA,137.4,0,24,D
Hamilton Aws,2022-01-27,0,NA,138.3,0,24,D
Hamilton Aws,2022-01-28,0,NA,139.2,0,24,D
Hamilton Aws,2022-01-29,0,NA,139.9,0,24,D
Hamilton Aws,2022-01-30,0,NA,140.7,0,24,D
Hamilton Aws,2022-01-31,0,NA,141.3,0,24,D
Hamilton Aws,2022-02-01,0,NA,141.9,0,24,D
Hamilton Aws,2022-02-02,0,NA,142.4,0,24,D
Hamilton Aws,2022-02-03,0,NA,142.8,0,24,D
Hamilton Aws,2022-02-04,0,NA,143.2,0,24,D
Hamilton Aws,2022-02-05,0,NA,143.6,0,24,D
Hamilton Aws,2022-02-06,0,NA,143.9,0,24,D
Hamilton Aws,2022-02-07,51,NA,93.3,0,24,D
Hamilton Aws,2022-02-08,18.6,NA,77.8,0,24,D
Hamilton Aws,2022-02-09,0,NA,81.8,0,24,D
Hamilton Aws,2022-02-10,0,NA,85.6,0,24,D
Hamilton Aws,2022-02-11,0,NA,89.2,0,24,D
Hamilton Aws,2022-02-12,18.6,NA,73.9,0,24,D
Hamilton Aws,2022-02-13,0.2,NA,77.9,0,24,D
Hamilton Aws,2022-02-14,0,NA,81.9,0,24,D
Hamilton Aws,2022-02-15,0.4,NA,85.3,0,24,D
Hamilton Aws,2022-02-16,0,NA,88.9,0,24,D
Hamilton Aws,2022-02-17,0,NA,92.3,0,24,D
Hamilton Aws,2022-02-18,0,NA,95.5,0,24,D
Hamilton Aws,2022-02-19,0.4,NA,98.1,0,24,D
Hamilton Aws,2022-02-20,0,NA,101,0,24,D
Hamilton Aws,2022-02-21,0.6,NA,103.1,0,24,D
Hamilton Aws,2022-02-22,1.4,NA,104.3,0,24,D
Hamilton Aws,2022-02-23,0,NA,106.8,0,24,D
Hamilton Aws,2022-02-24,0,NA,109.2,0,24,D
Hamilton Aws,2022-02-25,0,NA,111.5,0,24,D
Hamilton Aws,2022-02-26,0,NA,113.6,0,24,D
Hamilton Aws,2022-02-27,0,NA,115.6,0,24,D
Hamilton Aws,2022-02-28,0,NA,117.5,0,24,D
Hamilton Aws,2022-03-01,0,NA,119.3,0,24,D
Hamilton Aws,2022-03-02,0,NA,120.7,0,24,D
Hamilton Aws,2022-03-03,0,NA,122.1,0,24,D
Hamilton Aws,2022-03-04,0,NA,123.3,0,24,D
Hamilton Aws,2022-03-05,0,NA,124.6,0,24,D
Hamilton Aws,2022-03-06,0,NA,125.7,0,24,D
Hamilton Aws,2022-03-07,0,NA,126.8,0,24,D
Hamilton Aws,2022-03-08,0,NA,127.9,0,24,D
Hamilton Aws,2022-03-09,0,NA,128.9,0,24,D
Hamilton Aws,2022-03-10,0,NA,129.9,0,24,D
Hamilton Aws,2022-03-11,0,NA,130.8,0,24,D
Hamilton Aws,2022-03-12,0,NA,131.7,0,24,D
Hamilton Aws,2022-03-13,0,NA,132.5,0,24,D
Hamilton Aws,2022-03-14,0,NA,133.3,0,24,D
Hamilton Aws,2022-03-15,0,NA,134.1,0,24,D
Hamilton Aws,2022-03-16,0,NA,134.8,0,24,D
Hamilton Aws,2022-03-17,0,NA,135.5,0,24,D
Hamilton Aws,2022-03-18,0,NA,136.2,0,24,D
Hamilton Aws,2022-03-19,0,NA,136.8,0,24,D
Hamilton Aws,2022-03-20,0,NA,137.4,0,24,D
Hamilton Aws,2022-03-21,7.8,NA,130.2,0,24,D
Hamilton Aws,2022-03-22,55.6,NA,75.5,0,24,D
Hamilton Aws,2022-03-23,0,NA,78.9,0,24,D
Hamilton Aws,2022-03-24,0.8,NA,81.4,0,24,D
Hamilton Aws,2022-03-25,2.8,NA,81.8,0,24,D
Hamilton Aws,2022-03-26,0,NA,84.9,0,24,D
Hamilton Aws,2022-03-27,0,NA,87.9,0,24,D
Hamilton Aws,2022-03-28,0,NA,90.7,0,24,D
Hamilton Aws,2022-03-29,0,NA,93.5,0,24,D
Hamilton Aws,2022-03-30,0,NA,96.1,0,24,D
Hamilton Aws,2022-03-31,0,NA,98.5,0,24,D
Hamilton Aws,2022-04-01,0,NA,100.9,0,24,D
Hamilton Aws,2022-04-02,0,NA,102.2,0,24,D
Hamilton Aws,2022-04-03,0,NA,103.5,0,24,D
Hamilton Aws,2022-04-04,0.2,NA,104.5,0,24,D
Hamilton Aws,2022-04-05,0,NA,105.8,0,24,D
Hamilton Aws,2022-04-06,8.6,NA,98.3,0,24,D
Hamilton Aws,2022-04-07,6.6,NA,93.1,0,24,D
Hamilton Aws,2022-04-08,0,NA,94.7,0,24,D
Hamilton Aws,2022-04-09,0,NA,96.2,0,24,D
Hamilton Aws,2022-04-10,0,NA,97.6,0,24,D
Hamilton Aws,2022-04-11,0,NA,99,0,24,D
Hamilton Aws,2022-04-12,0,NA,100.4,0,24,D
Hamilton Aws,2022-04-13,2.2,NA,99.5,0,24,D
Hamilton Aws,2022-04-14,0.2,NA,100.7,0,24,D
Hamilton Aws,2022-04-15,0,NA,102,0,24,D
Hamilton Aws,2022-04-16,0,NA,103.3,0,24,D
Hamilton Aws,2022-04-17,0,NA,104.6,0,24,D
Hamilton Aws,2022-04-18,0,NA,105.8,0,24,D
Hamilton Aws,2022-04-19,0.2,NA,106.8,0,24,D
Hamilton Aws,2022-04-20,0.4,NA,107.5,0,24,D
Hamilton Aws,2022-04-21,0.2,NA,108.5,0,24,D
Hamilton Aws,2022-04-22,1.4,NA,108.2,0,24,D
Hamilton Aws,2022-04-23,0.8,NA,108.5,0,24,D
Hamilton Aws,2022-04-24,0,NA,109.6,0,24,D
Hamilton Aws,2022-04-25,2.4,NA,108.3,0,24,D
Hamilton Aws,2022-04-26,0.2,NA,109.3,0,24,D
Hamilton Aws,2022-04-27,0,NA,110.4,0,24,D
Hamilton Aws,2022-04-28,0,NA,111.4,0,24,D
Hamilton Aws,2022-04-29,0,NA,112.5,0,24,D
Hamilton Aws,2022-04-30,0,NA,113.5,0,24,D
Hamilton Aws,2022-05-01,0,NA,114.5,0,24,D
Hamilton Aws,2022-05-02,0,NA,115,0,24,D
Hamilton Aws,2022-05-03,0,NA,115.4,0,24,D
Hamilton Aws,2022-05-04,0,NA,115.9,0,24,D
Hamilton Aws,2022-05-05,0,NA,116.3,0,24,D
Hamilton Aws,2022-05-06,0,NA,116.8,0,24,D
Hamilton Aws,2022-05-07,0,NA,117.2,0,24,D
Hamilton Aws,2022-05-08,0,NA,117.6,0,24,D
Hamilton Aws,2022-05-09,0,NA,118.1,0,24,D
Hamilton Aws,2022-05-10,10.4,NA,108.1,0,24,D
Hamilton Aws,2022-05-11,0,NA,108.6,0,24,D
Hamilton Aws,2022-05-12,0,NA,109.2,0,24,D
Hamilton Aws,2022-05-13,0.2,NA,109.5,0,24,D
Hamilton Aws,2022-05-14,0,NA,110.1,0,24,D
Hamilton Aws,2022-05-15,0.4,NA,110.2,0,24,D
Hamilton Aws,2022-05-16,16.2,NA,94.5,0,24,D
Hamilton Aws,2022-05-17,3.2,NA,92,0,24,D
Hamilton Aws,2022-05-18,22.4,NA,70.4,0,24,D
Hamilton Aws,2022-05-19,1,NA,70.4,0,24,D
Hamilton Aws,2022-05-20,29.2,NA,42.2,0,24,D
Hamilton Aws,2022-05-21,10.6,NA,32.6,0,24,D
Hamilton Aws,2022-05-22,0.6,NA,33,0,24,D
Hamilton Aws,2022-05-23,7.4,NA,26.6,0,24,D
Hamilton Aws,2022-05-24,0.2,NA,27.4,0,24,D
Hamilton Aws,2022-05-25,0,NA,28.3,0,24,D
Hamilton Aws,2022-05-26,0.2,NA,29.1,0,24,D
Hamilton Aws,2022-05-27,0,NA,30.1,0,24,D
Hamilton Aws,2022-05-28,0,NA,31.1,0,24,D
Hamilton Aws,2022-05-29,0,NA,32.1,0,24,D
Hamilton Aws,2022-05-30,23.4,NA,9.7,0,24,D
Hamilton Aws,2022-05-31,18.2,NA,0,7.5,24,D
Hamilton Aws,2022-06-01,36.8,NA,0,35.8,24,D
Hamilton Aws,2022-06-02,0.6,NA,0.1,0,24,D
Hamilton Aws,2022-06-03,19.4,NA,0,18.6,24,D
Hamilton Aws,2022-06-04,18.6,NA,0,17.9,24,D
Hamilton Aws,2022-06-05,0,NA,0.7,0,24,D
Hamilton Aws,2022-06-06,6.4,NA,0,5,24,D
Hamilton Aws,2022-06-07,4.4,NA,0,3.7,24,D
Hamilton Aws,2022-06-08,5,NA,0,4.3,24,D
Hamilton Aws,2022-06-09,0.6,NA,0.1,0,24,D
Hamilton Aws,2022-06-10,4.8,NA,0,4,24,D
Hamilton Aws,2022-06-11,15.6,NA,0,14.9,24,D
Hamilton Aws,2022-06-12,22.4,NA,0,21.7,24,D
Hamilton Aws,2022-06-13,23.8,NA,0,23.1,24,D
Hamilton Aws,2022-06-14,15,NA,0,14.3,24,D
Hamilton Aws,2022-06-15,4.4,NA,0,3.7,24,D
Hamilton Aws,2022-06-16,0.4,NA,0.3,0,24,D
Hamilton Aws,2022-06-17,1.4,NA,0,0.4,24,D
Hamilton Aws,2022-06-18,1,NA,0,0.3,24,D
Hamilton Aws,2022-06-19,53.4,NA,0,52.7,24,D
Hamilton Aws,2022-06-20,0,NA,0.7,0,24,D
Hamilton Aws,2022-06-21,0,NA,1.4,0,24,D
Hamilton Aws,2022-06-22,0.2,NA,1.9,0,24,D
Hamilton Aws,2022-06-23,0,NA,2.6,0,24,D
Hamilton Aws,2022-06-24,0.2,NA,3.1,0,24,D
Hamilton Aws,2022-06-25,2.8,NA,1,0,24,D
Hamilton Aws,2022-06-26,1,NA,0.7,0,24,D
Hamilton Aws,2022-06-27,0,NA,1.3,0,24,D
Hamilton Aws,2022-06-28,0.2,NA,1.8,0,24,D
Hamilton Aws,2022-06-29,0,NA,2.5,0,24,D
Hamilton Aws,2022-06-30,3,NA,0.2,0,24,D
Hamilton Aws,2022-07-01,0.4,NA,0.5,0,24,D
Hamilton Aws,2022-07-02,0,NA,1.2,0,24,D
Hamilton Aws,2022-07-03,0.2,NA,1.7,0,24,D
Hamilton Aws,2022-07-04,0.2,NA,2.2,0,24,D
Hamilton Aws,2022-07-05,0,NA,2.9,0,24,D
Hamilton Aws,2022-07-06,28.2,NA,0,24.6,24,D
Hamilton Aws,2022-07-07,0,NA,0.7,0,24,D
Hamilton Aws,2022-07-08,26,NA,0,24.6,24,D
Hamilton Aws,2022-07-09,30.8,NA,0,30.1,24,D
Hamilton Aws,2022-07-10,4,NA,0,3.3,24,D
Hamilton Aws,2022-07-11,5.8,NA,0,5.1,24,D
Hamilton Aws,2022-07-12,26.6,NA,0,25.9,24,D
Hamilton Aws,2022-07-13,18,NA,0,17.3,24,D
Hamilton Aws,2022-07-14,3.4,NA,0,2.7,24,D
Hamilton Aws,2022-07-15,16.4,NA,0,15.7,24,D
Hamilton Aws,2022-07-16,0.4,NA,0.3,0,24,D
Hamilton Aws,2022-07-17,1.4,NA,0,0.4,24,D
Hamilton Aws,2022-07-18,0,NA,0.7,0,24,D
Hamilton Aws,2022-07-19,1.2,NA,0.2,0,24,D
Hamilton Aws,2022-07-20,1,NA,0,0.1,24,D
Hamilton Aws,2022-07-21,8.6,NA,0,7.9,24,D
Hamilton Aws,2022-07-22,1,NA,0,0.3,24,D
Hamilton Aws,2022-07-23,0.2,NA,0.5,0,24,D
Hamilton Aws,2022-07-24,0,NA,1.2,0,24,D
Hamilton Aws,2022-07-25,3.8,NA,0,1.9,24,D
Hamilton Aws,2022-07-26,15,NA,0,14.3,24,D
Hamilton Aws,2022-07-27,14.8,NA,0,14.1,24,D
Hamilton Aws,2022-07-28,3.4,NA,0,2.7,24,D
Hamilton Aws,2022-07-29,12.6,NA,0,11.9,24,D
Hamilton Aws,2022-07-30,0.2,NA,0.5,0,24,D
Hamilton Aws,2022-07-31,4.2,NA,0,3,24,D
Hamilton Aws,2022-08-01,1.2,NA,0,0.5,24,D
Hamilton Aws,2022-08-02,0.2,NA,0.9,0,24,D
Hamilton Aws,2022-08-03,0,NA,2.1,0,24,D
Hamilton Aws,2022-08-04,0.2,NA,3,0,24,D
Hamilton Aws,2022-08-05,0.2,NA,4,0,24,D
Hamilton Aws,2022-08-06,0.2,NA,4.9,0,24,D
Hamilton Aws,2022-08-07,11.2,NA,0,5.1,24,D
Hamilton Aws,2022-08-08,10,NA,0,8.9,24,D
Hamilton Aws,2022-08-09,0.4,NA,0.7,0,24,D
Hamilton Aws,2022-08-11,0,NA,3,0,24,D
Hamilton Aws,2022-08-12,0,NA,4.2,0,24,D
Hamilton Aws,2022-08-13,0,NA,5.3,0,24,D
Hamilton Aws,2022-08-14,0,NA,6.5,0,24,D
Hamilton Aws,2022-08-15,0,NA,7.6,0,24,D
Hamilton Aws,2022-08-16,0,NA,8.8,0,24,D
Hamilton Aws,2022-08-17,3,NA,6.9,0,24,D
Hamilton Aws,2022-08-18,12.8,NA,0,4.7,24,D
Hamilton Aws,2022-08-19,15,NA,0,13.9,24,D
Hamilton Aws,2022-08-20,6.4,NA,0,5.3,24,D
Hamilton Aws,2022-08-21,2.2,NA,0,1.1,24,D
Hamilton Aws,2022-08-22,3,NA,0,1.9,24,D
Hamilton Aws,2022-08-23,5.8,NA,0,4.7,24,D
Hamilton Aws,2022-08-24,0.8,NA,0.3,0,24,D
Hamilton Aws,2022-08-25,0,NA,1.5,0,24,D
Hamilton Aws,2022-08-26,38.2,NA,0,35.6,24,D
Hamilton Aws,2022-08-27,1.4,NA,0,0.3,24,D
Hamilton Aws,2022-08-28,0.2,NA,0.9,0,24,D
Hamilton Aws,2022-08-29,0,NA,2.1,0,24,D
Hamilton Aws,2022-08-30,0,NA,3.2,0,24,D
Hamilton Aws,2022-08-31,0,NA,4.4,0,24,D
Hamilton Aws,2022-09-01,0,NA,5.5,0,24,D
Hamilton Aws,2022-09-02,0,NA,7.5,0,24,D
Hamilton Aws,2022-09-03,0,NA,9.4,0,24,D
Hamilton Aws,2022-09-04,13.2,NA,0,1.8,24,D
Hamilton Aws,2022-09-05,1.6,NA,0.3,0,24,D
Hamilton Aws,2022-09-06,42.6,NA,0,40.3,24,D
Hamilton Aws,2022-09-07,0,NA,1.9,0,24,D
Hamilton Aws,2022-09-08,0,NA,3.9,0,24,D
Hamilton Aws,2022-09-09,0,NA,5.8,0,24,D
Hamilton Aws,2022-09-10,0.8,NA,7,0,24,D
Hamilton Aws,2022-09-11,7.6,NA,1.3,0,24,D
Hamilton Aws,2022-09-12,6.4,NA,0,3.2,24,D
Hamilton Aws,2022-09-13,7.4,NA,0,5.5,24,D
Hamilton Aws,2022-09-14,6,NA,0,4.1,24,D
Hamilton Aws,2022-09-15,0.4,NA,1.5,0,24,D
Hamilton Aws,2022-09-16,0,NA,3.5,0,24,D
Hamilton Aws,2022-09-17,0,NA,5.4,0,24,D
Hamilton Aws,2022-09-18,0,NA,7.4,0,24,D
Hamilton Aws,2022-09-19,0,NA,9.3,0,24,D
Hamilton Aws,2022-09-20,24.4,NA,0,13.2,24,D
Hamilton Aws,2022-09-21,8.2,NA,0,6.3,24,D
Hamilton Aws,2022-09-22,0,NA,1.9,0,24,D
Hamilton Aws,2022-09-23,12.6,NA,0,8.7,24,D
Hamilton Aws,2022-09-24,0.6,NA,1.3,0,24,D
Hamilton Aws,2022-09-25,0,NA,3.3,0,24,D
Hamilton Aws,2022-09-26,0,NA,5.2,0,24,D
Hamilton Aws,2022-09-27,0,NA,7.2,0,24,D
"Hamilton, Ruakura 2 Ews",2021-09-13,0,NA,3,0,24,D
"Hamilton, Ruakura 2 Ews",2021-09-14,9.4,NA,0,4.7,24,D
"Hamilton, Ruakura 2 Ews",2021-09-15,7.4,NA,0,5.7,24,D
"Hamilton, Ruakura 2 Ews",2021-09-16,9.4,NA,0,7.7,24,D
"Hamilton, Ruakura 2 Ews",2021-09-17,19,NA,0,17.3,24,D
"Hamilton, Ruakura 2 Ews",2021-09-18,0,NA,1.7,0,24,D
"Hamilton, Ruakura 2 Ews",2021-09-19,0,NA,3.4,0,24,D
"Hamilton, Ruakura 2 Ews",2021-09-20,0,NA,5.1,0,24,D
"Hamilton, Ruakura 2 Ews",2021-09-21,0,NA,6.8,0,24,D
"Hamilton, Ruakura 2 Ews",2021-09-22,0,NA,8.5,0,24,D
"Hamilton, Ruakura 2 Ews",2021-09-23,52,NA,0,41.8,24,D
"Hamilton, Ruakura 2 Ews",2021-09-24,13.8,NA,0,12.1,24,D
"Hamilton, Ruakura 2 Ews",2021-09-25,0,NA,1.7,0,24,D
"Hamilton, Ruakura 2 Ews",2021-09-26,0.6,NA,2.8,0,24,D
"Hamilton, Ruakura 2 Ews",2021-09-27,0,NA,4.5,0,24,D
"Hamilton, Ruakura 2 Ews",2021-09-28,0,NA,6.2,0,24,D
"Hamilton, Ruakura 2 Ews",2021-09-29,0.8,NA,7.1,0,24,D
"Hamilton, Ruakura 2 Ews",2021-09-30,0.8,NA,8,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-01,3.8,NA,5.9,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-02,0,NA,8.4,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-03,0,NA,11,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-04,7.6,NA,5.9,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-05,0.2,NA,8.3,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-06,0.6,NA,10.2,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-07,1.8,NA,11,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-08,4.2,NA,9.3,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-09,0.8,NA,11.1,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-10,0,NA,13.6,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-11,0,NA,16.2,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-12,17.8,NA,0.9,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-13,1.2,NA,2.3,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-14,1.6,NA,3.2,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-15,0,NA,5.8,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-16,0,NA,8.3,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-17,0,NA,10.9,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-18,13.4,NA,0,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-19,0,NA,2.6,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-20,0,NA,5.1,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-21,0,NA,7.7,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-22,0,NA,10.2,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-23,0,NA,12.8,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-24,1.6,NA,13.7,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-25,0.6,NA,15.7,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-26,0.8,NA,17.4,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-27,0,NA,20,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-28,14.8,NA,7.7,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-29,16.2,NA,0,5.9,24,D
"Hamilton, Ruakura 2 Ews",2021-10-30,0,NA,2.5,0,24,D
"Hamilton, Ruakura 2 Ews",2021-10-31,10,NA,0,4.9,24,D
"Hamilton, Ruakura 2 Ews",2021-11-01,2,NA,0.5,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-02,0.8,NA,3.5,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-03,0,NA,7.2,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-04,1.2,NA,9.7,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-05,0,NA,13.5,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-06,12.2,NA,5,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-07,1.4,NA,7.3,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-08,0,NA,11.1,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-09,0,NA,14.8,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-10,0,NA,18.5,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-11,0,NA,22.3,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-12,0,NA,26,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-13,2,NA,27.7,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-14,39.6,NA,0,8.1,24,D
"Hamilton, Ruakura 2 Ews",2021-11-15,0.6,NA,3.1,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-16,0.4,NA,6.5,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-17,0.8,NA,9.4,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-18,3.8,NA,9.3,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-19,0,NA,13.1,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-20,0,NA,16.8,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-21,0,NA,20.5,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-22,0.4,NA,23.9,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-23,0,NA,27.6,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-24,0,NA,31.3,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-25,0,NA,35.1,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-26,0,NA,38.8,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-27,0,NA,42.5,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-28,0,NA,46.3,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-29,0,NA,50,0,24,D
"Hamilton, Ruakura 2 Ews",2021-11-30,2.2,NA,51.5,0,24,D
"Hamilton, Ruakura 2 Ews",2021-12-01,7,NA,48.3,0,24,D
"Hamilton, Ruakura 2 Ews",2021-12-02,0,NA,52.7,0,24,D
"Hamilton, Ruakura 2 Ews",2021-12-03,0,NA,57.1,0,24,D
"Hamilton, Ruakura 2 Ews",2021-12-04,0,NA,61.5,0,24,D
"Hamilton, Ruakura 2 Ews",2021-12-05,8.6,NA,57.3,0,24,D
"Hamilton, Ruakura 2 Ews",2021-12-06,0,NA,61.7,0,24,D
"Hamilton, Ruakura 2 Ews",2021-12-07,0,NA,66.1,0,24,D
"Hamilton, Ruakura 2 Ews",2021-12-08,0,NA,70.5,0,24,D
"Hamilton, Ruakura 2 Ews",2021-12-09,0,NA,74.9,0,24,D
"Hamilton, Ruakura 2 Ews",2021-12-10,0,NA,79.4,0,24,D
"Hamilton, Ruakura 2 Ews",2021-12-11,0,NA,83.5,0,24,D
"Hamilton, Ruakura 2 Ews",2021-12-12,1,NA,86.4,0,24,D
"Hamilton, Ruakura 2 Ews",2021-12-13,11.4,NA,78.8,0,24,D
"Hamilton, Ruakura 2 Ews",2021-12-14,33.8,NA,49.1,0,24,D
"Hamilton, Ruakura 2 Ews",2021-12-15,12,NA,41.6,0,24,D
"Hamilton, Ruakura 2 Ews",2021-12-16,0.8,NA,45.2,0,24,D
