Station,Date,Amount.mm.,SofG,Deficit.mm.,Runoff.mm.,Period.Hrs.,Freq
Auckland Aero,2021-09-13,0.4,NA,9,0,24,D
Auckland Aero,2021-09-14,0.2,NA,11.3,0,24,D
Auckland Aero,2021-09-15,3.8,NA,10.1,0,24,D
Auckland Aero,2021-09-16,11.2,NA,1.5,0,24,D
Auckland Aero,2021-09-17,12.2,NA,0,8.1,24,D
Auckland Aero,2021-09-18,0.2,NA,2.4,0,24,D
Auckland Aero,2021-09-19,0,NA,4.9,0,24,D
Auckland Aero,2021-09-20,0.6,NA,6.9,0,24,D
Auckland Aero,2021-09-21,0,NA,9.5,0,24,D
Auckland Aero,2021-09-22,0,NA,12.1,0,24,D
Auckland Aero,2021-09-23,42.2,NA,0,27.6,24,D
Auckland Aero,2021-09-24,8,NA,0,5.4,24,D
Auckland Aero,2021-09-25,0,NA,2.6,0,24,D
Auckland Aero,2021-09-26,0.2,NA,4.9,0,24,D
Auckland Aero,2021-09-27,0.6,NA,6.9,0,24,D
Auckland Aero,2021-09-28,0,NA,9.5,0,24,D
Auckland Aero,2021-09-29,1.6,NA,10.5,0,24,D
Auckland Aero,2021-09-30,2,NA,11,0,24,D
Auckland Aero,2021-10-01,6.6,NA,7,0,24,D
Auckland Aero,2021-10-02,0,NA,10.4,0,24,D
Auckland Aero,2021-10-03,0,NA,13.9,0,24,D
Auckland Aero,2021-10-04,2.8,NA,14.5,0,24,D
Auckland Aero,2021-10-05,1.2,NA,16.8,0,24,D
Auckland Aero,2021-10-06,0.4,NA,19.8,0,24,D
Auckland Aero,2021-10-07,0.8,NA,22.4,0,24,D
Auckland Aero,2021-10-08,13.6,NA,12.3,0,24,D
Auckland Aero,2021-10-09,0.6,NA,15.1,0,24,D
Auckland Aero,2021-10-10,0,NA,18.5,0,24,D
Auckland Aero,2021-10-11,0,NA,22,0,24,D
Auckland Aero,2021-10-12,10,NA,15.4,0,24,D
Auckland Aero,2021-10-13,2.4,NA,16.4,0,24,D
Auckland Aero,2021-10-14,0,NA,19.9,0,24,D
Auckland Aero,2021-10-15,0,NA,23.3,0,24,D
Auckland Aero,2021-10-16,0,NA,26.7,0,24,D
Auckland Aero,2021-10-17,0,NA,30.2,0,24,D
Auckland Aero,2021-10-18,19.4,NA,14.2,0,24,D
Auckland Aero,2021-10-19,0.2,NA,17.5,0,24,D
Auckland Aero,2021-10-20,0,NA,20.9,0,24,D
Auckland Aero,2021-10-21,0,NA,24.3,0,24,D
Auckland Aero,2021-10-22,2.8,NA,25,0,24,D
Auckland Aero,2021-10-23,0.4,NA,28,0,24,D
Auckland Aero,2021-10-24,5,NA,26.4,0,24,D
Auckland Aero,2021-10-25,3.4,NA,26.5,0,24,D
Auckland Aero,2021-10-26,0,NA,29.9,0,24,D
Auckland Aero,2021-10-27,0.2,NA,33.1,0,24,D
Auckland Aero,2021-10-28,7.4,NA,29.2,0,24,D
Auckland Aero,2021-10-29,18.2,NA,14.4,0,24,D
Auckland Aero,2021-10-30,0,NA,17.8,0,24,D
Auckland Aero,2021-10-31,15,NA,6.3,0,24,D
Auckland Aero,2021-11-01,1,NA,8.7,0,24,D
Auckland Aero,2021-11-02,0,NA,13.2,0,24,D
Auckland Aero,2021-11-03,0,NA,17.7,0,24,D
Auckland Aero,2021-11-04,6.6,NA,15.6,0,24,D
Auckland Aero,2021-11-05,0.2,NA,19.9,0,24,D
Auckland Aero,2021-11-06,0,NA,24.4,0,24,D
Auckland Aero,2021-11-07,0.2,NA,28.7,0,24,D
Auckland Aero,2021-11-08,0,NA,33.2,0,24,D
Auckland Aero,2021-11-09,0,NA,37.7,0,24,D
Auckland Aero,2021-11-10,0.2,NA,42,0,24,D
Auckland Aero,2021-11-11,0,NA,46.5,0,24,D
Auckland Aero,2021-11-12,0,NA,51,0,24,D
Auckland Aero,2021-11-13,12.2,NA,43.3,0,24,D
Auckland Aero,2021-11-14,6.8,NA,40.9,0,24,D
Auckland Aero,2021-11-15,1.2,NA,44.2,0,24,D
Auckland Aero,2021-11-16,0,NA,48.7,0,24,D
Auckland Aero,2021-11-17,4.2,NA,49,0,24,D
Auckland Aero,2021-11-18,0.2,NA,53.3,0,24,D
Auckland Aero,2021-11-19,0,NA,57.8,0,24,D
Auckland Aero,2021-11-20,0,NA,62.3,0,24,D
Auckland Aero,2021-11-21,0,NA,66.8,0,24,D
Auckland Aero,2021-11-22,0,NA,71.3,0,24,D
Auckland Aero,2021-11-23,0,NA,75.8,0,24,D
Auckland Aero,2021-11-24,3.8,NA,76.4,0,24,D
Auckland Aero,2021-11-25,1,NA,79.8,0,24,D
Auckland Aero,2021-11-26,0.2,NA,83.8,0,24,D
Auckland Aero,2021-11-27,0,NA,87.8,0,24,D
Auckland Aero,2021-11-28,0,NA,91.5,0,24,D
Auckland Aero,2021-11-29,0,NA,95,0,24,D
Auckland Aero,2021-11-30,0,NA,98.3,0,24,D
Auckland Aero,2021-12-01,0,NA,101.4,0,24,D
Auckland Aero,2021-12-02,0.2,NA,104.6,0,24,D
Auckland Aero,2021-12-03,0,NA,107.7,0,24,D
Auckland Aero,2021-12-04,0,NA,110.7,0,24,D
Auckland Aero,2021-12-05,0.8,NA,112.6,0,24,D
Auckland Aero,2021-12-06,0,NA,115.2,0,24,D
Auckland Aero,2021-12-07,0,NA,117.6,0,24,D
Auckland Aero,2021-12-08,0,NA,119.9,0,24,D
Auckland Aero,2021-12-09,0,NA,122,0,24,D
Auckland Aero,2021-12-11,0,NA,125.8,0,24,D
Auckland Aero,2021-12-12,3,NA,124.4,0,24,D
Auckland Aero,2021-12-13,24.4,NA,101.8,0,24,D
Auckland Aero,2021-12-14,35.2,NA,70,0,24,D
Auckland Aero,2021-12-15,34.2,NA,41,0,24,D
Auckland Aero,2021-12-16,1.2,NA,45,0,24,D
Auckland Aero,2021-12-17,6.6,NA,43.6,0,24,D
Auckland Aero,2021-12-18,0.4,NA,48.4,0,24,D
Auckland Aero,2021-12-19,0.2,NA,53.5,0,24,D
Auckland Aero,2021-12-20,0,NA,58.7,0,24,D
Auckland Aero,2021-12-21,0,NA,63.9,0,24,D
Auckland Aero,2021-12-22,0,NA,69.1,0,24,D
Auckland Aero,2021-12-23,0,NA,74.3,0,24,D
Auckland Aero,2021-12-24,0,NA,79.6,0,24,D
Auckland Aero,2021-12-25,0,NA,84.5,0,24,D
Auckland Aero,2021-12-26,0,NA,89,0,24,D
Auckland Aero,2021-12-27,0,NA,93.3,0,24,D
Auckland Aero,2021-12-28,0,NA,97.2,0,24,D
Auckland Aero,2021-12-29,0,NA,100.9,0,24,D
Auckland Aero,2021-12-30,0,NA,104.3,0,24,D
Auckland Aero,2021-12-31,0,NA,107.5,0,24,D
Auckland Aero,2022-01-01,0,NA,110.5,0,24,D
Auckland Aero,2022-01-02,0,NA,113.8,0,24,D
Auckland Aero,2022-01-03,0,NA,116.9,0,24,D
Auckland Aero,2022-01-04,0,NA,119.7,0,24,D
Auckland Aero,2022-01-05,0,NA,122.2,0,24,D
Auckland Aero,2022-01-06,0,NA,124.6,0,24,D
Auckland Aero,2022-01-07,0,NA,126.7,0,24,D
Auckland Aero,2022-01-08,0,NA,128.7,0,24,D
Auckland Aero,2022-01-09,0,NA,130.5,0,24,D
Auckland Aero,2022-01-10,0,NA,132.1,0,24,D
Auckland Aero,2022-01-11,0,NA,133.6,0,24,D
Auckland Aero,2022-01-12,0.4,NA,134.6,0,24,D
Auckland Aero,2022-01-13,0.2,NA,135.7,0,24,D
Auckland Aero,2022-01-14,0,NA,136.9,0,24,D
Auckland Aero,2022-01-15,0,NA,138,0,24,D
Auckland Aero,2022-01-16,0,NA,139,0,24,D
Auckland Aero,2022-01-17,0,NA,140,0,24,D
Auckland Aero,2022-01-18,0,NA,140.8,0,24,D
Auckland Aero,2022-01-19,0,NA,141.6,0,24,D
Auckland Aero,2022-01-20,0,NA,142.3,0,24,D
Auckland Aero,2022-01-21,0.2,NA,142.8,0,24,D
Auckland Aero,2022-01-22,0,NA,143.4,0,24,D
Auckland Aero,2022-01-23,0,NA,143.9,0,24,D
Auckland Aero,2022-01-24,3.6,NA,140.8,0,24,D
Auckland Aero,2022-01-25,3,NA,138.6,0,24,D
Auckland Aero,2022-01-26,0.8,NA,138.8,0,24,D
Auckland Aero,2022-01-27,0.4,NA,139.3,0,24,D
Auckland Aero,2022-01-28,0.2,NA,140,0,24,D
Auckland Aero,2022-01-29,0,NA,140.9,0,24,D
Auckland Aero,2022-01-30,0,NA,141.6,0,24,D
Auckland Aero,2022-01-31,0,NA,142.3,0,24,D
Auckland Aero,2022-02-01,0,NA,143,0,24,D
Auckland Aero,2022-02-02,0,NA,143.4,0,24,D
Auckland Aero,2022-02-03,0,NA,143.9,0,24,D
Auckland Aero,2022-02-04,0,NA,144.3,0,24,D
Auckland Aero,2022-02-05,0,NA,144.7,0,24,D
Auckland Aero,2022-02-06,6.4,NA,138.6,0,24,D
Auckland Aero,2022-02-07,49.4,NA,90,0,24,D
Auckland Aero,2022-02-08,0.6,NA,93.4,0,24,D
Auckland Aero,2022-02-09,0.2,NA,97,0,24,D
Auckland Aero,2022-02-10,0.2,NA,100.4,0,24,D
Auckland Aero,2022-02-11,0,NA,103.7,0,24,D
Auckland Aero,2022-02-12,1.4,NA,105.4,0,24,D
Auckland Aero,2022-02-13,0,NA,108.4,0,24,D
Auckland Aero,2022-02-14,3.8,NA,107.4,0,24,D
Auckland Aero,2022-02-15,0.2,NA,110,0,24,D
Auckland Aero,2022-02-16,0,NA,112.7,0,24,D
Auckland Aero,2022-02-17,0,NA,115.2,0,24,D
Auckland Aero,2022-02-18,0,NA,117.5,0,24,D
Auckland Aero,2022-02-19,0.8,NA,118.9,0,24,D
Auckland Aero,2022-02-20,0.2,NA,120.8,0,24,D
Auckland Aero,2022-02-21,0,NA,122.8,0,24,D
Auckland Aero,2022-02-22,0,NA,124.6,0,24,D
Auckland Aero,2022-02-23,0,NA,126.3,0,24,D
Auckland Aero,2022-02-24,0,NA,127.9,0,24,D
Auckland Aero,2022-02-25,0,NA,129.4,0,24,D
Auckland Aero,2022-02-26,0,NA,130.7,0,24,D
Auckland Aero,2022-02-27,0,NA,132,0,24,D
Auckland Aero,2022-02-28,0,NA,133.2,0,24,D
Auckland Aero,2022-03-01,0,NA,134.3,0,24,D
Auckland Aero,2022-03-02,0,NA,135.2,0,24,D
Auckland Aero,2022-03-03,0,NA,136,0,24,D
Auckland Aero,2022-03-04,0,NA,136.8,0,24,D
Auckland Aero,2022-03-05,0,NA,137.5,0,24,D
Auckland Aero,2022-03-06,0,NA,138.2,0,24,D
Auckland Aero,2022-03-07,0,NA,138.9,0,24,D
Auckland Aero,2022-03-08,0,NA,139.5,0,24,D
Auckland Aero,2022-03-09,0,NA,140.1,0,24,D
Auckland Aero,2022-03-10,0,NA,140.6,0,24,D
Auckland Aero,2022-03-11,0,NA,141.1,0,24,D
Auckland Aero,2022-03-12,0,NA,141.6,0,24,D
Auckland Aero,2022-03-13,0,NA,142.1,0,24,D
Auckland Aero,2022-03-14,0,NA,142.5,0,24,D
Auckland Aero,2022-03-15,0,NA,143,0,24,D
Auckland Aero,2022-03-16,0,NA,143.3,0,24,D
Auckland Aero,2022-03-17,0,NA,143.7,0,24,D
Auckland Aero,2022-03-18,0,NA,144.1,0,24,D
Auckland Aero,2022-03-19,25.2,NA,119.2,0,24,D
Auckland Aero,2022-03-20,0.2,NA,120.7,0,24,D
Auckland Aero,2022-03-21,28.6,NA,93.7,0,24,D
Auckland Aero,2022-03-22,62.8,NA,34.1,0,24,D
Auckland Aero,2022-03-23,3.4,NA,34.8,0,24,D
Auckland Aero,2022-03-24,1.2,NA,37.8,0,24,D
Auckland Aero,2022-03-25,0,NA,41.9,0,24,D
Auckland Aero,2022-03-26,0,NA,46.1,0,24,D
Auckland Aero,2022-03-27,0,NA,50.3,0,24,D
Auckland Aero,2022-03-28,0,NA,54.4,0,24,D
Auckland Aero,2022-03-29,0,NA,58.6,0,24,D
Auckland Aero,2022-03-30,0,NA,62.8,0,24,D
Auckland Aero,2022-03-31,0,NA,66.9,0,24,D
Auckland Aero,2022-04-01,0,NA,71.1,0,24,D
Auckland Aero,2022-04-02,0,NA,73.6,0,24,D
Auckland Aero,2022-04-03,0.2,NA,76,0,24,D
Auckland Aero,2022-04-04,0,NA,78.6,0,24,D
Auckland Aero,2022-04-05,0.2,NA,80.8,0,24,D
Auckland Aero,2022-04-06,5.4,NA,77.8,0,24,D
Auckland Aero,2022-04-07,0.4,NA,79.9,0,24,D
Auckland Aero,2022-04-08,0,NA,82.3,0,24,D
Auckland Aero,2022-04-09,0,NA,84.7,0,24,D
Auckland Aero,2022-04-10,0,NA,86.9,0,24,D
Auckland Aero,2022-04-11,0.2,NA,88.9,0,24,D
Auckland Aero,2022-04-12,0,NA,91,0,24,D
Auckland Aero,2022-04-13,5.8,NA,87.2,0,24,D
Auckland Aero,2022-04-14,0,NA,89.4,0,24,D
Auckland Aero,2022-04-15,0,NA,91.5,0,24,D
Auckland Aero,2022-04-16,0,NA,93.5,0,24,D
Auckland Aero,2022-04-17,0,NA,95.4,0,24,D
Auckland Aero,2022-04-18,1.6,NA,95.7,0,24,D
Auckland Aero,2022-04-19,2.6,NA,95,0,24,D
Auckland Aero,2022-04-20,0,NA,96.9,0,24,D
Auckland Aero,2022-04-21,4.6,NA,94.1,0,24,D
Auckland Aero,2022-04-22,0.2,NA,95.8,0,24,D
Auckland Aero,2022-04-23,1.2,NA,96.5,0,24,D
Auckland Aero,2022-04-24,2.2,NA,96.1,0,24,D
Auckland Aero,2022-04-25,6.6,NA,91.4,0,24,D
Auckland Aero,2022-04-26,0,NA,93.4,0,24,D
Auckland Aero,2022-04-27,0,NA,95.4,0,24,D
Auckland Aero,2022-04-28,0,NA,97.2,0,24,D
Auckland Aero,2022-04-29,0.2,NA,98.9,0,24,D
Auckland Aero,2022-04-30,0,NA,100.6,0,24,D
Auckland Aero,2022-05-01,2.6,NA,99.7,0,24,D
Auckland Aero,2022-05-02,0,NA,100.6,0,24,D
Auckland Aero,2022-05-03,0.2,NA,101.3,0,24,D
Auckland Aero,2022-05-04,0.2,NA,102,0,24,D
Auckland Aero,2022-05-05,0.2,NA,102.6,0,24,D
Auckland Aero,2022-05-06,0.2,NA,103.3,0,24,D
Auckland Aero,2022-05-07,0.2,NA,103.9,0,24,D
Auckland Aero,2022-05-08,0.2,NA,104.5,0,24,D
Auckland Aero,2022-05-09,0,NA,105.4,0,24,D
Auckland Aero,2022-05-10,7.4,NA,98.8,0,24,D
Auckland Aero,2022-05-11,0,NA,99.7,0,24,D
Auckland Aero,2022-05-12,0,NA,100.6,0,24,D
Auckland Aero,2022-05-13,0,NA,101.5,0,24,D
Auckland Aero,2022-05-14,0,NA,102.3,0,24,D
Auckland Aero,2022-05-15,0,NA,103.2,0,24,D
Auckland Aero,2022-05-16,0,NA,104,0,24,D
Auckland Aero,2022-05-17,1.6,NA,103.3,0,24,D
Auckland Aero,2022-05-18,1.2,NA,102.9,0,24,D
Auckland Aero,2022-05-19,0.2,NA,103.5,0,24,D
Auckland Aero,2022-05-20,10.8,NA,93.6,0,24,D
Auckland Aero,2022-05-21,3.6,NA,91,0,24,D
Auckland Aero,2022-05-22,4.2,NA,87.8,0,24,D
Auckland Aero,2022-05-25,0,NA,91.1,0,24,D
Auckland Aero,2022-05-26,2,NA,90.2,0,24,D
Auckland Aero,2022-05-27,0.2,NA,91.1,0,24,D
Auckland Aero,2022-05-28,0,NA,92.1,0,24,D
Auckland Aero,2022-05-29,1,NA,92.1,0,24,D
Auckland Aero,2022-05-30,15.8,NA,77.4,0,24,D
Auckland Aero,2022-05-31,12,NA,66.7,0,24,D
Auckland Aero,2022-06-01,12.4,NA,55.6,0,24,D
Auckland Aero,2022-06-02,0,NA,56.7,0,24,D
Auckland Aero,2022-06-03,10.4,NA,47.3,0,24,D
Auckland Aero,2022-06-04,2.2,NA,46.2,0,24,D
Auckland Aero,2022-06-05,0.2,NA,47,0,24,D
Auckland Aero,2022-06-06,25.8,NA,22.3,0,24,D
Auckland Aero,2022-06-07,1.8,NA,21.5,0,24,D
Auckland Aero,2022-06-08,4.2,NA,18.4,0,24,D
Auckland Aero,2022-06-09,1.6,NA,17.8,0,24,D
Auckland Aero,2022-06-10,4.8,NA,14.1,0,24,D
Auckland Aero,2022-06-11,12.8,NA,2.3,0,24,D
Auckland Aero,2022-06-12,23.6,NA,0,20.2,24,D
Auckland Aero,2022-06-13,13.6,NA,0,12.6,24,D
Auckland Aero,2022-06-14,8.2,NA,0,7.2,24,D
Auckland Aero,2022-06-15,2,NA,0,1,24,D
Auckland Aero,2022-06-16,3,NA,0,2,24,D
Auckland Aero,2022-06-17,1.2,NA,0,0.2,24,D
Auckland Aero,2022-06-18,0.2,NA,0.8,0,24,D
Auckland Aero,2022-06-19,7.4,NA,0,5.5,24,D
Auckland Aero,2022-06-20,0,NA,1,0,24,D
Auckland Aero,2022-06-21,0,NA,2.1,0,24,D
Auckland Aero,2022-06-22,0,NA,3.1,0,24,D
Auckland Aero,2022-06-23,0,NA,4.2,0,24,D
Auckland Aero,2022-06-24,0.2,NA,5,0,24,D
Auckland Aero,2022-06-25,12.6,NA,0,6.5,24,D
Auckland Aero,2022-06-26,1,NA,0,0,24,D
Auckland Aero,2022-06-27,0.2,NA,0.9,0,24,D
Auckland Aero,2022-06-28,0,NA,1.9,0,24,D
Auckland Aero,2022-06-29,1.8,NA,1.2,0,24,D
Auckland Aero,2022-06-30,7.2,NA,0,5,24,D
Auckland Aero,2022-07-01,1,NA,0,0,24,D
Auckland Aero,2022-07-02,0.2,NA,0.9,0,24,D
Auckland Aero,2022-07-03,0.8,NA,1.2,0,24,D
Auckland Aero,2022-07-04,0.8,NA,1.5,0,24,D
Auckland Aero,2022-07-05,0,NA,2.6,0,24,D
Auckland Aero,2022-07-06,31.8,NA,0,28.2,24,D
Auckland Aero,2022-07-07,0,NA,1.1,0,24,D
Auckland Aero,2022-07-08,26,NA,0,23.8,24,D
Auckland Aero,2022-07-09,28,NA,0,26.9,24,D
Auckland Aero,2022-07-10,0,NA,1.1,0,24,D
Auckland Aero,2022-07-11,0,NA,2.2,0,24,D
Auckland Aero,2022-07-12,47.2,NA,0,44,24,D
Auckland Aero,2022-07-13,15.4,NA,0,14.3,24,D
Auckland Aero,2022-07-14,9,NA,0,7.9,24,D
Auckland Aero,2022-07-15,12.2,NA,0,11.1,24,D
Auckland Aero,2022-07-16,0.2,NA,0.9,0,24,D
Auckland Aero,2022-07-17,3.2,NA,0,1.2,24,D
Auckland Aero,2022-07-18,0,NA,1.1,0,24,D
Auckland Aero,2022-07-19,4.6,NA,0,2.4,24,D
Auckland Aero,2022-07-20,10.2,NA,0,9.1,24,D
Auckland Aero,2022-07-21,12.4,NA,0,11.3,24,D
Auckland Aero,2022-07-22,4,NA,0,2.9,24,D
Auckland Aero,2022-07-23,0,NA,1.1,0,24,D
Auckland Aero,2022-07-24,0,NA,2.2,0,24,D
Auckland Aero,2022-07-25,9.2,NA,0,6,24,D
Auckland Aero,2022-07-26,22,NA,0,20.9,24,D
Auckland Aero,2022-07-27,9.6,NA,0,8.5,24,D
Auckland Aero,2022-07-28,2.8,NA,0,1.7,24,D
Auckland Aero,2022-07-29,2,NA,0,0.9,24,D
Auckland Aero,2022-07-30,0.4,NA,0.7,0,24,D
Auckland Aero,2022-07-31,3,NA,0,1.2,24,D
Auckland Aero,2022-08-01,2.2,NA,0,1.1,24,D
Auckland Aero,2022-08-02,0.2,NA,1.3,0,24,D
Auckland Aero,2022-08-03,0,NA,2.9,0,24,D
Auckland Aero,2022-08-04,0.2,NA,4.2,0,24,D
Auckland Aero,2022-08-05,0.2,NA,5.5,0,24,D
Auckland Aero,2022-08-06,0.6,NA,6.4,0,24,D
Auckland Aero,2022-08-07,2.4,NA,5.6,0,24,D
Auckland Aero,2022-08-08,26.8,NA,0,19.7,24,D
Auckland Aero,2022-08-09,12,NA,0,10.5,24,D
Auckland Aero,2022-08-10,0.2,NA,1.3,0,24,D
Auckland Aero,2022-08-11,2.6,NA,0.3,0,24,D
Auckland Aero,2022-08-12,0.2,NA,1.6,0,24,D
Auckland Aero,2022-08-13,2.2,NA,0.9,0,24,D
Auckland Aero,2022-08-14,0.6,NA,1.8,0,24,D
Auckland Aero,2022-08-15,0,NA,3.4,0,24,D
Auckland Aero,2022-08-16,0,NA,4.9,0,24,D
Auckland Aero,2022-08-17,2.4,NA,4,0,24,D
Auckland Aero,2022-08-18,19,NA,0,13.4,24,D
Auckland Aero,2022-08-19,29.8,NA,0,28.3,24,D
Auckland Aero,2022-08-20,4.6,NA,0,3.1,24,D
Auckland Aero,2022-08-21,0.2,NA,1.3,0,24,D
Auckland Aero,2022-08-22,2.4,NA,0.5,0,24,D
Auckland Aero,2022-08-23,16.2,NA,0,14.2,24,D
Auckland Aero,2022-08-24,0.6,NA,0.9,0,24,D
Auckland Aero,2022-08-25,0,NA,2.5,0,24,D
Auckland Aero,2022-08-26,30.2,NA,0,26.2,24,D
Auckland Aero,2022-08-27,2.6,NA,0,1.1,24,D
Auckland Aero,2022-08-28,0,NA,1.5,0,24,D
Auckland Aero,2022-08-29,0.2,NA,2.9,0,24,D
Auckland Aero,2022-08-30,0,NA,4.4,0,24,D
Auckland Aero,2022-08-31,0,NA,5.9,0,24,D
Auckland Aero,2022-09-01,0,NA,7.4,0,24,D
Auckland Aero,2022-09-02,0,NA,9.6,0,24,D
Auckland Aero,2022-09-03,0,NA,11.9,0,24,D
Auckland Aero,2022-09-04,4.2,NA,9.9,0,24,D
Auckland Aero,2022-09-05,2.6,NA,9.5,0,24,D
Auckland Aero,2022-09-06,50.6,NA,0,38.9,24,D
Auckland Aero,2022-09-07,0,NA,2.2,0,24,D
Auckland Aero,2022-09-08,0,NA,4.4,0,24,D
Auckland Aero,2022-09-09,0.2,NA,6.4,0,24,D
Auckland Aero,2022-09-10,0,NA,8.6,0,24,D
Auckland Aero,2022-09-11,0.2,NA,10.6,0,24,D
Auckland Aero,2022-09-12,11,NA,1.8,0,24,D
Auckland Aero,2022-09-13,3.2,NA,0.8,0,24,D
Auckland Aero,2022-09-14,0.2,NA,2.8,0,24,D
Auckland Aero,2022-09-15,1.4,NA,3.6,0,24,D
Auckland Aero,2022-09-16,0,NA,5.8,0,24,D
Auckland Aero,2022-09-17,0,NA,8,0,24,D
Auckland Aero,2022-09-18,0,NA,10.2,0,24,D
Auckland Aero,2022-09-19,0.2,NA,12.2,0,24,D
Auckland Aero,2022-09-20,3,NA,11.5,0,24,D
Auckland Aero,2022-09-21,4,NA,9.7,0,24,D
Auckland Aero,2022-09-22,0.2,NA,11.7,0,24,D
Auckland Aero,2022-09-23,4.4,NA,9.5,0,24,D
Auckland Aero,2022-09-24,3,NA,8.7,0,24,D
Auckland Aero,2022-09-25,0,NA,10.9,0,24,D
Auckland Aero,2022-09-26,0,NA,13.1,0,24,D
Auckland Aero,2022-09-27,0,NA,15.3,0,24,D
"Auckland, Mangere 2 Ews",2021-09-13,0,NA,9.2,0,24,D
"Auckland, Mangere 2 Ews",2021-09-14,0.2,NA,11.3,0,24,D
"Auckland, Mangere 2 Ews",2021-09-15,4.6,NA,9.1,0,24,D
"Auckland, Mangere 2 Ews",2021-09-16,15.8,NA,0,4.4,24,D
"Auckland, Mangere 2 Ews",2021-09-17,16.2,NA,0,13.9,24,D
"Auckland, Mangere 2 Ews",2021-09-18,0,NA,2.3,0,24,D
"Auckland, Mangere 2 Ews",2021-09-19,0,NA,4.7,0,24,D
"Auckland, Mangere 2 Ews",2021-09-20,0.8,NA,6.2,0,24,D
"Auckland, Mangere 2 Ews",2021-09-21,0,NA,8.5,0,24,D
"Auckland, Mangere 2 Ews",2021-09-22,0,NA,10.9,0,24,D
"Auckland, Mangere 2 Ews",2021-09-23,50.6,NA,0,37.4,24,D
"Auckland, Mangere 2 Ews",2021-09-24,9.6,NA,0,7.3,24,D
"Auckland, Mangere 2 Ews",2021-09-25,0,NA,2.3,0,24,D
"Auckland, Mangere 2 Ews",2021-09-26,0.4,NA,4.3,0,24,D
"Auckland, Mangere 2 Ews",2021-09-27,0.8,NA,5.8,0,24,D
"Auckland, Mangere 2 Ews",2021-09-28,0,NA,8.1,0,24,D
"Auckland, Mangere 2 Ews",2021-09-29,0,NA,10.5,0,24,D
"Auckland, Mangere 2 Ews",2021-09-30,0.2,NA,12.6,0,24,D
"Auckland, Mangere 2 Ews",2021-10-01,4.4,NA,10.6,0,24,D
"Auckland, Mangere 2 Ews",2021-10-02,0,NA,13.8,0,24,D
"Auckland, Mangere 2 Ews",2021-10-03,0,NA,17.1,0,24,D
"Auckland, Mangere 2 Ews",2021-10-04,3,NA,17.4,0,24,D
"Auckland, Mangere 2 Ews",2021-10-05,1,NA,19.6,0,24,D
"Auckland, Mangere 2 Ews",2021-10-06,1.8,NA,21.1,0,24,D
"Auckland, Mangere 2 Ews",2021-10-07,0.6,NA,23.7,0,24,D
"Auckland, Mangere 2 Ews",2021-10-08,13.8,NA,13.2,0,24,D
"Auckland, Mangere 2 Ews",2021-10-09,0.2,NA,16.3,0,24,D
"Auckland, Mangere 2 Ews",2021-10-10,0,NA,19.5,0,24,D
"Auckland, Mangere 2 Ews",2021-10-11,0,NA,22.8,0,24,D
"Auckland, Mangere 2 Ews",2021-10-12,13.4,NA,12.7,0,24,D
"Auckland, Mangere 2 Ews",2021-10-13,3.8,NA,12.1,0,24,D
"Auckland, Mangere 2 Ews",2021-10-14,0.4,NA,15,0,24,D
"Auckland, Mangere 2 Ews",2021-10-15,0,NA,18.3,0,24,D
"Auckland, Mangere 2 Ews",2021-10-16,0,NA,21.5,0,24,D
"Auckland, Mangere 2 Ews",2021-10-17,0,NA,24.8,0,24,D
"Auckland, Mangere 2 Ews",2021-10-18,20.8,NA,7.3,0,24,D
"Auckland, Mangere 2 Ews",2021-10-19,0,NA,10.5,0,24,D
"Auckland, Mangere 2 Ews",2021-10-20,0,NA,13.8,0,24,D
"Auckland, Mangere 2 Ews",2021-10-21,0,NA,17,0,24,D
"Auckland, Mangere 2 Ews",2021-10-22,7.2,NA,13.1,0,24,D
"Auckland, Mangere 2 Ews",2021-10-23,0.8,NA,15.6,0,24,D
"Auckland, Mangere 2 Ews",2021-10-24,5.6,NA,13.2,0,24,D
"Auckland, Mangere 2 Ews",2021-10-25,9,NA,7.5,0,24,D
"Auckland, Mangere 2 Ews",2021-10-26,0,NA,10.8,0,24,D
"Auckland, Mangere 2 Ews",2021-10-27,0,NA,14,0,24,D
"Auckland, Mangere 2 Ews",2021-10-28,6,NA,11.3,0,24,D
"Auckland, Mangere 2 Ews",2021-10-29,20.2,NA,0,5.6,24,D
"Auckland, Mangere 2 Ews",2021-10-30,3.2,NA,0.1,0,24,D
"Auckland, Mangere 2 Ews",2021-10-31,15.2,NA,0,11.9,24,D
"Auckland, Mangere 2 Ews",2021-11-01,0.2,NA,3.1,0,24,D
"Auckland, Mangere 2 Ews",2021-11-02,0.2,NA,7.1,0,24,D
"Auckland, Mangere 2 Ews",2021-11-03,0,NA,11.3,0,24,D
"Auckland, Mangere 2 Ews",2021-11-04,5.4,NA,10.1,0,24,D
"Auckland, Mangere 2 Ews",2021-11-05,0,NA,14.3,0,24,D
"Auckland, Mangere 2 Ews",2021-11-06,0,NA,18.5,0,24,D
"Auckland, Mangere 2 Ews",2021-11-07,1.6,NA,21.1,0,24,D
"Auckland, Mangere 2 Ews",2021-11-08,0,NA,25.4,0,24,D
"Auckland, Mangere 2 Ews",2021-11-09,0,NA,29.6,0,24,D
"Auckland, Mangere 2 Ews",2021-11-10,0,NA,33.8,0,24,D
