DATECOLLECTED,SAMPLELOCATION,daily_flow_rate_m3
2022-01-31,WG_Karori,3084.933182
2022-02-01,WG_Karori,3168.19241
2022-02-02,WG_Karori,3070.604967
2022-02-03,WG_Karori,3124.915647
2022-02-04,WG_Karori,7842.99806
2022-02-05,WG_Karori,14091.04435
2022-02-06,WG_Karori,11982.30403
2022-02-07,WG_Karori,5793.106067
2022-02-08,WG_Karori,4591.139435
2022-02-09,WG_Karori,4573.584701
2022-02-10,WG_Karori,4068.349987
2022-02-11,WG_Karori,4090.903585
2022-02-12,WG_Karori,14805.94186
2022-02-13,WG_Karori,17295.30612
2022-02-14,WG_Karori,12955.17055
2022-02-15,WG_Karori,9139.975338
2022-02-16,WG_Karori,7168.098396
2022-02-17,WG_Karori,5922.939312
2022-02-18,WG_Karori,5062.844857
2022-02-19,WG_Karori,9213.712263
2022-02-20,WG_Karori,10129.6663
2022-02-21,WG_Karori,7253.049968
2022-02-22,WG_Karori,5511.859792
2022-02-23,WG_Karori,4949.188687
2022-02-24,WG_Karori,4609.387446
2022-02-25,WG_Karori,4176.364701
2022-02-26,WG_Karori,4405.732137
2022-02-27,WG_Karori,4410.381997
2022-02-28,WG_Karori,4190.569918
2022-03-01,WG_Karori,3803.449721
2022-03-02,WG_Karori,3625.008069
2022-03-03,WG_Karori,3923.778811
2022-03-04,WG_Karori,3604.397193
2022-03-05,WG_Karori,3892.918275
2022-03-06,WG_Karori,3987.655547
2022-03-07,WG_Karori,3649.737008
2022-03-08,WG_Karori,3632.511823
2022-03-09,WG_Karori,3622.832117
2022-03-10,WG_Karori,3583.816614
2022-03-11,WG_Karori,3366.013174
2022-03-12,WG_Karori,3635.678497
2022-03-13,WG_Karori,3890.44627
2022-03-14,WG_Karori,3381.513063
2022-03-15,WG_Karori,3517.723924
2022-03-16,WG_Karori,3465.146124
2022-03-17,WG_Karori,3420.279545
2022-03-18,WG_Karori,3183.331505
2022-03-19,WG_Karori,3689.796234
2022-03-20,WG_Karori,3687.260841
2022-03-21,WG_Karori,3781.3033139999998
2022-03-22,WG_Karori,4040.755239
2022-03-23,WG_Karori,3600.047268
2022-03-24,WG_Karori,4948.828926
2022-03-25,WG_Karori,3632.217435
2022-03-26,WG_Karori,3708.35894
2022-03-27,WG_Karori,3880.267254
2022-03-28,WG_Karori,3637.725131
2022-03-29,WG_Karori,3949.889817
2022-03-30,WG_Karori,3637.094181
2022-03-31,WG_Karori,3584.172737
2022-04-01,WG_Karori,3269.807733
2022-04-02,WG_Karori,3580.974757
2022-04-03,WG_Karori,3963.820134
2022-04-04,WG_Karori,3360.876678
2022-04-05,WG_Karori,3399.812343
2022-04-06,WG_Karori,4651.874565
2022-04-07,WG_Karori,3587.422062
2022-04-08,WG_Karori,3138.423137
2022-04-09,WG_Karori,3400.659761
2022-04-10,WG_Karori,3806.594335
2022-04-11,WG_Karori,3368.738745
2022-04-12,WG_Karori,5118.392319
2022-04-13,WG_Karori,3890.373318
2022-04-14,WG_Karori,3161.363283
2022-04-15,WG_Karori,3404.442089
2022-04-16,WG_Karori,3257.70166
2022-04-17,WG_Karori,3187.356956
2022-04-18,WG_Karori,3422.448663
2022-04-19,WG_Karori,3467.286208
2022-04-20,WG_Karori,3328.217187
2022-04-21,WG_Karori,4578.314545
2022-04-22,WG_Karori,3392.61437
2022-04-23,WG_Karori,3381.675704
2022-04-24,WG_Karori,3581.789731
2022-04-25,WG_Karori,3597.563593
2022-04-26,WG_Karori,3353.1955
2022-04-27,WG_Karori,3286.378168
2022-04-28,WG_Karori,3298.900634
2022-04-29,WG_Karori,2956.592529
2022-04-30,WG_Karori,3352.619658
2022-05-01,WG_Karori,3718.621282
2022-05-02,WG_Karori,3288.770049
2022-05-03,WG_Karori,3101.675486
2022-05-04,WG_Karori,3105.810852
2022-05-05,WG_Karori,3298.284749
2022-05-06,WG_Karori,2860.375813
2022-05-07,WG_Karori,3309.342539
2022-05-08,WG_Karori,3568.189459
2022-05-09,WG_Karori,5367.642962
2022-05-10,WG_Karori,4099.574598
2022-05-11,WG_Karori,3386.650063
2022-05-12,WG_Karori,3292.304073
2022-05-13,WG_Karori,2986.191519
2022-05-14,WG_Karori,3579.41783
2022-05-15,WG_Karori,4646.624852
2022-05-16,WG_Karori,3577.152252
2022-05-17,WG_Karori,3545.13799
2022-05-18,WG_Karori,3465.9398
2022-05-19,WG_Karori,3558.599839
2022-05-20,WG_Karori,3382.854717
2022-05-21,WG_Karori,3591.116209
2022-05-22,WG_Karori,3855.252223
2022-05-23,WG_Karori,3343.634214
2022-05-24,WG_Karori,3401.7203
2022-05-25,WG_Karori,3263.422529
2022-05-26,WG_Karori,3449.685829
2022-05-27,WG_Karori,3214.966612
2022-05-28,WG_Karori,3482.375937
2022-05-29,WG_Karori,3789.280292
2022-05-30,WG_Karori,6160.710871
2022-05-31,WG_Karori,5628.171725
2022-06-01,WG_Karori,10923
2022-06-02,WG_Karori,8786
2022-06-03,WG_Karori,7794
2022-06-04,WG_Karori,5195
2022-06-05,WG_Karori,4590
2022-06-06,WG_Karori,4641
2022-06-07,WG_Karori,4667
2022-06-08,WG_Karori,5008
2022-06-09,WG_Karori,7487
2022-06-10,WG_Karori,6296
2022-06-11,WG_Karori,5604
2022-06-12,WG_Karori,9282
2022-06-13,WG_Karori,5889
2022-06-14,WG_Karori,4777
2022-06-15,WG_Karori,4359
2022-06-16,WG_Karori,3943
2022-06-17,WG_Karori,3946
2022-06-18,WG_Karori,5017
2022-06-19,WG_Karori,5529
2022-06-20,WG_Karori,4539
2022-06-21,WG_Karori,4269
2022-06-22,WG_Karori,4175
2022-06-23,WG_Karori,3707
2022-06-24,WG_Karori,4002
2022-06-25,WG_Karori,3816
2022-06-26,WG_Karori,4231
2022-06-27,WG_Karori,3674
2022-06-28,WG_Karori,6576
2022-06-29,WG_Karori,4539
2022-06-30,WG_Karori,4536
2022-07-01,WG_Karori,3936
2022-07-02,WG_Karori,4014
2022-07-03,WG_Karori,4527
2022-07-04,WG_Karori,3824
2022-07-05,WG_Karori,3803
2022-07-06,WG_Karori,3532
2022-07-07,WG_Karori,4361
2022-07-08,WG_Karori,7296
2022-07-09,WG_Karori,5786
2022-07-10,WG_Karori,5318
2022-07-11,WG_Karori,7250
2022-07-12,WG_Karori,11779
2022-07-13,WG_Karori,6442
2022-07-14,WG_Karori,5100
2022-07-15,WG_Karori,5463
2022-07-16,WG_Karori,4811
2022-07-17,WG_Karori,4730
2022-07-18,WG_Karori,4229
2022-07-19,WG_Karori,8663
2022-07-20,WG_Karori,15300
2022-07-21,WG_Karori,12688
2022-07-22,WG_Karori,8811
2022-07-23,WG_Karori,6502
2022-07-24,WG_Karori,6312
2022-07-25,WG_Karori,9551
2022-07-26,WG_Karori,9717
2022-07-27,WG_Karori,8779
2022-07-28,WG_Karori,6382
2022-07-29,WG_Karori,2172
2022-07-30,WG_Karori,13970
2022-07-31,WG_Karori,13050
2022-08-01,WG_Karori,NA
2022-08-03,WG_Karori,NA
2022-08-08,WG_Karori,NA
2022-08-10,WG_Karori,NA
2022-08-15,WG_Karori,NA
2022-08-17,WG_Karori,NA
2022-08-22,WG_Karori,NA
2022-08-24,WG_Karori,NA
2022-08-29,WG_Karori,NA
2022-08-31,WG_Karori,NA
2022-09-05,WG_Karori,NA
2022-09-07,WG_Karori,NA
2022-09-12,WG_Karori,NA
2022-09-14,WG_Karori,NA
2022-09-19,WG_Karori,NA
2022-09-21,WG_Karori,NA
2022-09-27,WG_Karori,NA
2022-09-29,WG_Karori,NA
2022-10-04,WG_Karori,NA
2022-10-06,WG_Karori,NA
2022-01-01,WG_MoaPoint,53866.27357
2022-01-02,WG_MoaPoint,53746.75734
2022-01-03,WG_MoaPoint,55337.25864
2022-01-04,WG_MoaPoint,57443.78071
2022-01-05,WG_MoaPoint,62859.51404
2022-01-06,WG_MoaPoint,60510.92054
2022-01-07,WG_MoaPoint,59754.32783
2022-01-08,WG_MoaPoint,57441.49367
2022-01-09,WG_MoaPoint,55880.29643
2022-01-10,WG_MoaPoint,61805.20205
2022-01-11,WG_MoaPoint,64442.64025
2022-01-12,WG_MoaPoint,60678.88213
2022-01-13,WG_MoaPoint,60820.73196
2022-01-14,WG_MoaPoint,60133.34801
2022-01-15,WG_MoaPoint,58264.77317
2022-01-16,WG_MoaPoint,57225.50953
2022-01-17,WG_MoaPoint,62881.44183
2022-01-18,WG_MoaPoint,61765.27324
2022-01-19,WG_MoaPoint,65057.32032
2022-01-20,WG_MoaPoint,64398.09047
2022-01-21,WG_MoaPoint,60934.02564
2022-01-22,WG_MoaPoint,57948.34631
2022-01-23,WG_MoaPoint,55208.64472
2022-01-24,WG_MoaPoint,57712.72538
2022-01-25,WG_MoaPoint,63195.86649
2022-01-26,WG_MoaPoint,66503.06133
2022-01-27,WG_MoaPoint,63382.34037
2022-01-28,WG_MoaPoint,59314.03036
2022-01-29,WG_MoaPoint,56750.19798
2022-01-30,WG_MoaPoint,58927.77006
2022-01-31,WG_MoaPoint,61634.20308
2022-02-01,WG_MoaPoint,63898.31341
2022-02-02,WG_MoaPoint,62992.61681
2022-02-03,WG_MoaPoint,62879.92497
2022-02-04,WG_MoaPoint,123475.0382
2022-02-05,WG_MoaPoint,171224.8162
2022-02-06,WG_MoaPoint,120174.5993
2022-02-07,WG_MoaPoint,74937.07739
2022-02-08,WG_MoaPoint,69916.81628
2022-02-09,WG_MoaPoint,77666.36864
2022-02-10,WG_MoaPoint,70699.62473
2022-02-11,WG_MoaPoint,75083.61474
2022-02-12,WG_MoaPoint,239695.7403
2022-02-13,WG_MoaPoint,258607.209
2022-02-14,WG_MoaPoint,139531.241
2022-02-15,WG_MoaPoint,96434.04963
2022-02-16,WG_MoaPoint,84620.42832
2022-02-17,WG_MoaPoint,77927.89916
2022-02-18,WG_MoaPoint,75894.57007
2022-02-19,WG_MoaPoint,123141.1678
2022-02-20,WG_MoaPoint,136803.0305
2022-02-21,WG_MoaPoint,89788.05628
2022-02-22,WG_MoaPoint,79013.63296
2022-02-23,WG_MoaPoint,76440.90298
2022-02-24,WG_MoaPoint,75515.50454
2022-02-25,WG_MoaPoint,73155.0454
2022-02-26,WG_MoaPoint,68948.56294
2022-02-27,WG_MoaPoint,68338.51799
2022-02-28,WG_MoaPoint,69646.58729
2022-03-01,WG_MoaPoint,68174.56792
2022-03-02,WG_MoaPoint,65598.53591
2022-03-03,WG_MoaPoint,64926.39235
2022-03-04,WG_MoaPoint,65003.53356
2022-03-05,WG_MoaPoint,65405.00625
2022-03-06,WG_MoaPoint,64902.02941
2022-03-07,WG_MoaPoint,65312.1896
2022-03-08,WG_MoaPoint,66320.84929
2022-03-09,WG_MoaPoint,64888.0219
2022-03-10,WG_MoaPoint,66666.72481
2022-03-11,WG_MoaPoint,66573.00159
2022-03-12,WG_MoaPoint,63107.82542
2022-03-13,WG_MoaPoint,60314.89573
2022-03-14,WG_MoaPoint,60182.99367
2022-03-15,WG_MoaPoint,62295.83206
2022-03-16,WG_MoaPoint,60959.69275
2022-03-17,WG_MoaPoint,64488.69625
2022-03-18,WG_MoaPoint,63042.55142
2022-03-19,WG_MoaPoint,63254.18449
2022-03-20,WG_MoaPoint,64527.97474
2022-03-21,WG_MoaPoint,72380.46825
2022-03-22,WG_MoaPoint,80576.7
2022-03-23,WG_MoaPoint,71062.8
2022-03-24,WG_MoaPoint,90248.1
2022-03-25,WG_MoaPoint,75018.3
2022-03-26,WG_MoaPoint,66731.1
2022-03-27,WG_MoaPoint,65481.3
2022-03-28,WG_MoaPoint,64896.3
2022-03-29,WG_MoaPoint,72352.8
2022-03-30,WG_MoaPoint,69386.7
2022-03-31,WG_MoaPoint,73479.6
2022-04-01,WG_MoaPoint,63341.7
2022-04-02,WG_MoaPoint,63850.8
2022-04-03,WG_MoaPoint,62215.8
2022-04-04,WG_MoaPoint,62216.7
2022-04-05,WG_MoaPoint,66882.3
2022-04-06,WG_MoaPoint,83027.1
2022-04-07,WG_MoaPoint,65420.4
2022-04-08,WG_MoaPoint,64519.2
2022-04-09,WG_MoaPoint,58968.3
2022-04-10,WG_MoaPoint,60212.1
2022-04-11,WG_MoaPoint,63656.7
2022-04-12,WG_MoaPoint,81656.7
2022-04-13,WG_MoaPoint,66104.7
2022-04-14,WG_MoaPoint,62595.9
2022-04-15,WG_MoaPoint,57432
2022-04-16,WG_MoaPoint,54702.6
2022-04-17,WG_MoaPoint,51505.2
2022-04-18,WG_MoaPoint,57017.1
2022-04-19,WG_MoaPoint,61944
2022-04-20,WG_MoaPoint,61792.8
2022-04-21,WG_MoaPoint,85272.75737
2022-04-22,WG_MoaPoint,70734.58424
2022-04-23,WG_MoaPoint,63094.1027
2022-04-24,WG_MoaPoint,64119.11631
2022-04-25,WG_MoaPoint,64312.77816
2022-04-26,WG_MoaPoint,65319.66619
2022-04-27,WG_MoaPoint,62692.38441
2022-04-28,WG_MoaPoint,59851.8
2022-04-29,WG_MoaPoint,59081.1
2022-04-30,WG_MoaPoint,58185.3
2022-05-01,WG_MoaPoint,57575.1
2022-05-02,WG_MoaPoint,61872
2022-05-03,WG_MoaPoint,60252.3
2022-05-04,WG_MoaPoint,62051.7
2022-05-05,WG_MoaPoint,61193.4
2022-05-06,WG_MoaPoint,59894.4
2022-05-07,WG_MoaPoint,60756
2022-05-08,WG_MoaPoint,59082.9
2022-05-09,WG_MoaPoint,84493.8
2022-05-10,WG_MoaPoint,67010.79327
2022-05-11,WG_MoaPoint,63740.8105
2022-05-12,WG_MoaPoint,62781.05433
2022-05-13,WG_MoaPoint,59773.731
2022-05-14,WG_MoaPoint,64119.16384
2022-05-15,WG_MoaPoint,74618.9178
2022-05-16,WG_MoaPoint,67515.87805
2022-05-17,WG_MoaPoint,70707.02466
2022-05-18,WG_MoaPoint,68985.3416
2022-05-19,WG_MoaPoint,73174.6189
2022-05-20,WG_MoaPoint,100424.8276
2022-05-21,WG_MoaPoint,71953.70617
2022-05-22,WG_MoaPoint,69820.58996
2022-05-23,WG_MoaPoint,66314.81003
2022-05-24,WG_MoaPoint,67674.81618
2022-05-25,WG_MoaPoint,65983.23554
2022-05-26,WG_MoaPoint,63237.50261
2022-05-27,WG_MoaPoint,61107.719469999996
2022-05-28,WG_MoaPoint,60604.78167
2022-05-29,WG_MoaPoint,60028.13549
2022-05-30,WG_MoaPoint,97470.10875
2022-05-31,WG_MoaPoint,86850.88261
2022-06-01,WG_MoaPoint,142498.9703
2022-06-02,WG_MoaPoint,124145.1027
2022-06-03,WG_MoaPoint,90366.77451
2022-06-04,WG_MoaPoint,75428.04534
2022-06-05,WG_MoaPoint,72185.52613
2022-06-06,WG_MoaPoint,65380.60058
2022-06-07,WG_MoaPoint,75510.31638
2022-06-08,WG_MoaPoint,82164.04742
2022-06-09,WG_MoaPoint,121527.945
2022-06-10,WG_MoaPoint,107360.0213
2022-06-11,WG_MoaPoint,91684.57288
2022-06-12,WG_MoaPoint,130231.2876
2022-06-13,WG_MoaPoint,103162.9088
2022-06-14,WG_MoaPoint,83126.22167
2022-06-15,WG_MoaPoint,75090.05406
2022-06-16,WG_MoaPoint,71674.15794
2022-06-17,WG_MoaPoint,67044.39437
2022-06-18,WG_MoaPoint,74057.97351
2022-06-19,WG_MoaPoint,75819.27655
2022-06-20,WG_MoaPoint,71207.21929
2022-06-21,WG_MoaPoint,70391.96578
2022-06-22,WG_MoaPoint,67272.01331
2022-06-23,WG_MoaPoint,66170.7034
2022-06-24,WG_MoaPoint,61887.01795
2022-06-25,WG_MoaPoint,62256.54672
2022-06-26,WG_MoaPoint,63477.31285
2022-06-27,WG_MoaPoint,1509.300311
2022-06-28,WG_MoaPoint,NA
2022-06-29,WG_MoaPoint,NA
2022-06-30,WG_MoaPoint,NA
2022-07-01,WG_MoaPoint,64899.01508
2022-07-02,WG_MoaPoint,63410.69965
2022-07-03,WG_MoaPoint,62079.02913
2022-07-04,WG_MoaPoint,63246.65821
2022-07-05,WG_MoaPoint,65034.74619
2022-07-06,WG_MoaPoint,61832.51135
2022-07-07,WG_MoaPoint,66158.91928
2022-07-08,WG_MoaPoint,110873.8128
2022-07-09,WG_MoaPoint,82015.19119
2022-07-10,WG_MoaPoint,69505.13269
2022-07-11,WG_MoaPoint,93754.2
2022-07-12,WG_MoaPoint,156038.2017
2022-07-13,WG_MoaPoint,91777.81166
2022-07-14,WG_MoaPoint,80794.66248
2022-07-15,WG_MoaPoint,86465.66905
2022-07-16,WG_MoaPoint,75515.11155
2022-07-17,WG_MoaPoint,69631.89896
2022-07-18,WG_MoaPoint,70204.87462
2022-07-19,WG_MoaPoint,109101.8435
2022-07-20,WG_MoaPoint,158118.4258
2022-07-21,WG_MoaPoint,166879.5616
2022-07-22,WG_MoaPoint,95654.0783
2022-07-23,WG_MoaPoint,79354.17755
2022-07-24,WG_MoaPoint,74864.69343
2022-07-25,WG_MoaPoint,115461.4203
2022-07-26,WG_MoaPoint,126464.9463
2022-07-27,WG_MoaPoint,126173.7029
2022-07-28,WG_MoaPoint,102749.3115
2022-07-29,WG_MoaPoint,83215.16946
2022-07-30,WG_MoaPoint,165573.098
2022-07-31,WG_MoaPoint,152768.8652
2022-08-01,WG_MoaPoint,NA
2022-08-03,WG_MoaPoint,NA
2022-08-05,WG_MoaPoint,NA
2022-08-08,WG_MoaPoint,NA
2022-08-10,WG_MoaPoint,NA
2022-08-12,WG_MoaPoint,NA
2022-08-15,WG_MoaPoint,NA
2022-08-17,WG_MoaPoint,NA
2022-08-19,WG_MoaPoint,NA
2022-08-22,WG_MoaPoint,NA
2022-08-24,WG_MoaPoint,NA
2022-08-26,WG_MoaPoint,NA
2022-08-29,WG_MoaPoint,NA
2022-08-31,WG_MoaPoint,NA
2022-09-02,WG_MoaPoint,NA
2022-09-05,WG_MoaPoint,NA
2022-09-07,WG_MoaPoint,NA
2022-09-09,WG_MoaPoint,NA
2022-09-12,WG_MoaPoint,NA
2022-09-14,WG_MoaPoint,NA
2022-09-16,WG_MoaPoint,NA
2022-09-19,WG_MoaPoint,NA
2022-09-21,WG_MoaPoint,NA
2022-09-23,WG_MoaPoint,NA
2022-09-27,WG_MoaPoint,NA
2022-09-29,WG_MoaPoint,NA
2022-10-04,WG_MoaPoint,NA
2022-10-06,WG_MoaPoint,NA
2022-01-02,WG_Seaview,49225.7586
2022-01-03,WG_Seaview,51839.81667
2022-01-04,WG_Seaview,50992.63169
2022-01-05,WG_Seaview,51264.47132
2022-01-06,WG_Seaview,45799.21226
2022-01-07,WG_Seaview,48008.23028
2022-01-08,WG_Seaview,45519.74697
2022-01-09,WG_Seaview,45425.73739
2022-01-10,WG_Seaview,50247.85606
2022-01-11,WG_Seaview,50542.02996
2022-01-12,WG_Seaview,47594.57447
2022-01-13,WG_Seaview,46082.26198
2022-01-14,WG_Seaview,48707.82368
2022-01-15,WG_Seaview,46455.63477
2022-01-16,WG_Seaview,47434.29615
2022-01-17,WG_Seaview,49075.12309
2022-01-18,WG_Seaview,45999.87467
2022-01-19,WG_Seaview,48273.27607
2022-01-20,WG_Seaview,44184.85217
2022-01-21,WG_Seaview,47047.02377
2022-01-22,WG_Seaview,45337.21004
2022-01-23,WG_Seaview,45081.45994
2022-01-24,WG_Seaview,47350.57984
2022-01-25,WG_Seaview,48036.79005
2022-01-26,WG_Seaview,47625.97007
2022-01-27,WG_Seaview,47152.15987
2022-01-28,WG_Seaview,46225.01444
2022-01-29,WG_Seaview,43757.66365
2022-01-30,WG_Seaview,47776.74008
2022-01-31,WG_Seaview,48660.78294
2022-02-01,WG_Seaview,46929.08202
2022-02-02,WG_Seaview,47605.05106
2022-02-03,WG_Seaview,44915.77195
2022-02-04,WG_Seaview,81840.74661
2022-02-05,WG_Seaview,140754.9302
2022-02-06,WG_Seaview,113672.922
2022-02-07,WG_Seaview,70140.81725
2022-02-08,WG_Seaview,58541.96757
2022-02-09,WG_Seaview,60144.65422
2022-02-10,WG_Seaview,57693.37827
2022-02-11,WG_Seaview,59971.16348
2022-02-12,WG_Seaview,176851.0048
2022-02-13,WG_Seaview,200337.9749
2022-02-14,WG_Seaview,135367.7996
2022-02-15,WG_Seaview,102279.2728
2022-02-16,WG_Seaview,78361.97262
2022-02-17,WG_Seaview,70717.57714
2022-02-18,WG_Seaview,65868.81551
2022-02-19,WG_Seaview,87205.32748
2022-02-20,WG_Seaview,117605.0849
2022-02-21,WG_Seaview,77736.01111
2022-02-22,WG_Seaview,66116.26991
2022-02-23,WG_Seaview,65191.25428
2022-02-24,WG_Seaview,59599.65003
2022-02-25,WG_Seaview,60629.65802
2022-02-26,WG_Seaview,58008.81881
2022-02-27,WG_Seaview,56867.56233
2022-02-28,WG_Seaview,54230.41567
2022-03-01,WG_Seaview,52627.21576
2022-03-02,WG_Seaview,51140.94093
2022-03-03,WG_Seaview,51652.22788
2022-03-04,WG_Seaview,51196.16217
2022-03-05,WG_Seaview,53997.911
2022-03-06,WG_Seaview,52874.40552
2022-03-07,WG_Seaview,49542.87836
2022-03-08,WG_Seaview,50083.50064
2022-03-09,WG_Seaview,49809.52838
2022-03-10,WG_Seaview,54127.9399
2022-03-11,WG_Seaview,54732.57028
2022-03-12,WG_Seaview,48797.28944
2022-03-13,WG_Seaview,49462.73593
2022-03-14,WG_Seaview,49439.1092
2022-03-15,WG_Seaview,47651.68004
2022-03-16,WG_Seaview,48178.35913
2022-03-17,WG_Seaview,47660.73913
2022-03-18,WG_Seaview,48709.10369
2022-03-19,WG_Seaview,46832.34246
2022-03-20,WG_Seaview,51542.58321
2022-03-21,WG_Seaview,51897.68741
2022-03-22,WG_Seaview,53786.40478
2022-03-23,WG_Seaview,51249.74694
2022-03-24,WG_Seaview,82122.70168
2022-03-25,WG_Seaview,89465.42469
2022-03-26,WG_Seaview,61937.439659999996
2022-03-27,WG_Seaview,54009.94791
2022-03-28,WG_Seaview,51755.80873
2022-03-29,WG_Seaview,53162.9167
2022-03-30,WG_Seaview,51729.14853
2022-03-31,WG_Seaview,52116.38113
2022-04-01,WG_Seaview,51486.51783
2022-04-02,WG_Seaview,52675.37999
2022-04-03,WG_Seaview,52470.62696
2022-04-04,WG_Seaview,54410.59314
2022-04-05,WG_Seaview,55507.71362
2022-04-06,WG_Seaview,64040.9487
2022-04-07,WG_Seaview,56403.72458
2022-04-08,WG_Seaview,51162.91199
2022-04-09,WG_Seaview,51654.83756
2022-04-10,WG_Seaview,50139.8791
2022-04-11,WG_Seaview,49823.2861
2022-04-12,WG_Seaview,60826.54791
2022-04-13,WG_Seaview,51931.49323
2022-04-14,WG_Seaview,48969.92643
2022-04-15,WG_Seaview,46981.44007
2022-04-16,WG_Seaview,45910.38035
2022-04-17,WG_Seaview,46070.43212
2022-04-18,WG_Seaview,50570.9446
2022-04-19,WG_Seaview,48089.17393
2022-04-20,WG_Seaview,48865.78501
2022-04-21,WG_Seaview,69771.6102
2022-04-22,WG_Seaview,56965.81587
2022-04-23,WG_Seaview,54244.378
2022-04-24,WG_Seaview,50322.35061
2022-04-25,WG_Seaview,53655.48734
2022-04-26,WG_Seaview,49813.29829
2022-04-27,WG_Seaview,49865.49602
2022-04-28,WG_Seaview,49276.87539
2022-04-29,WG_Seaview,47344.6894
2022-04-30,WG_Seaview,49913.93727
2022-05-01,WG_Seaview,48429.83
2022-05-02,WG_Seaview,47462.98
2022-05-03,WG_Seaview,46939.08
2022-05-04,WG_Seaview,49014.06
2022-05-05,WG_Seaview,48032.67
2022-05-06,WG_Seaview,44370.6
2022-05-07,WG_Seaview,48437.94
2022-05-08,WG_Seaview,48155.81
2022-05-09,WG_Seaview,63128.67
2022-05-10,WG_Seaview,55625.94
2022-05-11,WG_Seaview,51649.21
2022-05-12,WG_Seaview,48661.31
2022-05-13,WG_Seaview,47986.8
2022-05-14,WG_Seaview,56560.07
2022-05-15,WG_Seaview,66039.61
2022-05-16,WG_Seaview,52455.71
2022-05-17,WG_Seaview,56248.09
2022-05-18,WG_Seaview,51546.64
2022-05-19,WG_Seaview,62659.29
2022-05-20,WG_Seaview,97328.87
2022-05-21,WG_Seaview,66179.96
2022-05-22,WG_Seaview,60679.29
2022-05-23,WG_Seaview,55810.08
2022-05-24,WG_Seaview,51507.41
2022-05-25,WG_Seaview,50569.11
2022-05-26,WG_Seaview,47228.93
2022-05-27,WG_Seaview,45925.76
2022-05-28,WG_Seaview,50106.65
2022-05-29,WG_Seaview,51252.83
2022-05-30,WG_Seaview,80438.89
2022-05-31,WG_Seaview,81424.38
2022-06-01,WG_Seaview,111509.09
2022-06-02,WG_Seaview,108334.23
2022-06-03,WG_Seaview,76409.59
2022-06-04,WG_Seaview,66692.26
2022-06-05,WG_Seaview,59885.26
2022-06-06,WG_Seaview,58884.64
2022-06-07,WG_Seaview,67060.96
2022-06-08,WG_Seaview,89053.4
2022-06-09,WG_Seaview,141136.32
2022-06-10,WG_Seaview,119599.65
2022-06-11,WG_Seaview,109891.21
2022-06-12,WG_Seaview,177962.38
2022-06-13,WG_Seaview,123895.91
2022-06-14,WG_Seaview,92778.24
2022-06-15,WG_Seaview,82558.99
2022-06-16,WG_Seaview,70011.14
2022-06-17,WG_Seaview,62457.17
2022-06-18,WG_Seaview,75394.79
2022-06-19,WG_Seaview,74566.94
2022-06-20,WG_Seaview,72557.25
2022-06-21,WG_Seaview,67268.25
2022-06-22,WG_Seaview,60822.74
2022-06-23,WG_Seaview,62030.51
2022-06-24,WG_Seaview,59189.54
2022-06-25,WG_Seaview,61626.8
2022-06-26,WG_Seaview,60147.14
2022-06-27,WG_Seaview,60242.17
2022-06-28,WG_Seaview,94398.44
2022-06-29,WG_Seaview,75415.49
2022-06-30,WG_Seaview,64311.35
2022-07-01,WG_Seaview,60327.58
2022-07-02,WG_Seaview,58371.18
2022-07-03,WG_Seaview,56993.69
2022-07-04,WG_Seaview,57099.18
2022-07-05,WG_Seaview,56255.84
2022-07-06,WG_Seaview,52006.84
2022-07-07,WG_Seaview,56745.26
2022-07-08,WG_Seaview,101476.58
2022-07-09,WG_Seaview,74395.2
2022-07-10,WG_Seaview,70364.39
2022-07-11,WG_Seaview,79896.68
2022-07-12,WG_Seaview,154245.58
2022-07-13,WG_Seaview,98587.2
2022-07-14,WG_Seaview,79502.06
2022-07-15,WG_Seaview,74136.02
2022-07-16,WG_Seaview,69559.41
2022-07-17,WG_Seaview,64363.43
2022-07-18,WG_Seaview,63721.68
2022-07-19,WG_Seaview,83692.74
2022-07-20,WG_Seaview,149509.14
2022-07-21,WG_Seaview,174194.46
2022-07-22,WG_Seaview,112619.67
2022-07-23,WG_Seaview,94825.14
2022-07-24,WG_Seaview,77894.46
2022-07-25,WG_Seaview,104843.58
2022-07-26,WG_Seaview,104935.46
2022-07-27,WG_Seaview,96730.12
2022-07-28,WG_Seaview,101972.43
2022-07-29,WG_Seaview,77206.27
2022-07-30,WG_Seaview,94941.13
2022-07-31,WG_Seaview,127707.95
2022-08-01,WG_Seaview,NA
2022-08-03,WG_Seaview,NA
2022-08-05,WG_Seaview,NA
2022-08-08,WG_Seaview,NA
2022-08-10,WG_Seaview,NA
2022-08-12,WG_Seaview,NA
2022-08-15,WG_Seaview,NA
2022-08-17,WG_Seaview,NA
2022-08-19,WG_Seaview,NA
2022-08-22,WG_Seaview,NA
2022-08-24,WG_Seaview,NA
2022-08-26,WG_Seaview,NA
2022-08-29,WG_Seaview,NA
2022-08-31,WG_Seaview,NA
2022-09-02,WG_Seaview,NA
2022-09-05,WG_Seaview,NA
2022-09-07,WG_Seaview,NA
2022-09-09,WG_Seaview,NA
2022-09-12,WG_Seaview,NA
2022-09-14,WG_Seaview,NA
2022-09-16,WG_Seaview,NA
2022-09-19,WG_Seaview,NA
2022-09-21,WG_Seaview,NA
2022-09-23,WG_Seaview,NA
2022-09-27,WG_Seaview,NA
