Station information:,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Pukekohe Ews,13/10/2021,8.2,-,0,5.5,24,D
Reefton Ews,13/10/2021,4.6,-,0,2.2,24,D
Warkworth Ews,13/10/2021,2.8,-,0.4,0,24,D
Auckland Aero,14/10/2021,0,-,19.9,0,24,D
"Auckland, Henderson North",14/10/2021,0.8,-,2.2,0,24,D
"Auckland, Mangere 2 Ews",14/10/2021,0.4,-,15,0,24,D
"Auckland, Motat Ews",14/10/2021,0.4,-,4.2,0,24,D
"Auckland, North Shore Albany Ews",14/10/2021,1.2,-,2.3,0,24,D
"Auckland, Whenuapai Aws",14/10/2021,0.7,-,2.9,0,24,D
Leigh 2 Ews,14/10/2021,0.4,-,6,0,24,D
Pukekohe Ews,14/10/2021,0,-,2.7,0,24,D
Reefton Ews,14/10/2021,0,-,2.4,0,24,D
Warkworth Ews,14/10/2021,0.2,-,3.4,0,24,D
Auckland Aero,15/10/2021,0,-,23.3,0,24,D
"Auckland, Henderson North",15/10/2021,0,-,5.1,0,24,D
"Auckland, Mangere 2 Ews",15/10/2021,0,-,18.3,0,24,D
"Auckland, Motat Ews",15/10/2021,0,-,7.2,0,24,D
"Auckland, North Shore Albany Ews",15/10/2021,0,-,5,0,24,D
"Auckland, Whenuapai Aws",15/10/2021,0,-,5.6,0,24,D
Leigh 2 Ews,15/10/2021,0.2,-,9,0,24,D
Pukekohe Ews,15/10/2021,0,-,5.4,0,24,D
Reefton Ews,15/10/2021,0,-,4.8,0,24,D
Warkworth Ews,15/10/2021,0,-,6.6,0,24,D
Auckland Aero,16/10/2021,0,-,26.7,0,24,D
"Auckland, Henderson North",16/10/2021,0,-,8.1,0,24,D
"Auckland, Mangere 2 Ews",16/10/2021,0,-,21.5,0,24,D
"Auckland, Motat Ews",16/10/2021,0,-,10.1,0,24,D
"Auckland, North Shore Albany Ews",16/10/2021,0,-,7.7,0,24,D
"Auckland, Whenuapai Aws",16/10/2021,0,-,8.3,0,24,D
Leigh 2 Ews,16/10/2021,0,-,12.3,0,24,D
Pukekohe Ews,16/10/2021,0,-,8.1,0,24,D
Reefton Ews,16/10/2021,0,-,7.3,0,24,D
Warkworth Ews,16/10/2021,0,-,9.8,0,24,D
Auckland Aero,17/10/2021,0,-,30.2,0,24,D
"Auckland, Henderson North",17/10/2021,0,-,11,0,24,D
"Auckland, Mangere 2 Ews",17/10/2021,0,-,24.8,0,24,D
"Auckland, Motat Ews",17/10/2021,0,-,13.1,0,24,D
"Auckland, North Shore Albany Ews",17/10/2021,0,-,10.5,0,24,D
"Auckland, Whenuapai Aws",17/10/2021,0,-,11.1,0,24,D
Leigh 2 Ews,17/10/2021,0.6,-,14.9,0,24,D
Pukekohe Ews,17/10/2021,0,-,10.8,0,24,D
Reefton Ews,17/10/2021,19,-,0,9.3,24,D
Warkworth Ews,17/10/2021,0,-,13,0,24,D
Auckland Aero,18/10/2021,19.4,-,14.2,0,24,D
"Auckland, Henderson North",18/10/2021,37.9,-,0,23.9,24,D
"Auckland, Mangere 2 Ews",18/10/2021,20.8,-,7.3,0,24,D
"Auckland, Motat Ews",18/10/2021,40,-,0,24,24,D
"Auckland, North Shore Albany Ews",18/10/2021,23.6,-,0,10.4,24,D
"Auckland, Whenuapai Aws",18/10/2021,32.2,-,0,18.4,24,D
Leigh 2 Ews,18/10/2021,13,-,5.1,0,24,D
Pukekohe Ews,18/10/2021,22.8,-,0,9.3,24,D
Reefton Ews,18/10/2021,41.4,-,0,39,24,D
Warkworth Ews,18/10/2021,15.6,-,0.6,0,24,D
Auckland Aero,19/10/2021,0.2,-,17.5,0,24,D
"Auckland, Henderson North",19/10/2021,0,-,3,0,24,D
"Auckland, Mangere 2 Ews",19/10/2021,0,-,10.5,0,24,D
"Auckland, Motat Ews",19/10/2021,0,-,3,0,24,D
"Auckland, North Shore Albany Ews",19/10/2021,0,-,2.7,0,24,D
"Auckland, Whenuapai Aws",19/10/2021,0.1,-,2.6,0,24,D
Leigh 2 Ews,19/10/2021,0,-,8.3,0,24,D
Pukekohe Ews,19/10/2021,0.2,-,2.5,0,24,D
Reefton Ews,19/10/2021,1.8,-,0.6,0,24,D
Warkworth Ews,19/10/2021,0,-,3.8,0,24,D
Auckland Aero,20/10/2021,0,-,20.9,0,24,D
"Auckland, Henderson North",20/10/2021,0,-,5.9,0,24,D
"Auckland, Mangere 2 Ews",20/10/2021,0,-,13.8,0,24,D
"Auckland, Motat Ews",20/10/2021,0,-,5.9,0,24,D
"Auckland, North Shore Albany Ews",20/10/2021,0,-,5.5,0,24,D
"Auckland, Whenuapai Aws",20/10/2021,0,-,5.4,0,24,D
Leigh 2 Ews,20/10/2021,0,-,11.5,0,24,D
Pukekohe Ews,20/10/2021,0,-,5.2,0,24,D
Reefton Ews,20/10/2021,0.4,-,2.6,0,24,D
Warkworth Ews,20/10/2021,0,-,7.1,0,24,D
Auckland Aero,21/10/2021,0,-,24.3,0,24,D
"Auckland, Henderson North",21/10/2021,0,-,8.9,0,24,D
"Auckland, Mangere 2 Ews",21/10/2021,0,-,17,0,24,D
"Auckland, Motat Ews",21/10/2021,0,-,8.9,0,24,D
"Auckland, North Shore Albany Ews",21/10/2021,0,-,8.2,0,24,D
"Auckland, Whenuapai Aws",21/10/2021,0,-,8.1,0,24,D
Leigh 2 Ews,21/10/2021,2.8,-,11.9,0,24,D
Pukekohe Ews,21/10/2021,0,-,7.9,0,24,D
Reefton Ews,21/10/2021,0,-,5.1,0,24,D
Warkworth Ews,21/10/2021,0.2,-,10.1,0,24,D
Auckland Aero,22/10/2021,2.8,-,25,0,24,D
"Auckland, Henderson North",22/10/2021,6.1,-,5.7,0,24,D
"Auckland, Mangere 2 Ews",22/10/2021,7.2,-,13.1,0,24,D
"Auckland, Motat Ews",22/10/2021,5.4,-,6.4,0,24,D
"Auckland, North Shore Albany Ews",22/10/2021,5,-,5.9,0,24,D
"Auckland, Whenuapai Aws",22/10/2021,3.3,-,7.5,0,24,D
Leigh 2 Ews,22/10/2021,14.8,-,0.3,0,24,D
Pukekohe Ews,22/10/2021,3.6,-,7,0,24,D
Reefton Ews,22/10/2021,0,-,7.5,0,24,D
Warkworth Ews,22/10/2021,18.4,-,0,5.1,24,D
Auckland Aero,23/10/2021,0.4,-,28,0,24,D
"Auckland, Henderson North",23/10/2021,3.1,-,5.6,0,24,D
"Auckland, Mangere 2 Ews",23/10/2021,0.8,-,15.6,0,24,D
"Auckland, Motat Ews",23/10/2021,2.2,-,7.2,0,24,D
"Auckland, North Shore Albany Ews",23/10/2021,4.6,-,4.1,0,24,D
"Auckland, Whenuapai Aws",23/10/2021,3.6,-,6.7,0,24,D
Leigh 2 Ews,23/10/2021,6.8,-,0,3.3,24,D
Pukekohe Ews,23/10/2021,0,-,9.7,0,24,D
Reefton Ews,23/10/2021,0,-,9.9,0,24,D
Warkworth Ews,23/10/2021,3.4,-,0,0.2,24,D
Auckland Aero,24/10/2021,5,-,26.4,0,24,D
"Auckland, Henderson North",24/10/2021,12.3,-,0,3.8,24,D
"Auckland, Mangere 2 Ews",24/10/2021,5.6,-,13.2,0,24,D
"Auckland, Motat Ews",24/10/2021,8.4,-,1.7,0,24,D
"Auckland, North Shore Albany Ews",24/10/2021,14.4,-,0,7.6,24,D
"Auckland, Whenuapai Aws",24/10/2021,17.4,-,0,8,24,D
Leigh 2 Ews,24/10/2021,14,-,0,10.8,24,D
Pukekohe Ews,24/10/2021,5.8,-,6.6,0,24,D
Reefton Ews,24/10/2021,0,-,12.3,0,24,D
Warkworth Ews,24/10/2021,25,-,0,21.8,24,D
Auckland Aero,25/10/2021,3.4,-,26.5,0,24,D
"Auckland, Henderson North",25/10/2021,8.2,-,0,5.2,24,D
"Auckland, Mangere 2 Ews",25/10/2021,9,-,7.5,0,24,D
"Auckland, Motat Ews",25/10/2021,13.6,-,0,8.9,24,D
"Auckland, North Shore Albany Ews",25/10/2021,25.8,-,0,23.1,24,D
"Auckland, Whenuapai Aws",25/10/2021,14.5,-,0,11.8,24,D
Leigh 2 Ews,25/10/2021,6,-,0,2.8,24,D
Pukekohe Ews,25/10/2021,2.6,-,6.7,0,24,D
Reefton Ews,25/10/2021,0.2,-,14.6,0,24,D
Warkworth Ews,25/10/2021,22.8,-,0,19.6,24,D
Auckland Aero,26/10/2021,0,-,29.9,0,24,D
"Auckland, Henderson North",26/10/2021,2.4,-,0.6,0,24,D
"Auckland, Mangere 2 Ews",26/10/2021,0,-,10.8,0,24,D
"Auckland, Motat Ews",26/10/2021,0.2,-,2.8,0,24,D
"Auckland, North Shore Albany Ews",26/10/2021,0.4,-,2.3,0,24,D
"Auckland, Whenuapai Aws",26/10/2021,3.3,-,0,0.6,24,D
Leigh 2 Ews,26/10/2021,1.8,-,1.4,0,24,D
Pukekohe Ews,26/10/2021,0,-,9.5,0,24,D
Reefton Ews,26/10/2021,0,-,17,0,24,D
Warkworth Ews,26/10/2021,1.4,-,1.8,0,24,D
Auckland Aero,27/10/2021,0.2,-,33.1,0,24,D
"Auckland, Henderson North",27/10/2021,0.1,-,3.4,0,24,D
"Auckland, Mangere 2 Ews",27/10/2021,0,-,14,0,24,D
"Auckland, Motat Ews",27/10/2021,0,-,5.7,0,24,D
"Auckland, North Shore Albany Ews",27/10/2021,0,-,5.1,0,24,D
"Auckland, Whenuapai Aws",27/10/2021,0,-,2.7,0,24,D
Leigh 2 Ews,27/10/2021,0.2,-,4.4,0,24,D
Pukekohe Ews,27/10/2021,0,-,12.2,0,24,D
Reefton Ews,27/10/2021,10.6,-,8.8,0,24,D
Warkworth Ews,27/10/2021,0,-,5,0,24,D
Auckland Aero,28/10/2021,7.4,-,29.2,0,24,D
"Auckland, Henderson North",28/10/2021,12.1,-,0,5.7,24,D
"Auckland, Mangere 2 Ews",28/10/2021,6,-,11.3,0,24,D
"Auckland, Motat Ews",28/10/2021,5.4,-,3.3,0,24,D
"Auckland, North Shore Albany Ews",28/10/2021,4.6,-,3.2,0,24,D
"Auckland, Whenuapai Aws",28/10/2021,10.7,-,0,5.2,24,D
Leigh 2 Ews,28/10/2021,0,-,7.6,0,24,D
Pukekohe Ews,28/10/2021,7.6,-,7.3,0,24,D
Reefton Ews,28/10/2021,0,-,11.2,0,24,D
Warkworth Ews,28/10/2021,0.6,-,7.6,0,24,D
Auckland Aero,29/10/2021,18.2,-,14.4,0,24,D
"Auckland, Henderson North",29/10/2021,12.2,-,0,9.2,24,D
"Auckland, Mangere 2 Ews",29/10/2021,20.2,-,0,5.6,24,D
"Auckland, Motat Ews",29/10/2021,10,-,0,3.8,24,D
"Auckland, North Shore Albany Ews",29/10/2021,10.2,-,0,4.3,24,D
"Auckland, Whenuapai Aws",29/10/2021,13.5,-,0,10.8,24,D
Leigh 2 Ews,29/10/2021,7.8,-,3,0,24,D
Pukekohe Ews,29/10/2021,12.4,-,0,2.4,24,D
Reefton Ews,29/10/2021,27,-,0,13.4,24,D
Warkworth Ews,29/10/2021,14.8,-,0,4,24,D
Auckland Aero,30/10/2021,0,-,17.8,0,24,D
"Auckland, Henderson North",30/10/2021,2.3,-,0.7,0,24,D
"Auckland, Mangere 2 Ews",30/10/2021,3.2,-,0.1,0,24,D
"Auckland, Motat Ews",30/10/2021,2.4,-,0.6,0,24,D
"Auckland, North Shore Albany Ews",30/10/2021,0,-,2.7,0,24,D
"Auckland, Whenuapai Aws",30/10/2021,1.3,-,1.4,0,24,D
Leigh 2 Ews,30/10/2021,0.2,-,6,0,24,D
Pukekohe Ews,30/10/2021,0.6,-,2.1,0,24,D
Reefton Ews,30/10/2021,7.8,-,0,5.4,24,D
Warkworth Ews,30/10/2021,0,-,3.2,0,24,D
Auckland Aero,31/10/2021,15,-,6.3,0,24,D
"Auckland, Henderson North",31/10/2021,15.2,-,0,11.6,24,D
"Auckland, Mangere 2 Ews",31/10/2021,15.2,-,0,11.9,24,D
"Auckland, Motat Ews",31/10/2021,11.8,-,0,8.3,24,D
"Auckland, North Shore Albany Ews",31/10/2021,12.8,-,0,7.3,24,D
"Auckland, Whenuapai Aws",31/10/2021,13.2,-,0,9,24,D
Leigh 2 Ews,31/10/2021,12.6,-,0,3.4,24,D
Pukekohe Ews,31/10/2021,31,-,0,26.2,24,D
Reefton Ews,31/10/2021,5,-,0,2.6,24,D
Warkworth Ews,31/10/2021,15.6,-,0,9.2,24,D
Auckland Aero,1/11/2021,1,-,8.7,0,24,D
"Auckland, Henderson North",1/11/2021,1.2,-,1.8,0,24,D
"Auckland, Mangere 2 Ews",1/11/2021,0.2,-,3.1,0,24,D
"Auckland, Motat Ews",1/11/2021,0,-,3,0,24,D
"Auckland, North Shore Albany Ews",1/11/2021,0.8,-,1.9,0,24,D
"Auckland, Whenuapai Aws",1/11/2021,2.6,-,0.1,0,24,D
Leigh 2 Ews,1/11/2021,0.4,-,2.8,0,24,D
Pukekohe Ews,1/11/2021,0.2,-,2.5,0,24,D
Reefton Ews,1/11/2021,8.2,-,0,5.8,24,D
Warkworth Ews,1/11/2021,1.8,-,1.4,0,24,D
Auckland Aero,2/11/2021,0,-,13.2,0,24,D
"Auckland, Henderson North",2/11/2021,0,-,5.9,0,24,D
"Auckland, Mangere 2 Ews",2/11/2021,0.2,-,7.1,0,24,D
"Auckland, Motat Ews",2/11/2021,0,-,7.1,0,24,D
"Auckland, North Shore Albany Ews",2/11/2021,0.4,-,5.3,0,24,D
"Auckland, Whenuapai Aws",2/11/2021,0,-,3.9,0,24,D
Leigh 2 Ews,2/11/2021,0,-,7.1,0,24,D
Pukekohe Ews,2/11/2021,0.2,-,6.1,0,24,D
Reefton Ews,2/11/2021,0.8,-,3,0,24,D
Warkworth Ews,2/11/2021,0,-,5.7,0,24,D
Auckland Aero,3/11/2021,0,-,17.7,0,24,D
"Auckland, Henderson North",3/11/2021,0,-,10,0,24,D
"Auckland, Mangere 2 Ews",3/11/2021,0,-,11.3,0,24,D
"Auckland, Motat Ews",3/11/2021,0,-,11.2,0,24,D
"Auckland, North Shore Albany Ews",3/11/2021,0,-,9,0,24,D
"Auckland, Whenuapai Aws",3/11/2021,0,-,7.6,0,24,D
Leigh 2 Ews,3/11/2021,23,-,0,11.6,24,D
Pukekohe Ews,3/11/2021,0,-,10,0,24,D
Reefton Ews,3/11/2021,0,-,6.7,0,24,D
Warkworth Ews,3/11/2021,0.2,-,9.8,0,24,D
Auckland Aero,4/11/2021,6.6,-,15.6,0,24,D
"Auckland, Henderson North",4/11/2021,2.4,-,11.7,0,24,D
"Auckland, Mangere 2 Ews",4/11/2021,5.4,-,10.1,0,24,D
"Auckland, Motat Ews",4/11/2021,3,-,12.3,0,24,D
"Auckland, North Shore Albany Ews",4/11/2021,4.4,-,8.4,0,24,D
"Auckland, Whenuapai Aws",4/11/2021,3.2,-,8.2,0,24,D
Leigh 2 Ews,4/11/2021,8,-,0,3.7,24,D
Pukekohe Ews,4/11/2021,1.8,-,12,0,24,D
Reefton Ews,4/11/2021,0,-,10.5,0,24,D
Warkworth Ews,4/11/2021,4,-,10,0,24,D
Auckland Aero,5/11/2021,0.2,-,19.9,0,24,D
"Auckland, Henderson North",5/11/2021,0.1,-,15.7,0,24,D
"Auckland, Mangere 2 Ews",5/11/2021,0,-,14.3,0,24,D
"Auckland, Motat Ews",5/11/2021,0,-,16.4,0,24,D
"Auckland, North Shore Albany Ews",5/11/2021,0,-,12.1,0,24,D
"Auckland, Whenuapai Aws",5/11/2021,0.2,-,11.7,0,24,D
Leigh 2 Ews,5/11/2021,1.8,-,2.5,0,24,D
Pukekohe Ews,5/11/2021,0,-,15.8,0,24,D
Reefton Ews,5/11/2021,0,-,14.2,0,24,D
Warkworth Ews,5/11/2021,0.2,-,14.1,0,24,D
Auckland Aero,6/11/2021,0,-,24.4,0,24,D
"Auckland, Henderson North",6/11/2021,0.2,-,19.6,0,24,D
"Auckland, Mangere 2 Ews",6/11/2021,0,-,18.5,0,24,D
"Auckland, Motat Ews",6/11/2021,0,-,20.5,0,24,D
"Auckland, North Shore Albany Ews",6/11/2021,0.4,-,15.5,0,24,D
"Auckland, Whenuapai Aws",6/11/2021,0.1,-,15.4,0,24,D
Leigh 2 Ews,6/11/2021,15.8,-,0,9,24,D
Pukekohe Ews,6/11/2021,0.4,-,19.2,0,24,D
Reefton Ews,6/11/2021,0,-,18,0,24,D
Warkworth Ews,6/11/2021,1,-,17.4,0,24,D
Auckland Aero,7/11/2021,0.2,-,28.7,0,24,D
"Auckland, Henderson North",7/11/2021,0.4,-,23.3,0,24,D
"Auckland, Mangere 2 Ews",7/11/2021,1.6,-,21.1,0,24,D
"Auckland, Motat Ews",7/11/2021,0.2,-,24.4,0,24,D
"Auckland, North Shore Albany Ews",7/11/2021,0.6,-,18.6,0,24,D
"Auckland, Whenuapai Aws",7/11/2021,0,-,19.1,0,24,D
Leigh 2 Ews,7/11/2021,0.2,-,4.1,0,24,D
Pukekohe Ews,7/11/2021,20.8,-,2.2,0,24,D
Reefton Ews,7/11/2021,0,-,21.7,0,24,D
Warkworth Ews,7/11/2021,0,-,21.7,0,24,D
Auckland Aero,8/11/2021,0,-,33.2,0,24,D
"Auckland, Henderson North",8/11/2021,0,-,27.4,0,24,D
"Auckland, Mangere 2 Ews",8/11/2021,0,-,25.4,0,24,D
"Auckland, Motat Ews",8/11/2021,0,-,28.5,0,24,D
"Auckland, North Shore Albany Ews",8/11/2021,0,-,22.4,0,24,D
"Auckland, Whenuapai Aws",8/11/2021,0,-,22.9,0,24,D
Leigh 2 Ews,8/11/2021,0,-,8.4,0,24,D
Pukekohe Ews,8/11/2021,0,-,6.1,0,24,D
Reefton Ews,8/11/2021,0,-,25.5,0,24,D
Warkworth Ews,8/11/2021,0,-,26,0,24,D
Auckland Aero,9/11/2021,0,-,37.7,0,24,D
"Auckland, Henderson North",9/11/2021,0,-,31.5,0,24,D
"Auckland, Mangere 2 Ews",9/11/2021,0,-,29.6,0,24,D
"Auckland, Motat Ews",9/11/2021,0,-,32.6,0,24,D
"Auckland, North Shore Albany Ews",9/11/2021,0,-,26.1,0,24,D
"Auckland, Whenuapai Aws",9/11/2021,0,-,26.6,0,24,D
Leigh 2 Ews,9/11/2021,0,-,12.6,0,24,D
Pukekohe Ews,9/11/2021,0,-,9.9,0,24,D
Reefton Ews,9/11/2021,0,-,29.2,0,24,D
Warkworth Ews,9/11/2021,0,-,30.2,0,24,D
Auckland Aero,10/11/2021,0.2,-,42,0,24,D
"Auckland, Henderson North",10/11/2021,0,-,35.6,0,24,D
"Auckland, Mangere 2 Ews",10/11/2021,0,-,33.8,0,24,D
"Auckland, Motat Ews",10/11/2021,0,-,36.7,0,24,D
"Auckland, North Shore Albany Ews",10/11/2021,0,-,29.9,0,24,D
"Auckland, Whenuapai Aws",10/11/2021,0,-,30.4,0,24,D
Leigh 2 Ews,10/11/2021,0,-,16.9,0,24,D
Pukekohe Ews,10/11/2021,0,-,13.7,0,24,D
Reefton Ews,10/11/2021,0,-,33,0,24,D
Warkworth Ews,10/11/2021,0,-,34.5,0,24,D
Auckland Aero,11/11/2021,0,-,46.5,0,24,D
"Auckland, Henderson North",11/11/2021,0,-,39.7,0,24,D
"Auckland, Mangere 2 Ews",11/11/2021,0,-,38,0,24,D
"Auckland, Motat Ews",11/11/2021,0,-,40.8,0,24,D
"Auckland, North Shore Albany Ews",11/11/2021,0,-,33.6,0,24,D
"Auckland, Whenuapai Aws",11/11/2021,0,-,34.1,0,24,D
Leigh 2 Ews,11/11/2021,0,-,21.2,0,24,D
Pukekohe Ews,11/11/2021,0,-,17.5,0,24,D
Reefton Ews,11/11/2021,1.8,-,34.9,0,24,D
Warkworth Ews,11/11/2021,0,-,38.8,0,24,D
Auckland Aero,12/11/2021,0,-,51,0,24,D
"Auckland, Henderson North",12/11/2021,0,-,43.8,0,24,D
"Auckland, Mangere 2 Ews",12/11/2021,0,-,42.2,0,24,D
"Auckland, Motat Ews",12/11/2021,0,-,44.9,0,24,D
"Auckland, North Shore Albany Ews",12/11/2021,0,-,37.4,0,24,D
"Auckland, Whenuapai Aws",12/11/2021,0,-,37.9,0,24,D
Leigh 2 Ews,12/11/2021,0,-,25.5,0,24,D
Pukekohe Ews,12/11/2021,0,-,21.4,0,24,D
Reefton Ews,12/11/2021,0,-,38.7,0,24,D
Warkworth Ews,12/11/2021,0,-,43.1,0,24,D
Auckland Aero,13/11/2021,12.2,-,43.3,0,24,D
"Auckland, Henderson North",13/11/2021,18.1,-,29.8,0,24,D
"Auckland, Mangere 2 Ews",13/11/2021,4.6,-,41.8,0,24,D
"Auckland, Motat Ews",13/11/2021,9.2,-,39.8,0,24,D
"Auckland, North Shore Albany Ews",13/11/2021,7.8,-,33.3,0,24,D
"Auckland, Whenuapai Aws",13/11/2021,14,-,27.6,0,24,D
Leigh 2 Ews,13/11/2021,8.8,-,21,0,24,D
Pukekohe Ews,13/11/2021,17.2,-,8,0,24,D
Reefton Ews,13/11/2021,3,-,39.4,0,24,D
Warkworth Ews,13/11/2021,8.8,-,38.6,0,24,D
Auckland Aero,14/11/2021,6.8,-,40.9,0,24,D
"Auckland, Henderson North",14/11/2021,17.9,-,16,0,24,D
"Auckland, Mangere 2 Ews",14/11/2021,9.8,-,36.2,0,24,D
"Auckland, Motat Ews",14/11/2021,16.4,-,27.5,0,24,D
"Auckland, North Shore Albany Ews",14/11/2021,19.8,-,17.3,0,24,D
"Auckland, Whenuapai Aws",14/11/2021,18.8,-,12.6,0,24,D
Leigh 2 Ews,14/11/2021,38.8,-,0,13.6,24,D
Pukekohe Ews,14/11/2021,22.4,-,0,10.6,24,D
Reefton Ews,14/11/2021,13.2,-,30,0,24,D
Warkworth Ews,14/11/2021,47.6,-,0,4.8,24,D
Auckland Aero,15/11/2021,1.2,-,44.2,0,24,D
"Auckland, Henderson North",15/11/2021,1.1,-,19,0,24,D
"Auckland, Mangere 2 Ews",15/11/2021,2.8,-,37.7,0,24,D
"Auckland, Motat Ews",15/11/2021,1.8,-,29.8,0,24,D
"Auckland, North Shore Albany Ews",15/11/2021,0.4,-,20.6,0,24,D
"Auckland, Whenuapai Aws",15/11/2021,0.9,-,15.4,0,24,D
Leigh 2 Ews,15/11/2021,9,-,0,4.7,24,D
Pukekohe Ews,15/11/2021,0.8,-,3,0,24,D
Reefton Ews,15/11/2021,9,-,24.7,0,24,D
Warkworth Ews,15/11/2021,3.4,-,0.9,0,24,D
Auckland Aero,16/11/2021,0,-,48.7,0,24,D
"Auckland, Henderson North",16/11/2021,0,-,23.1,0,24,D
"Auckland, Mangere 2 Ews",16/11/2021,0,-,41.9,0,24,D
"Auckland, Motat Ews",16/11/2021,0,-,33.9,0,24,D
"Auckland, North Shore Albany Ews",16/11/2021,0,-,24.4,0,24,D
"Auckland, Whenuapai Aws",16/11/2021,0,-,19.2,0,24,D
Leigh 2 Ews,16/11/2021,0.2,-,4.1,0,24,D
Pukekohe Ews,16/11/2021,0.2,-,6.6,0,24,D
Reefton Ews,16/11/2021,22.6,-,5.9,0,24,D
Warkworth Ews,16/11/2021,0,-,5.2,0,24,D
Auckland Aero,17/11/2021,4.2,-,49,0,24,D
"Auckland, Henderson North",17/11/2021,0.6,-,26.6,0,24,D
"Auckland, Mangere 2 Ews",17/11/2021,0.2,-,45.9,0,24,D
"Auckland, Motat Ews",17/11/2021,0,-,38,0,24,D
"Auckland, North Shore Albany Ews",17/11/2021,0,-,28.1,0,24,D
"Auckland, Whenuapai Aws",17/11/2021,1.2,-,21.7,0,24,D
Leigh 2 Ews,17/11/2021,0,-,8.4,0,24,D
Pukekohe Ews,17/11/2021,0.8,-,9.7,0,24,D
Reefton Ews,17/11/2021,12.2,-,0,2.5,24,D
Warkworth Ews,17/11/2021,0,-,9.4,0,24,D
Auckland Aero,18/11/2021,0.2,-,53.3,0,24,D
"Auckland, Henderson North",18/11/2021,4.9,-,25.8,0,24,D
"Auckland, Mangere 2 Ews",18/11/2021,1.8,-,48.3,0,24,D
"Auckland, Motat Ews",18/11/2021,2.2,-,39.9,0,24,D
"Auckland, North Shore Albany Ews",18/11/2021,1.4,-,30.5,0,24,D
"Auckland, Whenuapai Aws",18/11/2021,3,-,22.5,0,24,D
Leigh 2 Ews,18/11/2021,0,-,12.6,0,24,D
Pukekohe Ews,18/11/2021,0,-,13.5,0,24,D
Reefton Ews,18/11/2021,1.4,-,2.4,0,24,D
Warkworth Ews,18/11/2021,0,-,13.7,0,24,D
Auckland Aero,19/11/2021,0,-,57.8,0,24,D
"Auckland, Henderson North",19/11/2021,0,-,29.9,0,24,D
"Auckland, Mangere 2 Ews",19/11/2021,0,-,52.5,0,24,D
"Auckland, Motat Ews",19/11/2021,0,-,44,0,24,D
"Auckland, North Shore Albany Ews",19/11/2021,0.2,-,34,0,24,D
"Auckland, Whenuapai Aws",19/11/2021,0,-,26.2,0,24,D
Leigh 2 Ews,19/11/2021,0,-,16.9,0,24,D
Pukekohe Ews,19/11/2021,0,-,17.3,0,24,D
Reefton Ews,19/11/2021,0,-,6.1,0,24,D
Warkworth Ews,19/11/2021,0,-,18,0,24,D
Auckland Aero,20/11/2021,0,-,62.3,0,24,D
"Auckland, Henderson North",20/11/2021,0,-,34,0,24,D
"Auckland, Mangere 2 Ews",20/11/2021,0,-,56.7,0,24,D
"Auckland, Motat Ews",20/11/2021,0,-,48.1,0,24,D
"Auckland, North Shore Albany Ews",20/11/2021,0,-,37.8,0,24,D
"Auckland, Whenuapai Aws",20/11/2021,0,-,30,0,24,D
Leigh 2 Ews,20/11/2021,0,-,21.2,0,24,D
Pukekohe Ews,20/11/2021,0,-,21.1,0,24,D
Reefton Ews,20/11/2021,0,-,9.9,0,24,D
Warkworth Ews,20/11/2021,0,-,22.3,0,24,D
Auckland Aero,21/11/2021,0,-,66.8,0,24,D
"Auckland, Henderson North",21/11/2021,0,-,38.1,0,24,D
"Auckland, Mangere 2 Ews",21/11/2021,0,-,60.9,0,24,D
"Auckland, Motat Ews",21/11/2021,0,-,52.2,0,24,D
"Auckland, North Shore Albany Ews",21/11/2021,0,-,41.5,0,24,D
"Auckland, Whenuapai Aws",21/11/2021,0,-,33.7,0,24,D
Leigh 2 Ews,21/11/2021,0,-,25.5,0,24,D
Pukekohe Ews,21/11/2021,0,-,25,0,24,D
Reefton Ews,21/11/2021,0,-,13.6,0,24,D
Warkworth Ews,21/11/2021,0,-,26.6,0,24,D
Auckland Aero,22/11/2021,0,-,71.3,0,24,D
"Auckland, Henderson North",22/11/2021,0.1,-,42.1,0,24,D
"Auckland, Mangere 2 Ews",22/11/2021,0,-,65.1,0,24,D
"Auckland, Motat Ews",22/11/2021,0,-,56.3,0,24,D
"Auckland, North Shore Albany Ews",22/11/2021,0,-,45.3,0,24,D
"Auckland, Whenuapai Aws",22/11/2021,0,-,37.5,0,24,D
Leigh 2 Ews,22/11/2021,0,-,29.8,0,24,D
Pukekohe Ews,22/11/2021,1.2,-,27.6,0,24,D
Reefton Ews,22/11/2021,19.4,-,0,2,24,D
Warkworth Ews,22/11/2021,0,-,30.8,0,24,D
Auckland Aero,23/11/2021,0,-,75.8,0,24,D
"Auckland, Henderson North",23/11/2021,0,-,46.2,0,24,D
"Auckland, Mangere 2 Ews",23/11/2021,0,-,69.4,0,24,D
"Auckland, Motat Ews",23/11/2021,0.2,-,60.2,0,24,D
"Auckland, North Shore Albany Ews",23/11/2021,0,-,49,0,24,D
"Auckland, Whenuapai Aws",23/11/2021,0,-,41.2,0,24,D
Leigh 2 Ews,23/11/2021,0,-,34,0,24,D
Pukekohe Ews,23/11/2021,1.2,-,30.2,0,24,D
Reefton Ews,23/11/2021,0,-,3.8,0,24,D
Warkworth Ews,23/11/2021,0.2,-,34.9,0,24,D
