Station information:,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Auckland Aero,3/9/2021,0,-,6,0,24,D
"Auckland, Henderson North",3/9/2021,0,-,5.5,0,24,D
"Auckland, Mangere 2 Ews",3/9/2021,0,-,6.2,0,24,D
"Auckland, Motat Ews",3/9/2021,0,-,5.7,0,24,D
"Auckland, North Shore Albany Ews",3/9/2021,0,-,4.7,0,24,D
"Auckland, Whenuapai Aws",3/9/2021,0,-,4.7,0,24,D
Leigh 2 Ews,3/9/2021,0.4,-,3.3,0,24,D
Pukekohe Ews,3/9/2021,0,-,4.7,0,24,D
Reefton Ews,3/9/2021,0,-,4.8,0,24,D
Warkworth Ews,3/9/2021,1.8,-,0.9,0,24,D
Auckland Aero,4/9/2021,0,-,8.6,0,24,D
"Auckland, Henderson North",4/9/2021,0,-,7.6,0,24,D
"Auckland, Mangere 2 Ews",4/9/2021,0,-,8.6,0,24,D
"Auckland, Motat Ews",4/9/2021,0,-,7.8,0,24,D
"Auckland, North Shore Albany Ews",4/9/2021,0,-,6.7,0,24,D
"Auckland, Whenuapai Aws",4/9/2021,0,-,6.7,0,24,D
Leigh 2 Ews,4/9/2021,0,-,6,0,24,D
Pukekohe Ews,4/9/2021,0,-,6.4,0,24,D
Reefton Ews,4/9/2021,0,-,6.1,0,24,D
Warkworth Ews,4/9/2021,0,-,3.5,0,24,D
Auckland Aero,5/9/2021,0.2,-,11,0,24,D
"Auckland, Henderson North",5/9/2021,0,-,9.8,0,24,D
"Auckland, Mangere 2 Ews",5/9/2021,0,-,10.9,0,24,D
"Auckland, Motat Ews",5/9/2021,0,-,10,0,24,D
"Auckland, North Shore Albany Ews",5/9/2021,0,-,8.7,0,24,D
"Auckland, Whenuapai Aws",5/9/2021,0,-,8.7,0,24,D
Leigh 2 Ews,5/9/2021,0.6,-,8,0,24,D
Pukekohe Ews,5/9/2021,0,-,8.2,0,24,D
Reefton Ews,5/9/2021,0,-,7.4,0,24,D
Warkworth Ews,5/9/2021,0,-,6.2,0,24,D
Auckland Aero,6/9/2021,0,-,13.6,0,24,D
"Auckland, Henderson North",6/9/2021,0.8,-,11.1,0,24,D
"Auckland, Mangere 2 Ews",6/9/2021,0,-,13.2,0,24,D
"Auckland, Motat Ews",6/9/2021,0,-,12.1,0,24,D
"Auckland, North Shore Albany Ews",6/9/2021,0,-,10.6,0,24,D
"Auckland, Whenuapai Aws",6/9/2021,0.7,-,9.9,0,24,D
Leigh 2 Ews,6/9/2021,0.2,-,10.5,0,24,D
Pukekohe Ews,6/9/2021,0,-,9.9,0,24,D
Reefton Ews,6/9/2021,0.2,-,8.6,0,24,D
Warkworth Ews,6/9/2021,0,-,8.8,0,24,D
Auckland Aero,7/9/2021,0.8,-,15.3,0,24,D
"Auckland, Henderson North",7/9/2021,1.3,-,11.9,0,24,D
"Auckland, Mangere 2 Ews",7/9/2021,0,-,15.6,0,24,D
"Auckland, Motat Ews",7/9/2021,0,-,14.2,0,24,D
"Auckland, North Shore Albany Ews",7/9/2021,0,-,12.6,0,24,D
"Auckland, Whenuapai Aws",7/9/2021,1.8,-,10.1,0,24,D
Leigh 2 Ews,7/9/2021,0,-,13.1,0,24,D
Pukekohe Ews,7/9/2021,0.2,-,11.4,0,24,D
Reefton Ews,7/9/2021,39.2,-,0,29.3,24,D
Warkworth Ews,7/9/2021,4.4,-,7.1,0,24,D
Auckland Aero,8/9/2021,6.8,-,11.1,0,24,D
"Auckland, Henderson North",8/9/2021,4.7,-,9.4,0,24,D
"Auckland, Mangere 2 Ews",8/9/2021,5,-,12.9,0,24,D
"Auckland, Motat Ews",8/9/2021,5.2,-,11.2,0,24,D
"Auckland, North Shore Albany Ews",8/9/2021,8.2,-,6.4,0,24,D
"Auckland, Whenuapai Aws",8/9/2021,6.4,-,5.7,0,24,D
Leigh 2 Ews,8/9/2021,18.8,-,0,3,24,D
Pukekohe Ews,8/9/2021,6.8,-,6.3,0,24,D
Reefton Ews,8/9/2021,29.8,-,0,28.5,24,D
Warkworth Ews,8/9/2021,9.6,-,0.1,0,24,D
Auckland Aero,9/9/2021,9.2,-,4.5,0,24,D
"Auckland, Henderson North",9/9/2021,10.6,-,0.9,0,24,D
"Auckland, Mangere 2 Ews",9/9/2021,7.6,-,7.6,0,24,D
"Auckland, Motat Ews",9/9/2021,9.8,-,3.5,0,24,D
"Auckland, North Shore Albany Ews",9/9/2021,6.4,-,2,0,24,D
"Auckland, Whenuapai Aws",9/9/2021,6.8,-,0.9,0,24,D
Leigh 2 Ews,9/9/2021,11.8,-,0,9.1,24,D
Pukekohe Ews,9/9/2021,10,-,0,1.9,24,D
Reefton Ews,9/9/2021,6.6,-,0,5.3,24,D
Warkworth Ews,9/9/2021,8.4,-,0,5.6,24,D
Auckland Aero,10/9/2021,1.2,-,5.9,0,24,D
"Auckland, Henderson North",10/9/2021,1.1,-,1.9,0,24,D
"Auckland, Mangere 2 Ews",10/9/2021,1.4,-,8.6,0,24,D
"Auckland, Motat Ews",10/9/2021,0,-,5.6,0,24,D
"Auckland, North Shore Albany Ews",10/9/2021,1.2,-,2.8,0,24,D
"Auckland, Whenuapai Aws",10/9/2021,0.8,-,2.1,0,24,D
Leigh 2 Ews,10/9/2021,0.2,-,2.5,0,24,D
Pukekohe Ews,10/9/2021,3.2,-,0,1.5,24,D
Reefton Ews,10/9/2021,10,-,0,8.7,24,D
Warkworth Ews,10/9/2021,1.2,-,1.5,0,24,D
Auckland Aero,11/9/2021,3.8,-,4.6,0,24,D
"Auckland, Henderson North",11/9/2021,12.3,-,0,8.2,24,D
"Auckland, Mangere 2 Ews",11/9/2021,4.8,-,6.1,0,24,D
"Auckland, Motat Ews",11/9/2021,5.6,-,2.2,0,24,D
"Auckland, North Shore Albany Ews",11/9/2021,5.2,-,0,0.5,24,D
"Auckland, Whenuapai Aws",11/9/2021,6.5,-,0,2.5,24,D
Leigh 2 Ews,11/9/2021,8.8,-,0,3.7,24,D
Pukekohe Ews,11/9/2021,15.4,-,0,13.7,24,D
Reefton Ews,11/9/2021,31,-,0,29.7,24,D
Warkworth Ews,11/9/2021,10.2,-,0,6.1,24,D
Auckland Aero,12/9/2021,0.4,-,6.8,0,24,D
"Auckland, Henderson North",12/9/2021,0.5,-,1.6,0,24,D
"Auckland, Mangere 2 Ews",12/9/2021,1.6,-,6.8,0,24,D
"Auckland, Motat Ews",12/9/2021,0.4,-,3.9,0,24,D
"Auckland, North Shore Albany Ews",12/9/2021,0.4,-,1.6,0,24,D
"Auckland, Whenuapai Aws",12/9/2021,0.3,-,1.7,0,24,D
Leigh 2 Ews,12/9/2021,0.6,-,2.1,0,24,D
Pukekohe Ews,12/9/2021,0.6,-,1.1,0,24,D
Reefton Ews,12/9/2021,4,-,0,2.7,24,D
Warkworth Ews,12/9/2021,2.2,-,0.5,0,24,D
Auckland Aero,13/09/2021,0.4,-,9,0,24,D
"Auckland, Henderson North",13/09/2021,0.2,-,3.6,0,24,D
"Auckland, Mangere 2 Ews",13/09/2021,0,-,9.2,0,24,D
"Auckland, Motat Ews",13/09/2021,0,-,6.1,0,24,D
"Auckland, North Shore Albany Ews",13/09/2021,0,-,3.6,0,24,D
"Auckland, Whenuapai Aws",13/09/2021,0,-,3.7,0,24,D
Leigh 2 Ews,13/09/2021,0,-,4.7,0,24,D
Pukekohe Ews,13/09/2021,0.2,-,2.6,0,24,D
Reefton Ews,13/09/2021,30.8,-,0,29.5,24,D
Warkworth Ews,13/09/2021,0,-,3.1,0,24,D
Auckland Aero,14/09/2021,0.2,-,11.3,0,24,D
"Auckland, Henderson North",14/09/2021,0.4,-,5.3,0,24,D
"Auckland, Mangere 2 Ews",14/09/2021,0.2,-,11.3,0,24,D
"Auckland, Motat Ews",14/09/2021,0,-,8.2,0,24,D
"Auckland, North Shore Albany Ews",14/09/2021,0.8,-,4.7,0,24,D
"Auckland, Whenuapai Aws",14/09/2021,0.4,-,5.2,0,24,D
Leigh 2 Ews,14/09/2021,1.2,-,6.2,0,24,D
Pukekohe Ews,14/09/2021,1.2,-,3.2,0,24,D
Reefton Ews,14/09/2021,7,-,0,5.7,24,D
Warkworth Ews,14/09/2021,3.2,-,2.6,0,24,D
Auckland Aero,15/09/2021,3.8,-,10.1,0,24,D
"Auckland, Henderson North",15/09/2021,6.2,-,1.2,0,24,D
"Auckland, Mangere 2 Ews",15/09/2021,4.6,-,9.1,0,24,D
"Auckland, Motat Ews",15/09/2021,1.6,-,8.7,0,24,D
"Auckland, North Shore Albany Ews",15/09/2021,12.2,-,0,5.5,24,D
"Auckland, Whenuapai Aws",15/09/2021,6.7,-,0.5,0,24,D
Leigh 2 Ews,15/09/2021,5.2,-,3.6,0,24,D
Pukekohe Ews,15/09/2021,4.6,-,0.3,0,24,D
Reefton Ews,15/09/2021,0,-,1.3,0,24,D
Warkworth Ews,15/09/2021,12,-,0,6.8,24,D
Auckland Aero,16/09/2021,11.2,-,1.5,0,24,D
"Auckland, Henderson North",16/09/2021,17.7,-,0,14.3,24,D
"Auckland, Mangere 2 Ews",16/09/2021,15.8,-,0,4.4,24,D
"Auckland, Motat Ews",16/09/2021,19,-,0,8.1,24,D
"Auckland, North Shore Albany Ews",16/09/2021,20.6,-,0,18.6,24,D
"Auckland, Whenuapai Aws",16/09/2021,18.7,-,0,16.2,24,D
Leigh 2 Ews,16/09/2021,36.8,-,0,30.5,24,D
Pukekohe Ews,16/09/2021,12.2,-,0,10.2,24,D
Reefton Ews,16/09/2021,0,-,2.7,0,24,D
Warkworth Ews,16/09/2021,32,-,0,29.3,24,D
Auckland Aero,17/09/2021,12.2,-,0,8.1,24,D
"Auckland, Henderson North",17/09/2021,14.2,-,0,12.1,24,D
"Auckland, Mangere 2 Ews",17/09/2021,16.2,-,0,13.9,24,D
"Auckland, Motat Ews",17/09/2021,22.8,-,0,20.7,24,D
"Auckland, North Shore Albany Ews",17/09/2021,31.8,-,0,29.8,24,D
"Auckland, Whenuapai Aws",17/09/2021,16,-,0,14,24,D
Leigh 2 Ews,17/09/2021,13.6,-,0,10.9,24,D
Pukekohe Ews,17/09/2021,10.4,-,0,8.7,24,D
Reefton Ews,17/09/2021,0,-,4,0,24,D
Warkworth Ews,17/09/2021,16.6,-,0,13.9,24,D
Auckland Aero,18/09/2021,0.2,-,2.4,0,24,D
"Auckland, Henderson North",18/09/2021,0,-,2.1,0,24,D
"Auckland, Mangere 2 Ews",18/09/2021,0,-,2.3,0,24,D
"Auckland, Motat Ews",18/09/2021,0,-,2.1,0,24,D
"Auckland, North Shore Albany Ews",18/09/2021,0,-,2,0,24,D
"Auckland, Whenuapai Aws",18/09/2021,0,-,2,0,24,D
Leigh 2 Ews,18/09/2021,0.2,-,2.5,0,24,D
Pukekohe Ews,18/09/2021,0,-,1.7,0,24,D
Reefton Ews,18/09/2021,0,-,5.4,0,24,D
Warkworth Ews,18/09/2021,0,-,2.7,0,24,D
Auckland Aero,19/09/2021,0,-,4.9,0,24,D
"Auckland, Henderson North",19/09/2021,0,-,4.3,0,24,D
"Auckland, Mangere 2 Ews",19/09/2021,0,-,4.7,0,24,D
"Auckland, Motat Ews",19/09/2021,0,-,4.3,0,24,D
"Auckland, North Shore Albany Ews",19/09/2021,0,-,4,0,24,D
"Auckland, Whenuapai Aws",19/09/2021,0.1,-,3.9,0,24,D
Leigh 2 Ews,19/09/2021,0,-,5.1,0,24,D
Pukekohe Ews,19/09/2021,0,-,3.4,0,24,D
Reefton Ews,19/09/2021,1.2,-,5.5,0,24,D
Warkworth Ews,19/09/2021,0,-,5.3,0,24,D
Auckland Aero,20/09/2021,0.6,-,6.9,0,24,D
"Auckland, Henderson North",20/09/2021,3.7,-,2.7,0,24,D
"Auckland, Mangere 2 Ews",20/09/2021,0.8,-,6.2,0,24,D
"Auckland, Motat Ews",20/09/2021,1.2,-,5.2,0,24,D
"Auckland, North Shore Albany Ews",20/09/2021,4.2,-,1.7,0,24,D
"Auckland, Whenuapai Aws",20/09/2021,3,-,2.8,0,24,D
Leigh 2 Ews,20/09/2021,0.2,-,7.6,0,24,D
Pukekohe Ews,20/09/2021,1.2,-,4,0,24,D
Reefton Ews,20/09/2021,18.6,-,0,11.7,24,D
Warkworth Ews,20/09/2021,0.6,-,7.4,0,24,D
Auckland Aero,21/09/2021,0,-,9.5,0,24,D
"Auckland, Henderson North",21/09/2021,0.4,-,4.4,0,24,D
"Auckland, Mangere 2 Ews",21/09/2021,0,-,8.5,0,24,D
"Auckland, Motat Ews",21/09/2021,0,-,7.3,0,24,D
"Auckland, North Shore Albany Ews",21/09/2021,1,-,2.7,0,24,D
"Auckland, Whenuapai Aws",21/09/2021,0.9,-,3.9,0,24,D
Leigh 2 Ews,21/09/2021,0.2,-,10,0,24,D
Pukekohe Ews,21/09/2021,0.6,-,5.1,0,24,D
Reefton Ews,21/09/2021,0,-,1.3,0,24,D
Warkworth Ews,21/09/2021,0,-,10,0,24,D
Auckland Aero,22/09/2021,0,-,12.1,0,24,D
"Auckland, Henderson North",22/09/2021,0,-,6.6,0,24,D
"Auckland, Mangere 2 Ews",22/09/2021,0,-,10.9,0,24,D
"Auckland, Motat Ews",22/09/2021,0,-,9.5,0,24,D
"Auckland, North Shore Albany Ews",22/09/2021,0,-,4.7,0,24,D
"Auckland, Whenuapai Aws",22/09/2021,0,-,5.9,0,24,D
Leigh 2 Ews,22/09/2021,0,-,12.7,0,24,D
Pukekohe Ews,22/09/2021,0,-,6.8,0,24,D
Reefton Ews,22/09/2021,21.8,-,0,19.1,24,D
Warkworth Ews,22/09/2021,0,-,12.7,0,24,D
Auckland Aero,23/09/2021,42.2,-,0,27.6,24,D
"Auckland, Henderson North",23/09/2021,41.9,-,0,33.2,24,D
"Auckland, Mangere 2 Ews",23/09/2021,50.6,-,0,37.4,24,D
"Auckland, Motat Ews",23/09/2021,44.2,-,0,32.6,24,D
"Auckland, North Shore Albany Ews",23/09/2021,41.6,-,0,34.9,24,D
"Auckland, Whenuapai Aws",23/09/2021,41.5,-,0,33.6,24,D
Leigh 2 Ews,23/09/2021,42.6,-,0,27.3,24,D
Pukekohe Ews,23/09/2021,57.8,-,0,49.3,24,D
Reefton Ews,23/09/2021,4,-,0,2.7,24,D
Warkworth Ews,23/09/2021,59.2,-,0,43.9,24,D
Auckland Aero,24/09/2021,8,-,0,5.4,24,D
"Auckland, Henderson North",24/09/2021,7.3,-,0,5.2,24,D
"Auckland, Mangere 2 Ews",24/09/2021,9.6,-,0,7.3,24,D
"Auckland, Motat Ews",24/09/2021,5.6,-,0,3.5,24,D
"Auckland, North Shore Albany Ews",24/09/2021,4.4,-,0,2.4,24,D
"Auckland, Whenuapai Aws",24/09/2021,6.2,-,0,4.2,24,D
Leigh 2 Ews,24/09/2021,12.2,-,0,9.5,24,D
Pukekohe Ews,24/09/2021,6.4,-,0,4.7,24,D
Reefton Ews,24/09/2021,10.4,-,0,9.1,24,D
Warkworth Ews,24/09/2021,6.4,-,0,3.7,24,D
Auckland Aero,25/09/2021,0,-,2.6,0,24,D
"Auckland, Henderson North",25/09/2021,0,-,2.1,0,24,D
"Auckland, Mangere 2 Ews",25/09/2021,0,-,2.3,0,24,D
"Auckland, Motat Ews",25/09/2021,0,-,2.1,0,24,D
"Auckland, North Shore Albany Ews",25/09/2021,0,-,2,0,24,D
"Auckland, Whenuapai Aws",25/09/2021,0,-,2,0,24,D
Leigh 2 Ews,25/09/2021,0,-,2.7,0,24,D
Pukekohe Ews,25/09/2021,0,-,1.7,0,24,D
Reefton Ews,25/09/2021,1.8,-,0,0.5,24,D
Warkworth Ews,25/09/2021,0,-,2.7,0,24,D
Auckland Aero,26/09/2021,0.2,-,4.9,0,24,D
"Auckland, Henderson North",26/09/2021,0.5,-,3.8,0,24,D
"Auckland, Mangere 2 Ews",26/09/2021,0.4,-,4.3,0,24,D
"Auckland, Motat Ews",26/09/2021,2.2,-,2.1,0,24,D
"Auckland, North Shore Albany Ews",26/09/2021,0.8,-,3.2,0,24,D
"Auckland, Whenuapai Aws",26/09/2021,1.4,-,2.6,0,24,D
Leigh 2 Ews,26/09/2021,0.2,-,5.1,0,24,D
Pukekohe Ews,26/09/2021,0.2,-,3.2,0,24,D
Reefton Ews,26/09/2021,42.2,-,0,40.9,24,D
Warkworth Ews,26/09/2021,1.4,-,3.9,0,24,D
Auckland Aero,27/09/2021,0.6,-,6.9,0,24,D
"Auckland, Henderson North",27/09/2021,0.8,-,5.1,0,24,D
"Auckland, Mangere 2 Ews",27/09/2021,0.8,-,5.8,0,24,D
"Auckland, Motat Ews",27/09/2021,1,-,3.2,0,24,D
"Auckland, North Shore Albany Ews",27/09/2021,1,-,4.1,0,24,D
"Auckland, Whenuapai Aws",27/09/2021,1,-,3.5,0,24,D
Leigh 2 Ews,27/09/2021,1,-,6.8,0,24,D
Pukekohe Ews,27/09/2021,1.2,-,3.8,0,24,D
Reefton Ews,27/09/2021,3.4,-,0,2.1,24,D
Warkworth Ews,27/09/2021,0,-,6.6,0,24,D
Auckland Aero,28/09/2021,0,-,9.5,0,24,D
"Auckland, Henderson North",28/09/2021,0.1,-,7.1,0,24,D
"Auckland, Mangere 2 Ews",28/09/2021,0,-,8.1,0,24,D
"Auckland, Motat Ews",28/09/2021,0,-,5.3,0,24,D
"Auckland, North Shore Albany Ews",28/09/2021,0,-,6.1,0,24,D
"Auckland, Whenuapai Aws",28/09/2021,0.4,-,5.1,0,24,D
Leigh 2 Ews,28/09/2021,0.2,-,9.2,0,24,D
Pukekohe Ews,28/09/2021,0,-,5.5,0,24,D
Reefton Ews,28/09/2021,1.2,-,0.1,0,24,D
Warkworth Ews,28/09/2021,0,-,9.2,0,24,D
Auckland Aero,29/09/2021,1.6,-,10.5,0,24,D
"Auckland, Henderson North",29/09/2021,0.7,-,8.6,0,24,D
"Auckland, Mangere 2 Ews",29/09/2021,0,-,10.5,0,24,D
"Auckland, Motat Ews",29/09/2021,0,-,7.5,0,24,D
"Auckland, North Shore Albany Ews",29/09/2021,1,-,7.1,0,24,D
"Auckland, Whenuapai Aws",29/09/2021,0.7,-,6.4,0,24,D
Leigh 2 Ews,29/09/2021,0.8,-,11.1,0,24,D
Pukekohe Ews,29/09/2021,1.2,-,6,0,24,D
Reefton Ews,29/09/2021,0.4,-,1.1,0,24,D
Warkworth Ews,29/09/2021,0.8,-,11.1,0,24,D
Auckland Aero,30/09/2021,2,-,11,0,24,D
"Auckland, Henderson North",30/09/2021,4.4,-,6.3,0,24,D
"Auckland, Mangere 2 Ews",30/09/2021,0.2,-,12.6,0,24,D
"Auckland, Motat Ews",30/09/2021,1.4,-,8.2,0,24,D
"Auckland, North Shore Albany Ews",30/09/2021,0.8,-,8.3,0,24,D
"Auckland, Whenuapai Aws",30/09/2021,3.4,-,5,0,24,D
Leigh 2 Ews,30/09/2021,0.2,-,13.5,0,24,D
Pukekohe Ews,30/09/2021,3,-,4.7,0,24,D
Reefton Ews,30/09/2021,9,-,0,6.6,24,D
Warkworth Ews,30/09/2021,2.2,-,11.5,0,24,D
Auckland Aero,1/10/2021,6.6,-,7,0,24,D
"Auckland, Henderson North",1/10/2021,5.1,-,3.4,0,24,D
"Auckland, Mangere 2 Ews",1/10/2021,4.4,-,10.6,0,24,D
"Auckland, Motat Ews",1/10/2021,4.4,-,6,0,24,D
"Auckland, North Shore Albany Ews",1/10/2021,3.2,-,7,0,24,D
"Auckland, Whenuapai Aws",1/10/2021,5.5,-,1.4,0,24,D
Leigh 2 Ews,1/10/2021,1,-,15.2,0,24,D
Pukekohe Ews,1/10/2021,8,-,0,1.5,24,D
Reefton Ews,1/10/2021,1.2,-,0.1,0,24,D
Warkworth Ews,1/10/2021,0.8,-,13.4,0,24,D
Auckland Aero,2/10/2021,0,-,10.4,0,24,D
"Auckland, Henderson North",2/10/2021,0.2,-,6.1,0,24,D
"Auckland, Mangere 2 Ews",2/10/2021,0,-,13.8,0,24,D
"Auckland, Motat Ews",2/10/2021,0,-,8.9,0,24,D
"Auckland, North Shore Albany Ews",2/10/2021,0.4,-,9.4,0,24,D
"Auckland, Whenuapai Aws",2/10/2021,1.3,-,2.9,0,24,D
Leigh 2 Ews,2/10/2021,0.2,-,18.2,0,24,D
Pukekohe Ews,2/10/2021,0,-,2.7,0,24,D
Reefton Ews,2/10/2021,0.4,-,2.2,0,24,D
Warkworth Ews,2/10/2021,0,-,16.6,0,24,D
Auckland Aero,3/10/2021,0,-,13.9,0,24,D
"Auckland, Henderson North",3/10/2021,0,-,9.1,0,24,D
"Auckland, Mangere 2 Ews",3/10/2021,0,-,17.1,0,24,D
"Auckland, Motat Ews",3/10/2021,0,-,11.9,0,24,D
"Auckland, North Shore Albany Ews",3/10/2021,0,-,12.1,0,24,D
"Auckland, Whenuapai Aws",3/10/2021,0,-,5.6,0,24,D
Leigh 2 Ews,3/10/2021,0,-,21.4,0,24,D
Pukekohe Ews,3/10/2021,0,-,5.4,0,24,D
Reefton Ews,3/10/2021,0,-,4.6,0,24,D
Warkworth Ews,3/10/2021,0,-,19.8,0,24,D
Auckland Aero,4/10/2021,2.8,-,14.5,0,24,D
"Auckland, Henderson North",4/10/2021,3.4,-,8.6,0,24,D
"Auckland, Mangere 2 Ews",4/10/2021,3,-,17.4,0,24,D
"Auckland, Motat Ews",4/10/2021,2.6,-,12.2,0,24,D
"Auckland, North Shore Albany Ews",4/10/2021,7.2,-,7.6,0,24,D
"Auckland, Whenuapai Aws",4/10/2021,3.9,-,4.4,0,24,D
Leigh 2 Ews,4/10/2021,12.4,-,12.2,0,24,D
Pukekohe Ews,4/10/2021,5.2,-,2.9,0,24,D
Reefton Ews,4/10/2021,6.4,-,0.6,0,24,D
Warkworth Ews,4/10/2021,7.6,-,15.4,0,24,D
Auckland Aero,5/10/2021,1.2,-,16.8,0,24,D
"Auckland, Henderson North",5/10/2021,0.1,-,11.5,0,24,D
"Auckland, Mangere 2 Ews",5/10/2021,1,-,19.6,0,24,D
"Auckland, Motat Ews",5/10/2021,0.2,-,15,0,24,D
"Auckland, North Shore Albany Ews",5/10/2021,2.2,-,8.2,0,24,D
"Auckland, Whenuapai Aws",5/10/2021,0,-,7.2,0,24,D
Leigh 2 Ews,5/10/2021,3,-,12.4,0,24,D
Pukekohe Ews,5/10/2021,0.4,-,5.2,0,24,D
Reefton Ews,5/10/2021,4.6,-,0,1.6,24,D
Warkworth Ews,5/10/2021,2.2,-,16.4,0,24,D
Auckland Aero,6/10/2021,0.4,-,19.8,0,24,D
"Auckland, Henderson North",6/10/2021,0.5,-,13.9,0,24,D
"Auckland, Mangere 2 Ews",6/10/2021,1.8,-,21.1,0,24,D
"Auckland, Motat Ews",6/10/2021,0.2,-,17.7,0,24,D
"Auckland, North Shore Albany Ews",6/10/2021,0.2,-,10.7,0,24,D
"Auckland, Whenuapai Aws",6/10/2021,0,-,9.9,0,24,D
Leigh 2 Ews,6/10/2021,0,-,15.6,0,24,D
Pukekohe Ews,6/10/2021,0,-,7.9,0,24,D
Reefton Ews,6/10/2021,0,-,2.4,0,24,D
Warkworth Ews,6/10/2021,1.2,-,18.4,0,24,D
Auckland Aero,7/10/2021,0.8,-,22.4,0,24,D
"Auckland, Henderson North",7/10/2021,5.7,-,11.2,0,24,D
"Auckland, Mangere 2 Ews",7/10/2021,0.6,-,23.7,0,24,D
"Auckland, Motat Ews",7/10/2021,0.6,-,20.1,0,24,D
"Auckland, North Shore Albany Ews",7/10/2021,1.8,-,11.6,0,24,D
"Auckland, Whenuapai Aws",7/10/2021,6,-,6.6,0,24,D
Leigh 2 Ews,7/10/2021,0.6,-,18.2,0,24,D
Pukekohe Ews,7/10/2021,0.6,-,10,0,24,D
Reefton Ews,7/10/2021,38.2,-,0,33.4,24,D
Warkworth Ews,7/10/2021,2.4,-,19.2,0,24,D
Auckland Aero,8/10/2021,13.6,-,12.3,0,24,D
"Auckland, Henderson North",8/10/2021,19.6,-,0,5.4,24,D
"Auckland, Mangere 2 Ews",8/10/2021,13.8,-,13.2,0,24,D
"Auckland, Motat Ews",8/10/2021,19.8,-,3.3,0,24,D
"Auckland, North Shore Albany Ews",8/10/2021,25.8,-,0,11.4,24,D
"Auckland, Whenuapai Aws",8/10/2021,23.3,-,0,13.9,24,D
Leigh 2 Ews,8/10/2021,45.4,-,0,24,24,D
Pukekohe Ews,8/10/2021,13,-,0,0.3,24,D
Reefton Ews,8/10/2021,0.2,-,2.2,0,24,D
Warkworth Ews,8/10/2021,48.2,-,0,25.8,24,D
Auckland Aero,9/10/2021,0.6,-,15.1,0,24,D
"Auckland, Henderson North",9/10/2021,0,-,3,0,24,D
"Auckland, Mangere 2 Ews",9/10/2021,0.2,-,16.3,0,24,D
"Auckland, Motat Ews",9/10/2021,0.2,-,6,0,24,D
"Auckland, North Shore Albany Ews",9/10/2021,0,-,2.7,0,24,D
"Auckland, Whenuapai Aws",9/10/2021,0,-,2.7,0,24,D
Leigh 2 Ews,9/10/2021,0.6,-,2.6,0,24,D
Pukekohe Ews,9/10/2021,0.4,-,2.3,0,24,D
Reefton Ews,9/10/2021,2.8,-,1.8,0,24,D
Warkworth Ews,9/10/2021,0.2,-,3,0,24,D
Auckland Aero,10/10/2021,0,-,18.5,0,24,D
"Auckland, Henderson North",10/10/2021,2.4,-,3.5,0,24,D
"Auckland, Mangere 2 Ews",10/10/2021,0,-,19.5,0,24,D
"Auckland, Motat Ews",10/10/2021,0.6,-,8.4,0,24,D
"Auckland, North Shore Albany Ews",10/10/2021,0.2,-,5.3,0,24,D
"Auckland, Whenuapai Aws",10/10/2021,0.6,-,4.9,0,24,D
Leigh 2 Ews,10/10/2021,0.4,-,5.4,0,24,D
Pukekohe Ews,10/10/2021,0.4,-,4.6,0,24,D
Reefton Ews,10/10/2021,2.8,-,1.5,0,24,D
Warkworth Ews,10/10/2021,0.4,-,5.8,0,24,D
Auckland Aero,11/10/2021,0,-,22,0,24,D
"Auckland, Henderson North",11/10/2021,0.2,-,6.3,0,24,D
"Auckland, Mangere 2 Ews",11/10/2021,0,-,22.8,0,24,D
"Auckland, Motat Ews",11/10/2021,0,-,11.3,0,24,D
"Auckland, North Shore Albany Ews",11/10/2021,0,-,8,0,24,D
"Auckland, Whenuapai Aws",11/10/2021,0.1,-,7.5,0,24,D
Leigh 2 Ews,11/10/2021,0.2,-,8.4,0,24,D
Pukekohe Ews,11/10/2021,0.2,-,7.1,0,24,D
Reefton Ews,11/10/2021,0.4,-,3.5,0,24,D
Warkworth Ews,11/10/2021,0,-,9,0,24,D
Auckland Aero,12/10/2021,10,-,15.4,0,24,D
"Auckland, Henderson North",12/10/2021,17.1,-,0,7.9,24,D
"Auckland, Mangere 2 Ews",12/10/2021,13.4,-,12.7,0,24,D
"Auckland, Motat Ews",12/10/2021,10.6,-,3.7,0,24,D
"Auckland, North Shore Albany Ews",12/10/2021,14,-,0,3.3,24,D
"Auckland, Whenuapai Aws",12/10/2021,11.7,-,0,1.5,24,D
Leigh 2 Ews,12/10/2021,10.6,-,1,0,24,D
Pukekohe Ews,12/10/2021,17,-,0,7.2,24,D
Reefton Ews,12/10/2021,34,-,0,28.1,24,D
Warkworth Ews,12/10/2021,14,-,0,1.8,24,D
Auckland Aero,13/10/2021,2.4,-,16.4,0,24,D
"Auckland, Henderson North",13/10/2021,5.8,-,0,2.8,24,D
"Auckland, Mangere 2 Ews",13/10/2021,3.8,-,12.1,0,24,D
"Auckland, Motat Ews",13/10/2021,5,-,1.7,0,24,D
"Auckland, North Shore Albany Ews",13/10/2021,2,-,0.7,0,24,D
"Auckland, Whenuapai Aws",13/10/2021,1.9,-,0.8,0,24,D
Leigh 2 Ews,13/10/2021,1,-,3.2,0,24,D
