Station information:,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Christchurch Aero,19/06/2022,0,-,43.1,0,24,D
"Christchurch, Kyle St Ews",19/06/2022,0,-,-,-,24,D
Culverden Aws,19/06/2022,0.8,-,0,0.1,24,D
Cass Ews,19/06/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,19/06/2022,0,-,79.9,0,24,D
Diamond Harbour Ews,19/06/2022,0,-,113.2,0,24,D
Hanmer Forest Ews,19/06/2022,1.8,-,0,0.8,24,D
Le Bons Bay Aws,19/06/2022,3.2,-,103.8,0,24,D
"Lincoln, Broadfield Ews",19/06/2022,0,-,96,0,24,D
"Lismore, Racemans House Cws",19/06/2022,0.2,-,61.6,0,24,D
Medbury Cws,19/06/2022,0.2,-,7.2,0,24,D
Methven Cws,19/06/2022,0,-,1.5,0,24,D
Ohoka Cws,19/06/2022,0,-,32.6,0,24,D
Rangiora Ews,19/06/2022,0,-,41.1,0,24,D
Waiau School Cws,19/06/2022,0.8,-,0.4,0,24,D
Waipara West Ews,19/06/2022,0,-,13,0,24,D
Wakanui 2 Cws,19/06/2022,0.2,-,109.4,0,24,D
Winchmore 2 Ews,19/06/2022,0,-,76.8,0,24,D
Waipara North Branch Ews,19/06/2022,0,-,1.6,0,24,D
Akaroa Ews,20/06/2022,4.2,-,83.6,0,24,D
Ashburton Aero Aws,20/06/2022,17.8,-,66.8,0,24,D
Balmoral East Cws,20/06/2022,1.8,-,56.8,0,24,D
Bromley Ews,20/06/2022,0.8,-,123.1,0,24,D
Chertsey Cws,20/06/2022,12.2,-,84.1,0,24,D
Cheviot Ews,20/06/2022,4,-,41,0,24,D
Christchurch Aero,20/06/2022,5.8,-,37.9,0,24,D
"Christchurch, Kyle St Ews",20/06/2022,2.6,-,-,-,24,D
Culverden Aws,20/06/2022,1.4,-,0,1,24,D
Cass Ews,20/06/2022,0.6,-,-,-,24,D
Christchurch Botanic Gardens Ews,20/06/2022,2.2,-,78.2,0,24,D
Diamond Harbour Ews,20/06/2022,7.2,-,106.4,0,24,D
Hanmer Forest Ews,20/06/2022,9.2,-,0,8.8,24,D
Le Bons Bay Aws,20/06/2022,6.8,-,97.5,0,24,D
"Lincoln, Broadfield Ews",20/06/2022,3,-,93.4,0,24,D
"Lismore, Racemans House Cws",20/06/2022,3.8,-,58.5,0,24,D
Medbury Cws,20/06/2022,1.6,-,6.8,0,24,D
Methven Cws,20/06/2022,5,-,0,2.8,24,D
Ohoka Cws,20/06/2022,3.6,-,29.5,0,24,D
Rangiora Ews,20/06/2022,1.4,-,40.2,0,24,D
Waiau School Cws,20/06/2022,2.2,-,0,1.2,24,D
Waipara West Ews,20/06/2022,3.2,-,11,0,24,D
Wakanui 2 Cws,20/06/2022,16.8,-,93,0,24,D
Winchmore 2 Ews,20/06/2022,10.2,-,67.3,0,24,D
Waipara North Branch Ews,20/06/2022,12,-,0,10,24,D
Akaroa Ews,21/06/2022,1.2,-,83.1,0,24,D
Ashburton Aero Aws,21/06/2022,7.6,-,59.9,0,24,D
Balmoral East Cws,21/06/2022,1.2,-,56.8,0,24,D
Bromley Ews,21/06/2022,0,-,123.4,0,24,D
Chertsey Cws,21/06/2022,2.8,-,82,0,24,D
Cheviot Ews,21/06/2022,1.8,-,39.8,0,24,D
Christchurch Aero,21/06/2022,1,-,37.6,0,24,D
"Christchurch, Kyle St Ews",21/06/2022,0.4,-,-,-,24,D
Culverden Aws,21/06/2022,1.8,-,0,1.4,24,D
Cass Ews,21/06/2022,1,-,-,-,24,D
Christchurch Botanic Gardens Ews,21/06/2022,0.6,-,78.1,0,24,D
Diamond Harbour Ews,21/06/2022,0.4,-,106.4,0,24,D
Hanmer Forest Ews,21/06/2022,2.6,-,0,2.2,24,D
Le Bons Bay Aws,21/06/2022,1.4,-,96.7,0,24,D
"Lincoln, Broadfield Ews",21/06/2022,1,-,92.9,0,24,D
"Lismore, Racemans House Cws",21/06/2022,0,-,59.2,0,24,D
Medbury Cws,21/06/2022,1.2,-,6.9,0,24,D
Methven Cws,21/06/2022,1.2,-,0,0.5,24,D
Ohoka Cws,21/06/2022,0.4,-,29.7,0,24,D
Rangiora Ews,21/06/2022,0.2,-,40.6,0,24,D
Waiau School Cws,21/06/2022,2,-,0,1.4,24,D
Waipara West Ews,21/06/2022,0.6,-,11.7,0,24,D
Wakanui 2 Cws,21/06/2022,9.6,-,83.9,0,24,D
Winchmore 2 Ews,21/06/2022,3,-,65.1,0,24,D
Waipara North Branch Ews,21/06/2022,3.2,-,0,2.8,24,D
Akaroa Ews,22/06/2022,0,-,83.8,0,24,D
Ashburton Aero Aws,22/06/2022,0.2,-,60.5,0,24,D
Balmoral East Cws,22/06/2022,0,-,58.1,0,24,D
Bromley Ews,22/06/2022,0,-,123.6,0,24,D
Chertsey Cws,22/06/2022,0.2,-,82.4,0,24,D
Cheviot Ews,22/06/2022,0,-,40.4,0,24,D
Christchurch Aero,22/06/2022,0.2,-,38.1,0,24,D
"Christchurch, Kyle St Ews",22/06/2022,0,-,-,-,24,D
Culverden Aws,22/06/2022,0,-,0.4,0,24,D
Cass Ews,22/06/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,22/06/2022,0,-,78.6,0,24,D
Diamond Harbour Ews,22/06/2022,0,-,106.9,0,24,D
Hanmer Forest Ews,22/06/2022,0,-,0.4,0,24,D
Le Bons Bay Aws,22/06/2022,0.2,-,97,0,24,D
"Lincoln, Broadfield Ews",22/06/2022,0,-,93.4,0,24,D
"Lismore, Racemans House Cws",22/06/2022,0,-,60,0,24,D
Medbury Cws,22/06/2022,0.2,-,7.9,0,24,D
Methven Cws,22/06/2022,0,-,0.8,0,24,D
Ohoka Cws,22/06/2022,0,-,30.3,0,24,D
Rangiora Ews,22/06/2022,0,-,41.2,0,24,D
Waiau School Cws,22/06/2022,0,-,0.6,0,24,D
Waipara West Ews,22/06/2022,0,-,12.9,0,24,D
Wakanui 2 Cws,22/06/2022,0,-,84.6,0,24,D
Winchmore 2 Ews,22/06/2022,0,-,65.8,0,24,D
Waipara North Branch Ews,22/06/2022,0,-,0.4,0,24,D
Akaroa Ews,23/06/2022,0,-,84.5,0,24,D
Ashburton Aero Aws,23/06/2022,0.2,-,61,0,24,D
Balmoral East Cws,23/06/2022,0,-,59.3,0,24,D
Bromley Ews,23/06/2022,0,-,123.9,0,24,D
Chertsey Cws,23/06/2022,0,-,83.1,0,24,D
Cheviot Ews,23/06/2022,0.2,-,40.7,0,24,D
Christchurch Aero,23/06/2022,0.2,-,38.5,0,24,D
"Christchurch, Kyle St Ews",23/06/2022,0,-,-,-,24,D
Culverden Aws,23/06/2022,0,-,0.7,0,24,D
Cass Ews,23/06/2022,0.2,-,-,-,24,D
Christchurch Botanic Gardens Ews,23/06/2022,0,-,79.2,0,24,D
Diamond Harbour Ews,23/06/2022,0,-,107.3,0,24,D
Hanmer Forest Ews,23/06/2022,0,-,0.7,0,24,D
Le Bons Bay Aws,23/06/2022,0.2,-,97.4,0,24,D
"Lincoln, Broadfield Ews",23/06/2022,0.2,-,93.7,0,24,D
"Lismore, Racemans House Cws",23/06/2022,0,-,60.7,0,24,D
Medbury Cws,23/06/2022,0,-,9.1,0,24,D
Methven Cws,23/06/2022,0,-,1.5,0,24,D
Ohoka Cws,23/06/2022,0.2,-,30.6,0,24,D
Rangiora Ews,23/06/2022,0,-,41.7,0,24,D
Waiau School Cws,23/06/2022,0.2,-,1,0,24,D
Waipara West Ews,23/06/2022,0,-,14.1,0,24,D
Wakanui 2 Cws,23/06/2022,0,-,85.2,0,24,D
Winchmore 2 Ews,23/06/2022,0.2,-,66.4,0,24,D
Waipara North Branch Ews,23/06/2022,0.2,-,0.7,0,24,D
Akaroa Ews,24/06/2022,0,-,85.2,0,24,D
Ashburton Aero Aws,24/06/2022,0,-,61.7,0,24,D
Balmoral East Cws,24/06/2022,0,-,60.5,0,24,D
Bromley Ews,24/06/2022,0,-,124.1,0,24,D
Chertsey Cws,24/06/2022,0,-,83.8,0,24,D
Cheviot Ews,24/06/2022,0.2,-,41.1,0,24,D
Christchurch Aero,24/06/2022,0.2,-,39,0,24,D
"Christchurch, Kyle St Ews",24/06/2022,0,-,-,-,24,D
Culverden Aws,24/06/2022,0.2,-,0.9,0,24,D
Cass Ews,24/06/2022,0.2,-,-,-,24,D
Christchurch Botanic Gardens Ews,24/06/2022,0,-,79.7,0,24,D
Diamond Harbour Ews,24/06/2022,0,-,107.7,0,24,D
Hanmer Forest Ews,24/06/2022,0.2,-,0.9,0,24,D
Le Bons Bay Aws,24/06/2022,0.2,-,97.8,0,24,D
"Lincoln, Broadfield Ews",24/06/2022,0,-,94.1,0,24,D
"Lismore, Racemans House Cws",24/06/2022,0,-,61.4,0,24,D
Medbury Cws,24/06/2022,0,-,10.4,0,24,D
Methven Cws,24/06/2022,0,-,2.3,0,24,D
Ohoka Cws,24/06/2022,0.2,-,31,0,24,D
Rangiora Ews,24/06/2022,0.2,-,42.1,0,24,D
Waiau School Cws,24/06/2022,0,-,1.6,0,24,D
Waipara West Ews,24/06/2022,0,-,15.4,0,24,D
Wakanui 2 Cws,24/06/2022,0,-,85.9,0,24,D
Winchmore 2 Ews,24/06/2022,0.2,-,66.9,0,24,D
Waipara North Branch Ews,24/06/2022,0,-,1.1,0,24,D
Akaroa Ews,25/06/2022,0,-,85.9,0,24,D
Ashburton Aero Aws,25/06/2022,0.2,-,62.3,0,24,D
Balmoral East Cws,25/06/2022,0,-,61.8,0,24,D
Bromley Ews,25/06/2022,0,-,124.4,0,24,D
Chertsey Cws,25/06/2022,0,-,84.4,0,24,D
Cheviot Ews,25/06/2022,0,-,41.7,0,24,D
Christchurch Aero,25/06/2022,0.2,-,39.5,0,24,D
"Christchurch, Kyle St Ews",25/06/2022,0,-,-,-,24,D
Culverden Aws,25/06/2022,0.2,-,1,0,24,D
Cass Ews,25/06/2022,0.6,-,-,-,24,D
Christchurch Botanic Gardens Ews,25/06/2022,0,-,80.2,0,24,D
Diamond Harbour Ews,25/06/2022,0,-,108.2,0,24,D
Hanmer Forest Ews,25/06/2022,0,-,1.2,0,24,D
Le Bons Bay Aws,25/06/2022,0,-,98.3,0,24,D
"Lincoln, Broadfield Ews",25/06/2022,0,-,94.6,0,24,D
"Lismore, Racemans House Cws",25/06/2022,0,-,62.2,0,24,D
Medbury Cws,25/06/2022,0,-,11.6,0,24,D
Methven Cws,25/06/2022,0,-,3,0,24,D
Ohoka Cws,25/06/2022,0.2,-,31.4,0,24,D
Rangiora Ews,25/06/2022,0,-,42.7,0,24,D
Waiau School Cws,25/06/2022,0.2,-,1.9,0,24,D
Waipara West Ews,25/06/2022,0,-,16.6,0,24,D
Wakanui 2 Cws,25/06/2022,0,-,86.5,0,24,D
Winchmore 2 Ews,25/06/2022,0,-,67.7,0,24,D
Waipara North Branch Ews,25/06/2022,0,-,1.6,0,24,D
Akaroa Ews,26/06/2022,0,-,86.6,0,24,D
Ashburton Aero Aws,26/06/2022,0.2,-,62.8,0,24,D
Balmoral East Cws,26/06/2022,0,-,63,0,24,D
Bromley Ews,26/06/2022,0,-,124.6,0,24,D
Chertsey Cws,26/06/2022,0,-,85.1,0,24,D
Cheviot Ews,26/06/2022,0,-,42.3,0,24,D
Christchurch Aero,26/06/2022,0,-,40.1,0,24,D
"Christchurch, Kyle St Ews",26/06/2022,0,-,-,-,24,D
Culverden Aws,26/06/2022,0,-,1.4,0,24,D
Cass Ews,26/06/2022,3.2,-,-,-,24,D
Christchurch Botanic Gardens Ews,26/06/2022,0,-,80.7,0,24,D
Diamond Harbour Ews,26/06/2022,0,-,108.6,0,24,D
Hanmer Forest Ews,26/06/2022,0,-,1.6,0,24,D
Le Bons Bay Aws,26/06/2022,0,-,98.9,0,24,D
"Lincoln, Broadfield Ews",26/06/2022,0,-,95.1,0,24,D
"Lismore, Racemans House Cws",26/06/2022,0.2,-,62.7,0,24,D
Medbury Cws,26/06/2022,0,-,12.9,0,24,D
Methven Cws,26/06/2022,0,-,3.8,0,24,D
Ohoka Cws,26/06/2022,0,-,31.9,0,24,D
Rangiora Ews,26/06/2022,0,-,43.2,0,24,D
Waiau School Cws,26/06/2022,0,-,2.5,0,24,D
Waipara West Ews,26/06/2022,0,-,17.9,0,24,D
Wakanui 2 Cws,26/06/2022,0,-,87.1,0,24,D
Winchmore 2 Ews,26/06/2022,0,-,68.4,0,24,D
Waipara North Branch Ews,26/06/2022,0,-,2,0,24,D
Akaroa Ews,27/06/2022,0,-,87.2,0,24,D
Ashburton Aero Aws,27/06/2022,0,-,63.5,0,24,D
Balmoral East Cws,27/06/2022,0,-,64.3,0,24,D
Bromley Ews,27/06/2022,0,-,124.9,0,24,D
Chertsey Cws,27/06/2022,0,-,85.8,0,24,D
Cheviot Ews,27/06/2022,0,-,42.9,0,24,D
Christchurch Aero,27/06/2022,0.2,-,40.6,0,24,D
"Christchurch, Kyle St Ews",27/06/2022,0.2,-,-,-,24,D
Culverden Aws,27/06/2022,0,-,1.7,0,24,D
Cass Ews,27/06/2022,0.2,-,-,-,24,D
Christchurch Botanic Gardens Ews,27/06/2022,0,-,81.2,0,24,D
Diamond Harbour Ews,27/06/2022,0,-,109,0,24,D
Hanmer Forest Ews,27/06/2022,0,-,1.9,0,24,D
Le Bons Bay Aws,27/06/2022,0,-,99.4,0,24,D
"Lincoln, Broadfield Ews",27/06/2022,0.2,-,95.3,0,24,D
"Lismore, Racemans House Cws",27/06/2022,0,-,63.5,0,24,D
Medbury Cws,27/06/2022,0,-,14.1,0,24,D
Methven Cws,27/06/2022,0,-,4.5,0,24,D
Ohoka Cws,27/06/2022,0,-,32.5,0,24,D
Rangiora Ews,27/06/2022,0,-,43.8,0,24,D
Waiau School Cws,27/06/2022,0,-,3.1,0,24,D
Waipara West Ews,27/06/2022,0,-,19.1,0,24,D
Wakanui 2 Cws,27/06/2022,0,-,87.7,0,24,D
Winchmore 2 Ews,27/06/2022,0,-,69.2,0,24,D
Waipara North Branch Ews,27/06/2022,0,-,2.5,0,24,D
Akaroa Ews,28/06/2022,11.4,-,76.5,0,24,D
Ashburton Aero Aws,28/06/2022,13.4,-,50.9,0,24,D
Balmoral East Cws,28/06/2022,9.4,-,56.1,0,24,D
Bromley Ews,28/06/2022,8.8,-,116.3,0,24,D
Chertsey Cws,28/06/2022,12.2,-,74.2,0,24,D
Cheviot Ews,28/06/2022,4.8,-,38.7,0,24,D
Christchurch Aero,28/06/2022,13.4,-,27.9,0,24,D
"Christchurch, Kyle St Ews",28/06/2022,8,-,-,-,24,D
Culverden Aws,28/06/2022,8,-,0,5.9,24,D
Cass Ews,28/06/2022,20.6,-,-,-,24,D
Christchurch Botanic Gardens Ews,28/06/2022,9.6,-,72.1,0,24,D
Diamond Harbour Ews,28/06/2022,8,-,101.4,0,24,D
Hanmer Forest Ews,28/06/2022,10.8,-,0,8.5,24,D
Le Bons Bay Aws,28/06/2022,18.4,-,81.5,0,24,D
"Lincoln, Broadfield Ews",28/06/2022,10.6,-,85.2,0,24,D
"Lismore, Racemans House Cws",28/06/2022,13.2,-,51,0,24,D
Medbury Cws,28/06/2022,7.6,-,7.7,0,24,D
Methven Cws,28/06/2022,16.2,-,0,11,24,D
Ohoka Cws,28/06/2022,13.2,-,19.9,0,24,D
Rangiora Ews,28/06/2022,10.8,-,33.6,0,24,D
Waiau School Cws,28/06/2022,8.8,-,0,5.1,24,D
Waipara West Ews,28/06/2022,7.8,-,12.5,0,24,D
Wakanui 2 Cws,28/06/2022,10,-,78.3,0,24,D
Winchmore 2 Ews,28/06/2022,13.6,-,56.3,0,24,D
Waipara North Branch Ews,28/06/2022,11.2,-,0,8.3,24,D
Akaroa Ews,29/06/2022,0.6,-,76.7,0,24,D
Ashburton Aero Aws,29/06/2022,0.8,-,50.8,0,24,D
Balmoral East Cws,29/06/2022,2.6,-,54.7,0,24,D
Bromley Ews,29/06/2022,1,-,115.6,0,24,D
Chertsey Cws,29/06/2022,0.4,-,74.5,0,24,D
Cheviot Ews,29/06/2022,3,-,36.3,0,24,D
Christchurch Aero,29/06/2022,1,-,27.6,0,24,D
"Christchurch, Kyle St Ews",29/06/2022,1,-,-,-,24,D
Culverden Aws,29/06/2022,3.6,-,0,3.2,24,D
Cass Ews,29/06/2022,8,-,-,-,24,D
Christchurch Botanic Gardens Ews,29/06/2022,1.2,-,71.5,0,24,D
Diamond Harbour Ews,29/06/2022,0.8,-,101.1,0,24,D
Hanmer Forest Ews,29/06/2022,3.4,-,0,3,24,D
Le Bons Bay Aws,29/06/2022,1.6,-,80.7,0,24,D
"Lincoln, Broadfield Ews",29/06/2022,0.6,-,85.1,0,24,D
"Lismore, Racemans House Cws",29/06/2022,0,-,51.7,0,24,D
Medbury Cws,29/06/2022,1.4,-,7.6,0,24,D
Methven Cws,29/06/2022,0,-,0.8,0,24,D
Ohoka Cws,29/06/2022,0.4,-,20,0,24,D
Rangiora Ews,29/06/2022,0.4,-,33.7,0,24,D
Waiau School Cws,29/06/2022,3,-,0,2.4,24,D
Waipara West Ews,29/06/2022,0.6,-,13.2,0,24,D
Wakanui 2 Cws,29/06/2022,0.4,-,78.7,0,24,D
Winchmore 2 Ews,29/06/2022,0.2,-,56.9,0,24,D
Waipara North Branch Ews,29/06/2022,0.6,-,0,0.2,24,D
Akaroa Ews,30/06/2022,0,-,77.5,0,24,D
Ashburton Aero Aws,30/06/2022,0.2,-,51.4,0,24,D
Balmoral East Cws,30/06/2022,0,-,56,0,24,D
Bromley Ews,30/06/2022,0,-,115.9,0,24,D
Chertsey Cws,30/06/2022,0,-,75.3,0,24,D
Cheviot Ews,30/06/2022,0.2,-,36.6,0,24,D
Christchurch Aero,30/06/2022,0,-,28.2,0,24,D
"Christchurch, Kyle St Ews",30/06/2022,0,-,-,-,24,D
Culverden Aws,30/06/2022,0.2,-,0.2,0,24,D
Cass Ews,30/06/2022,1.8,-,-,-,24,D
Christchurch Botanic Gardens Ews,30/06/2022,0,-,72,0,24,D
Diamond Harbour Ews,30/06/2022,0,-,101.6,0,24,D
Hanmer Forest Ews,30/06/2022,0.2,-,0.2,0,24,D
Le Bons Bay Aws,30/06/2022,0,-,81.4,0,24,D
"Lincoln, Broadfield Ews",30/06/2022,0.2,-,85.5,0,24,D
"Lismore, Racemans House Cws",30/06/2022,0,-,52.5,0,24,D
Medbury Cws,30/06/2022,0,-,8.8,0,24,D
Methven Cws,30/06/2022,0.2,-,1.3,0,24,D
Ohoka Cws,30/06/2022,0,-,20.6,0,24,D
Rangiora Ews,30/06/2022,0,-,34.3,0,24,D
Waiau School Cws,30/06/2022,0.2,-,0.4,0,24,D
Waipara West Ews,30/06/2022,0,-,14.4,0,24,D
Wakanui 2 Cws,30/06/2022,0,-,79.4,0,24,D
Winchmore 2 Ews,30/06/2022,0.2,-,57.4,0,24,D
Waipara North Branch Ews,30/06/2022,0,-,0.4,0,24,D
Akaroa Ews,1/7/2022,7.4,-,70.8,0,24,D
Ashburton Aero Aws,1/7/2022,3,-,49.1,0,24,D
Balmoral East Cws,1/7/2022,0,-,57.2,0,24,D
Bromley Ews,1/7/2022,0,-,116.3,0,24,D
Chertsey Cws,1/7/2022,3.8,-,72.2,0,24,D
Cheviot Ews,1/7/2022,3,-,34.2,0,24,D
Christchurch Aero,1/7/2022,2.4,-,26.5,0,24,D
"Christchurch, Kyle St Ews",1/7/2022,1.2,-,-,-,24,D
Culverden Aws,1/7/2022,2.2,-,0,1.7,24,D
Cass Ews,1/7/2022,1.6,-,-,-,24,D
Christchurch Botanic Gardens Ews,1/7/2022,1,-,71.6,0,24,D
Diamond Harbour Ews,1/7/2022,2.2,-,99.9,0,24,D
Hanmer Forest Ews,1/7/2022,0.4,-,0.1,0,24,D
Le Bons Bay Aws,1/7/2022,4,-,78.1,0,24,D
"Lincoln, Broadfield Ews",1/7/2022,3.6,-,82.4,0,24,D
"Lismore, Racemans House Cws",1/7/2022,1.8,-,51.4,0,24,D
Medbury Cws,1/7/2022,0.8,-,9.3,0,24,D
Methven Cws,1/7/2022,1.8,-,0.3,0,24,D
Ohoka Cws,1/7/2022,1.8,-,19.4,0,24,D
Rangiora Ews,1/7/2022,1.8,-,33.1,0,24,D
Waiau School Cws,1/7/2022,2.2,-,0,1.2,24,D
Waipara West Ews,1/7/2022,2,-,13.7,0,24,D
Wakanui 2 Cws,1/7/2022,2.2,-,77.8,0,24,D
Winchmore 2 Ews,1/7/2022,3.8,-,54.4,0,24,D
Waipara North Branch Ews,1/7/2022,1,-,0,0.1,24,D
Akaroa Ews,2/7/2022,0,-,71.4,0,24,D
Ashburton Aero Aws,2/7/2022,0,-,49.7,0,24,D
Balmoral East Cws,2/7/2022,0,-,57.8,0,24,D
Bromley Ews,2/7/2022,1.2,-,115.3,0,24,D
Chertsey Cws,2/7/2022,0,-,72.8,0,24,D
Cheviot Ews,2/7/2022,0,-,34.8,0,24,D
Christchurch Aero,2/7/2022,0.2,-,26.9,0,24,D
"Christchurch, Kyle St Ews",2/7/2022,0,-,-,-,24,D
Culverden Aws,2/7/2022,0,-,0.6,0,24,D
Cass Ews,2/7/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,2/7/2022,0,-,72.2,0,24,D
Diamond Harbour Ews,2/7/2022,0,-,100.3,0,24,D
Hanmer Forest Ews,2/7/2022,0,-,0.6,0,24,D
Le Bons Bay Aws,2/7/2022,0,-,78.7,0,24,D
"Lincoln, Broadfield Ews",2/7/2022,0,-,82.9,0,24,D
"Lismore, Racemans House Cws",2/7/2022,0.2,-,51.8,0,24,D
Medbury Cws,2/7/2022,0.2,-,9.6,0,24,D
Methven Cws,2/7/2022,0,-,0.9,0,24,D
Ohoka Cws,2/7/2022,0,-,20,0,24,D
Rangiora Ews,2/7/2022,0,-,33.7,0,24,D
Waiau School Cws,2/7/2022,0,-,0.5,0,24,D
Waipara West Ews,2/7/2022,0,-,14.3,0,24,D
Wakanui 2 Cws,2/7/2022,0.2,-,78.2,0,24,D
Winchmore 2 Ews,2/7/2022,0.2,-,54.8,0,24,D
Waipara North Branch Ews,2/7/2022,0,-,-,-,24,D
Akaroa Ews,3/7/2022,0,-,72,0,24,D
Ashburton Aero Aws,3/7/2022,0,-,50.3,0,24,D
Balmoral East Cws,3/7/2022,0,-,58.4,0,24,D
Bromley Ews,3/7/2022,0,-,115.6,0,24,D
Chertsey Cws,3/7/2022,0,-,73.4,0,24,D
Cheviot Ews,3/7/2022,0,-,35.3,0,24,D
Christchurch Aero,3/7/2022,0,-,27.5,0,24,D
"Christchurch, Kyle St Ews",3/7/2022,0,-,-,-,24,D
Culverden Aws,3/7/2022,0,-,1.2,0,24,D
Cass Ews,3/7/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,3/7/2022,0,-,72.8,0,24,D
Diamond Harbour Ews,3/7/2022,0,-,100.7,0,24,D
Hanmer Forest Ews,3/7/2022,0,-,1,0,24,D
Le Bons Bay Aws,3/7/2022,0,-,79.3,0,24,D
"Lincoln, Broadfield Ews",3/7/2022,0,-,83.5,0,24,D
"Lismore, Racemans House Cws",3/7/2022,0,-,52.4,0,24,D
Medbury Cws,3/7/2022,0,-,10.1,0,24,D
Methven Cws,3/7/2022,0,-,1.5,0,24,D
Ohoka Cws,3/7/2022,0.2,-,20.4,0,24,D
Rangiora Ews,3/7/2022,0,-,34.3,0,24,D
Waiau School Cws,3/7/2022,0,-,1.1,0,24,D
Waipara West Ews,3/7/2022,0,-,14.9,0,24,D
Wakanui 2 Cws,3/7/2022,0,-,78.8,0,24,D
Winchmore 2 Ews,3/7/2022,0,-,55.4,0,24,D
Waipara North Branch Ews,3/7/2022,0,-,-,-,24,D
Akaroa Ews,4/7/2022,0,-,72.6,0,24,D
Ashburton Aero Aws,4/7/2022,0,-,51,0,24,D
Balmoral East Cws,4/7/2022,0,-,59,0,24,D
Bromley Ews,4/7/2022,0.2,-,115.7,0,24,D
Chertsey Cws,4/7/2022,0,-,74,0,24,D
Cheviot Ews,4/7/2022,0,-,35.9,0,24,D
Christchurch Aero,4/7/2022,0.2,-,27.9,0,24,D
"Christchurch, Kyle St Ews",4/7/2022,0,-,-,-,24,D
Culverden Aws,4/7/2022,0,-,1.8,0,24,D
Cass Ews,4/7/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,4/7/2022,0,-,73.4,0,24,D
Diamond Harbour Ews,4/7/2022,0,-,101.1,0,24,D
Hanmer Forest Ews,4/7/2022,0,-,1.5,0,24,D
Le Bons Bay Aws,4/7/2022,0,-,79.9,0,24,D
"Lincoln, Broadfield Ews",4/7/2022,0,-,84,0,24,D
"Lismore, Racemans House Cws",4/7/2022,0,-,53,0,24,D
Medbury Cws,4/7/2022,0,-,10.6,0,24,D
Methven Cws,4/7/2022,0,-,2.1,0,24,D
Ohoka Cws,4/7/2022,0.2,-,20.8,0,24,D
Rangiora Ews,4/7/2022,0,-,34.9,0,24,D
Waiau School Cws,4/7/2022,0,-,1.6,0,24,D
Waipara West Ews,4/7/2022,0,-,15.5,0,24,D
Wakanui 2 Cws,4/7/2022,0,-,79.4,0,24,D
Winchmore 2 Ews,4/7/2022,0,-,56.1,0,24,D
Waipara North Branch Ews,4/7/2022,0,-,-,-,24,D
Akaroa Ews,5/7/2022,0,-,73.2,0,24,D
Ashburton Aero Aws,5/7/2022,0,-,51.6,0,24,D
Balmoral East Cws,5/7/2022,0,-,59.6,0,24,D
Bromley Ews,5/7/2022,0,-,115.9,0,24,D
Chertsey Cws,5/7/2022,0,-,74.6,0,24,D
Cheviot Ews,5/7/2022,0,-,36.4,0,24,D
Christchurch Aero,5/7/2022,0,-,28.5,0,24,D
"Christchurch, Kyle St Ews",5/7/2022,0,-,-,-,24,D
Culverden Aws,5/7/2022,0,-,2.4,0,24,D
Cass Ews,5/7/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,5/7/2022,0,-,74,0,24,D
Diamond Harbour Ews,5/7/2022,0,-,101.4,0,24,D
Hanmer Forest Ews,5/7/2022,0,-,1.9,0,24,D
Le Bons Bay Aws,5/7/2022,0,-,80.5,0,24,D
"Lincoln, Broadfield Ews",5/7/2022,0,-,84.5,0,24,D
"Lismore, Racemans House Cws",5/7/2022,0,-,53.7,0,24,D
Medbury Cws,5/7/2022,0,-,11.1,0,24,D
Methven Cws,5/7/2022,0,-,2.7,0,24,D
Ohoka Cws,5/7/2022,0.2,-,21.2,0,24,D
Rangiora Ews,5/7/2022,0,-,35.5,0,24,D
Waiau School Cws,5/7/2022,0,-,2.2,0,24,D
Waipara West Ews,5/7/2022,0,-,16.2,0,24,D
Wakanui 2 Cws,5/7/2022,0,-,80,0,24,D
Winchmore 2 Ews,5/7/2022,0,-,56.7,0,24,D
Waipara North Branch Ews,5/7/2022,0,-,-,-,24,D
Akaroa Ews,6/7/2022,0,-,73.8,0,24,D
Ashburton Aero Aws,6/7/2022,0,-,52.2,0,24,D
Balmoral East Cws,6/7/2022,0,-,60.2,0,24,D
Bromley Ews,6/7/2022,0,-,116.2,0,24,D
Chertsey Cws,6/7/2022,0,-,75.2,0,24,D
Cheviot Ews,6/7/2022,0,-,36.9,0,24,D
Christchurch Aero,6/7/2022,0.2,-,28.9,0,24,D
"Christchurch, Kyle St Ews",6/7/2022,0,-,-,-,24,D
Culverden Aws,6/7/2022,0,-,3,0,24,D
Cass Ews,6/7/2022,0,-,-,-,24,D
Christchurch Botanic Gardens Ews,6/7/2022,0,-,74.5,0,24,D
Diamond Harbour Ews,6/7/2022,0,-,101.8,0,24,D
Hanmer Forest Ews,6/7/2022,0,-,2.3,0,24,D
Le Bons Bay Aws,6/7/2022,0,-,81.1,0,24,D
