Station information:,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Brothers Island Aws,3/10/2021,0,-,12,0,24,D
Cape Campbell Aws,3/10/2021,0,-,64.9,0,24,D
Levin Aws,3/10/2021,0.6,-,10.2,0,24,D
Levin Ews,3/10/2021,0.2,-,13.5,0,24,D
Mana Island Aws,3/10/2021,0,-,16,0,24,D
Martinborough Ews,3/10/2021,0,-,18.2,0,24,D
Masterton Aero Aws,3/10/2021,0,-,7.7,0,24,D
Masterton Ews,3/10/2021,0,-,8.4,0,24,D
"Masterton, Te Ore Ore Cws",3/10/2021,0,-,8.9,0,24,D
"Masterton, Te Ore Ore Srig",3/10/2021,0,-,36.2,0,24,D
Maungaraki 3,3/10/2021,0,-,11.1,0,24,D
Ngawi Aws,3/10/2021,0,-,8.3,0,24,D
Paraparaumu Aero,3/10/2021,0,0,24.9,0,24,D
Paraparaumu Aero Aws,3/10/2021,0,-,18,0,24,D
Paraparaumu Ews,3/10/2021,0,-,24,0,24,D
"Porirua, Elsdon Park Aws",3/10/2021,0,-,13.8,0,24,D
Stephens Island Aws,3/10/2021,0,-,-,-,24,D
"Upper Hutt, Trentham Ews",3/10/2021,0,-,10.9,0,24,D
Wellington Aero,3/10/2021,0,-,11.1,0,24,D
"Wellington, Greta Point Cws",3/10/2021,0,-,10.4,0,24,D
"Wellington, Kelburn 2",3/10/2021,0,-,10.2,0,24,D
"Wellington, Kelburn Aws",3/10/2021,0,-,9.6,0,24,D
Baring Head,4/10/2021,2.2,-,13.5,0,24,D
Blenheim Aero Aws,4/10/2021,4.2,-,14.3,0,24,D
Blenheim Research Ews,4/10/2021,5.4,-,26.2,0,24,D
Brothers Island Aws,4/10/2021,7,-,7.6,0,24,D
Cape Campbell Aws,4/10/2021,7.4,-,60.6,0,24,D
Levin Aws,4/10/2021,7,-,5.8,0,24,D
Levin Ews,4/10/2021,6.4,-,9.7,0,24,D
Mana Island Aws,4/10/2021,5.4,-,13.2,0,24,D
Martinborough Ews,4/10/2021,1.6,-,19.8,0,24,D
Masterton Aero Aws,4/10/2021,5,-,5.6,0,24,D
Masterton Ews,4/10/2021,5.4,-,5.8,0,24,D
"Masterton, Te Ore Ore Cws",4/10/2021,3.8,-,7.9,0,24,D
"Masterton, Te Ore Ore Srig",4/10/2021,3.4,-,35.6,0,24,D
Maungaraki 3,4/10/2021,3.4,-,10.3,0,24,D
Ngawi Aws,4/10/2021,1.4,-,10.1,0,24,D
Paraparaumu Aero,4/10/2021,6.7,2,21.1,0,24,D
Paraparaumu Aero Aws,4/10/2021,4.6,-,16.3,0,24,D
Paraparaumu Ews,4/10/2021,3.8,-,23.1,0,24,D
"Porirua, Elsdon Park Aws",4/10/2021,5.2,-,11.2,0,24,D
Stephens Island Aws,4/10/2021,12.6,-,-,-,24,D
"Upper Hutt, Trentham Ews",4/10/2021,3.4,-,10.3,0,24,D
Wellington Aero,4/10/2021,3.8,-,10.2,0,24,D
"Wellington, Greta Point Cws",4/10/2021,3,-,10.3,0,24,D
"Wellington, Kelburn 2",4/10/2021,4.6,-,8.6,0,24,D
"Wellington, Kelburn Aws",4/10/2021,5,-,7.5,0,24,D
Baring Head,5/10/2021,4.4,-,12,0,24,D
Blenheim Aero Aws,5/10/2021,3.6,-,13.8,0,24,D
Blenheim Research Ews,5/10/2021,4,-,25.4,0,24,D
Brothers Island Aws,5/10/2021,2.8,-,7.4,0,24,D
Cape Campbell Aws,5/10/2021,11,-,52.8,0,24,D
Levin Aws,5/10/2021,3.6,-,4.9,0,24,D
Levin Ews,5/10/2021,2.8,-,9.5,0,24,D
Mana Island Aws,5/10/2021,7.2,-,8.6,0,24,D
Martinborough Ews,5/10/2021,5.2,-,17.8,0,24,D
Masterton Aero Aws,5/10/2021,1.8,-,6.6,0,24,D
Masterton Ews,5/10/2021,0.6,-,8,0,24,D
"Masterton, Te Ore Ore Cws",5/10/2021,0.8,-,9.9,0,24,D
"Masterton, Te Ore Ore Srig",5/10/2021,0.8,-,37.6,0,24,D
Maungaraki 3,5/10/2021,4.8,-,8.1,0,24,D
Ngawi Aws,5/10/2021,9.6,-,3.6,0,24,D
Paraparaumu Aero,5/10/2021,1.9,0,22.1,0,24,D
Paraparaumu Aero Aws,5/10/2021,3.4,-,15.8,0,24,D
Paraparaumu Ews,5/10/2021,3.2,-,22.8,0,24,D
"Porirua, Elsdon Park Aws",5/10/2021,4.6,-,9.2,0,24,D
Stephens Island Aws,5/10/2021,6.6,-,-,-,24,D
"Upper Hutt, Trentham Ews",5/10/2021,5.2,-,7.8,0,24,D
Wellington Aero,5/10/2021,1.8,-,11.4,0,24,D
"Wellington, Greta Point Cws",5/10/2021,2.4,-,10.9,0,24,D
"Wellington, Kelburn 2",5/10/2021,2,-,9.5,0,24,D
"Wellington, Kelburn Aws",5/10/2021,2.4,-,8.1,0,24,D
Baring Head,6/10/2021,0,-,15,0,24,D
Blenheim Aero Aws,6/10/2021,0,-,17,0,24,D
Blenheim Research Ews,6/10/2021,0.2,-,28.3,0,24,D
Brothers Island Aws,6/10/2021,0.4,-,9.6,0,24,D
Cape Campbell Aws,6/10/2021,0,-,55.9,0,24,D
Levin Aws,6/10/2021,0.8,-,6.8,0,24,D
Levin Ews,6/10/2021,0.2,-,11.9,0,24,D
Mana Island Aws,6/10/2021,0.6,-,10.6,0,24,D
Martinborough Ews,6/10/2021,0,-,21,0,24,D
Masterton Aero Aws,6/10/2021,0,-,9.4,0,24,D
Masterton Ews,6/10/2021,0.8,-,9.9,0,24,D
"Masterton, Te Ore Ore Cws",6/10/2021,1.2,-,11.5,0,24,D
"Masterton, Te Ore Ore Srig",6/10/2021,1.6,-,38.8,0,24,D
Maungaraki 3,6/10/2021,0.2,-,10.5,0,24,D
Ngawi Aws,6/10/2021,0,-,6.8,0,24,D
Paraparaumu Aero,6/10/2021,0.1,1,24.9,0,24,D
Paraparaumu Aero Aws,6/10/2021,0.2,-,18.5,0,24,D
Paraparaumu Ews,6/10/2021,0,-,25.7,0,24,D
"Porirua, Elsdon Park Aws",6/10/2021,0.8,-,11,0,24,D
Stephens Island Aws,6/10/2021,0.4,-,-,-,24,D
"Upper Hutt, Trentham Ews",6/10/2021,0,-,10.6,0,24,D
Wellington Aero,6/10/2021,0.3,-,14,0,24,D
"Wellington, Greta Point Cws",6/10/2021,0,-,13.8,0,24,D
"Wellington, Kelburn 2",6/10/2021,0.2,-,12.2,0,24,D
"Wellington, Kelburn Aws",6/10/2021,0.4,-,10.6,0,24,D
Baring Head,7/10/2021,0.8,-,17.1,0,24,D
Blenheim Aero Aws,7/10/2021,17.2,-,2.9,0,24,D
Blenheim Research Ews,7/10/2021,7.4,-,24,0,24,D
Brothers Island Aws,7/10/2021,1.8,-,10.4,0,24,D
Cape Campbell Aws,7/10/2021,0.6,-,58.4,0,24,D
Levin Aws,7/10/2021,2.6,-,6.8,0,24,D
Levin Ews,7/10/2021,2.2,-,12.2,0,24,D
Mana Island Aws,7/10/2021,1.8,-,11.4,0,24,D
Martinborough Ews,7/10/2021,0,-,24.1,0,24,D
Masterton Aero Aws,7/10/2021,0,-,12.3,0,24,D
Masterton Ews,7/10/2021,0,-,12.7,0,24,D
"Masterton, Te Ore Ore Cws",7/10/2021,0.2,-,14.1,0,24,D
"Masterton, Te Ore Ore Srig",7/10/2021,0.2,-,41.4,0,24,D
Maungaraki 3,7/10/2021,0.4,-,12.7,0,24,D
Ngawi Aws,7/10/2021,0.2,-,9.8,0,24,D
Paraparaumu Aero,7/10/2021,3.4,1,24.4,0,24,D
Paraparaumu Aero Aws,7/10/2021,2.2,-,19.2,0,24,D
Paraparaumu Ews,7/10/2021,1.8,-,26.8,0,24,D
"Porirua, Elsdon Park Aws",7/10/2021,1.2,-,12.4,0,24,D
Stephens Island Aws,7/10/2021,4.4,-,-,-,24,D
"Upper Hutt, Trentham Ews",7/10/2021,0,-,13.3,0,24,D
Wellington Aero,7/10/2021,0.4,-,16.5,0,24,D
"Wellington, Greta Point Cws",7/10/2021,0.6,-,16.1,0,24,D
"Wellington, Kelburn 2",7/10/2021,1.2,-,14,0,24,D
"Wellington, Kelburn Aws",7/10/2021,1.2,-,12.3,0,24,D
Baring Head,8/10/2021,0.2,-,19.8,0,24,D
Blenheim Aero Aws,8/10/2021,0,-,6,0,24,D
Blenheim Research Ews,8/10/2021,0.6,-,26.6,0,24,D
Brothers Island Aws,8/10/2021,2.4,-,10.6,0,24,D
Cape Campbell Aws,8/10/2021,0,-,61.6,0,24,D
Levin Aws,8/10/2021,8,-,1.5,0,24,D
Levin Ews,8/10/2021,6.6,-,8.2,0,24,D
Mana Island Aws,8/10/2021,3,-,11,0,24,D
Martinborough Ews,8/10/2021,1.8,-,25.5,0,24,D
Masterton Aero Aws,8/10/2021,3.2,-,11.9,0,24,D
Masterton Ews,8/10/2021,3.8,-,11.7,0,24,D
"Masterton, Te Ore Ore Cws",8/10/2021,3.4,-,13.4,0,24,D
"Masterton, Te Ore Ore Srig",8/10/2021,2.6,-,41.5,0,24,D
Maungaraki 3,8/10/2021,3.6,-,11.7,0,24,D
Ngawi Aws,8/10/2021,0.2,-,12.8,0,24,D
Paraparaumu Aero,8/10/2021,6.8,1,20.5,0,24,D
Paraparaumu Aero Aws,8/10/2021,8.6,-,13.5,0,24,D
Paraparaumu Ews,8/10/2021,7.6,-,22.1,0,24,D
"Porirua, Elsdon Park Aws",8/10/2021,3.2,-,11.8,0,24,D
Stephens Island Aws,8/10/2021,8.4,-,-,-,24,D
"Upper Hutt, Trentham Ews",8/10/2021,3.2,-,12.8,0,24,D
Wellington Aero,8/10/2021,1.7,-,17.8,0,24,D
"Wellington, Greta Point Cws",8/10/2021,1.6,-,17.5,0,24,D
"Wellington, Kelburn 2",8/10/2021,3.4,-,13.5,0,24,D
"Wellington, Kelburn Aws",8/10/2021,4,-,11.3,0,24,D
Baring Head,9/10/2021,0,-,22.8,0,24,D
Blenheim Aero Aws,9/10/2021,0,-,9.2,0,24,D
Blenheim Research Ews,9/10/2021,0,-,29.7,0,24,D
Brothers Island Aws,9/10/2021,0.2,-,13,0,24,D
Cape Campbell Aws,9/10/2021,0,-,64.7,0,24,D
Levin Aws,9/10/2021,0.2,-,4,0,24,D
Levin Ews,9/10/2021,0,-,10.8,0,24,D
Mana Island Aws,9/10/2021,0,-,13.6,0,24,D
Martinborough Ews,9/10/2021,0.2,-,28.5,0,24,D
Masterton Aero Aws,9/10/2021,0.2,-,14.6,0,24,D
Masterton Ews,9/10/2021,0,-,14.5,0,24,D
"Masterton, Te Ore Ore Cws",9/10/2021,0,-,16.2,0,24,D
"Masterton, Te Ore Ore Srig",9/10/2021,0,-,44.3,0,24,D
Maungaraki 3,9/10/2021,0,-,14.3,0,24,D
Ngawi Aws,9/10/2021,1,-,14.9,0,24,D
Paraparaumu Aero,9/10/2021,1.2,0,22.2,0,24,D
Paraparaumu Aero Aws,9/10/2021,1.2,-,15.2,0,24,D
Paraparaumu Ews,9/10/2021,1,-,24,0,24,D
"Porirua, Elsdon Park Aws",9/10/2021,0,-,14.4,0,24,D
Stephens Island Aws,9/10/2021,0.2,-,-,-,24,D
"Upper Hutt, Trentham Ews",9/10/2021,2.2,-,13.4,0,24,D
Wellington Aero,9/10/2021,0,-,20.7,0,24,D
"Wellington, Greta Point Cws",9/10/2021,0,-,20.4,0,24,D
"Wellington, Kelburn 2",9/10/2021,0,-,16.4,0,24,D
"Wellington, Kelburn Aws",9/10/2021,0,-,14.2,0,24,D
Baring Head,10/10/2021,0,-,25.7,0,24,D
Blenheim Aero Aws,10/10/2021,4.2,-,8.1,0,24,D
Blenheim Research Ews,10/10/2021,0.4,-,32.4,0,24,D
Brothers Island Aws,10/10/2021,0,-,15.6,0,24,D
Cape Campbell Aws,10/10/2021,0.2,-,67.6,0,24,D
Levin Aws,10/10/2021,0,-,6.6,0,24,D
Levin Ews,10/10/2021,0,-,13.4,0,24,D
Mana Island Aws,10/10/2021,0,-,16.2,0,24,D
Martinborough Ews,10/10/2021,0.2,-,31.5,0,24,D
Masterton Aero Aws,10/10/2021,0.2,-,17.2,0,24,D
Masterton Ews,10/10/2021,0,-,17.3,0,24,D
"Masterton, Te Ore Ore Cws",10/10/2021,0.2,-,18.8,0,24,D
"Masterton, Te Ore Ore Srig",10/10/2021,0.4,-,46.7,0,24,D
Maungaraki 3,10/10/2021,0,-,16.9,0,24,D
Ngawi Aws,10/10/2021,0,-,18.1,0,24,D
Paraparaumu Aero,10/10/2021,0,0,25.1,0,24,D
Paraparaumu Aero Aws,10/10/2021,0,-,18.1,0,24,D
Paraparaumu Ews,10/10/2021,0,-,26.9,0,24,D
"Porirua, Elsdon Park Aws",10/10/2021,0.4,-,16.6,0,24,D
Stephens Island Aws,10/10/2021,0.2,-,-,-,24,D
"Upper Hutt, Trentham Ews",10/10/2021,8.2,-,7.9,0,24,D
Wellington Aero,10/10/2021,0,-,23.6,0,24,D
"Wellington, Greta Point Cws",10/10/2021,0,-,23.3,0,24,D
"Wellington, Kelburn 2",10/10/2021,0,-,19.4,0,24,D
"Wellington, Kelburn Aws",10/10/2021,0,-,17.1,0,24,D
Baring Head,11/10/2021,0.4,-,28.2,0,24,D
Blenheim Aero Aws,11/10/2021,0,-,11.2,0,24,D
Blenheim Research Ews,11/10/2021,0,-,35.6,0,24,D
Brothers Island Aws,11/10/2021,0,-,18.2,0,24,D
Cape Campbell Aws,11/10/2021,0,-,70.8,0,24,D
Levin Aws,11/10/2021,0,-,9.3,0,24,D
Levin Ews,11/10/2021,0,-,15.9,0,24,D
Mana Island Aws,11/10/2021,0,-,18.8,0,24,D
Martinborough Ews,11/10/2021,0,-,34.6,0,24,D
Masterton Aero Aws,11/10/2021,0,-,20.1,0,24,D
Masterton Ews,11/10/2021,0,-,20,0,24,D
"Masterton, Te Ore Ore Cws",11/10/2021,0,-,21.6,0,24,D
"Masterton, Te Ore Ore Srig",11/10/2021,0,-,49.5,0,24,D
Maungaraki 3,11/10/2021,0,-,19.5,0,24,D
Ngawi Aws,11/10/2021,0,-,21.3,0,24,D
Paraparaumu Aero,11/10/2021,0,0,28,0,24,D
Paraparaumu Aero Aws,11/10/2021,0.2,-,20.8,0,24,D
Paraparaumu Ews,11/10/2021,0,-,29.8,0,24,D
"Porirua, Elsdon Park Aws",11/10/2021,0,-,19.2,0,24,D
Stephens Island Aws,11/10/2021,0,-,-,-,24,D
"Upper Hutt, Trentham Ews",11/10/2021,0,-,10.7,0,24,D
Wellington Aero,11/10/2021,0,-,26.6,0,24,D
"Wellington, Greta Point Cws",11/10/2021,0,-,26.3,0,24,D
"Wellington, Kelburn 2",11/10/2021,0,-,22.3,0,24,D
"Wellington, Kelburn Aws",11/10/2021,0,-,20.1,0,24,D
Baring Head,12/10/2021,5.6,-,25.6,0,24,D
Blenheim Aero Aws,12/10/2021,6.2,-,8.2,0,24,D
Blenheim Research Ews,12/10/2021,2.2,-,36.5,0,24,D
Brothers Island Aws,12/10/2021,3.8,-,17,0,24,D
Cape Campbell Aws,12/10/2021,0,-,73.9,0,24,D
Levin Aws,12/10/2021,17.2,-,0,5.2,24,D
Levin Ews,12/10/2021,15.2,-,3.3,0,24,D
Mana Island Aws,12/10/2021,11.6,-,9.8,0,24,D
Martinborough Ews,12/10/2021,0.4,-,37.4,0,24,D
Masterton Aero Aws,12/10/2021,1,-,21.9,0,24,D
Masterton Ews,12/10/2021,0.2,-,22.6,0,24,D
"Masterton, Te Ore Ore Cws",12/10/2021,0.2,-,24.1,0,24,D
"Masterton, Te Ore Ore Srig",12/10/2021,0.4,-,51.8,0,24,D
Maungaraki 3,12/10/2021,19.8,-,2.3,0,24,D
Ngawi Aws,12/10/2021,0.2,-,24.3,0,24,D
Paraparaumu Aero,12/10/2021,24.5,0,6.4,0,24,D
Paraparaumu Aero Aws,12/10/2021,23,-,0.7,0,24,D
Paraparaumu Ews,12/10/2021,23.2,-,9.5,0,24,D
"Porirua, Elsdon Park Aws",12/10/2021,17.8,-,4,0,24,D
Stephens Island Aws,12/10/2021,3.6,-,-,-,24,D
"Upper Hutt, Trentham Ews",12/10/2021,14.2,-,0,0.8,24,D
Wellington Aero,12/10/2021,10.4,-,19.1,0,24,D
"Wellington, Greta Point Cws",12/10/2021,8.2,-,21,0,24,D
"Wellington, Kelburn 2",12/10/2021,13.8,-,11.4,0,24,D
"Wellington, Kelburn Aws",12/10/2021,13.4,-,9.6,0,24,D
Baring Head,13/10/2021,4,-,24.5,0,24,D
Blenheim Aero Aws,13/10/2021,4.4,-,6.9,0,24,D
Blenheim Research Ews,13/10/2021,3.8,-,35.8,0,24,D
Brothers Island Aws,13/10/2021,6,-,13.6,0,24,D
Cape Campbell Aws,13/10/2021,7,-,70,0,24,D
Levin Aws,13/10/2021,16.8,-,0,14.1,24,D
Levin Ews,13/10/2021,14.6,-,0,8.7,24,D
Mana Island Aws,13/10/2021,7.2,-,5.2,0,24,D
Martinborough Ews,13/10/2021,8,-,32.6,0,24,D
Masterton Aero Aws,13/10/2021,8.2,-,16.6,0,24,D
Masterton Ews,13/10/2021,5.8,-,19.6,0,24,D
"Masterton, Te Ore Ore Cws",13/10/2021,5,-,21.9,0,24,D
Maungaraki 3,13/10/2021,16.8,-,0,11.9,24,D
Ngawi Aws,13/10/2021,0.8,-,26.6,0,24,D
Paraparaumu Aero,13/10/2021,2.1,1,7.2,0,24,D
Paraparaumu Aero Aws,13/10/2021,2.6,-,1,0,24,D
Paraparaumu Ews,13/10/2021,2,-,10.4,0,24,D
"Porirua, Elsdon Park Aws",13/10/2021,4.2,-,2.4,0,24,D
Stephens Island Aws,13/10/2021,3.6,-,-,-,24,D
"Upper Hutt, Trentham Ews",13/10/2021,14.2,-,0,11.5,24,D
Wellington Aero,13/10/2021,9,-,13,0,24,D
"Wellington, Greta Point Cws",13/10/2021,12,-,11.9,0,24,D
"Wellington, Kelburn 2",13/10/2021,14.4,-,0,0,24,D
"Wellington, Kelburn Aws",13/10/2021,14.4,-,0,1.9,24,D
Baring Head,14/10/2021,0.8,-,26.6,0,24,D
Blenheim Aero Aws,14/10/2021,0,-,10,0,24,D
Blenheim Research Ews,14/10/2021,0,-,38.9,0,24,D
Brothers Island Aws,14/10/2021,0.4,-,15.8,0,24,D
Cape Campbell Aws,14/10/2021,0,-,73.1,0,24,D
Levin Aws,14/10/2021,1.8,-,0.9,0,24,D
Levin Ews,14/10/2021,1.8,-,0.8,0,24,D
Mana Island Aws,14/10/2021,9.8,-,0,2,24,D
Martinborough Ews,14/10/2021,16.6,-,19.2,0,24,D
Masterton Aero Aws,14/10/2021,8.4,-,11,0,24,D
Masterton Ews,14/10/2021,8.4,-,14,0,24,D
"Masterton, Te Ore Ore Cws",14/10/2021,8.6,-,16.1,0,24,D
Maungaraki 3,14/10/2021,11.6,-,0,9,24,D
Ngawi Aws,14/10/2021,4.6,-,25.2,0,24,D
Paraparaumu Aero,14/10/2021,8.3,0,1.8,0,24,D
Paraparaumu Aero Aws,14/10/2021,9.2,-,0,5.3,24,D
Paraparaumu Ews,14/10/2021,8.6,-,4.7,0,24,D
"Porirua, Elsdon Park Aws",14/10/2021,9.4,-,0,4.4,24,D
Stephens Island Aws,14/10/2021,0.2,-,-,-,24,D
"Upper Hutt, Trentham Ews",14/10/2021,28,-,0,25.3,24,D
Wellington Aero,14/10/2021,7.7,-,8.2,0,24,D
"Wellington, Greta Point Cws",14/10/2021,9.6,-,5.2,0,24,D
"Wellington, Kelburn 2",14/10/2021,12.2,-,0,9.3,24,D
"Wellington, Kelburn Aws",14/10/2021,12.2,-,0,9.3,24,D
Baring Head,15/10/2021,0,-,29.6,0,24,D
Blenheim Aero Aws,15/10/2021,0,-,13.1,0,24,D
Blenheim Research Ews,15/10/2021,0,-,42.1,0,24,D
Brothers Island Aws,15/10/2021,0,-,18.4,0,24,D
Cape Campbell Aws,15/10/2021,0,-,76.3,0,24,D
Levin Aws,15/10/2021,0.2,-,3.3,0,24,D
Levin Ews,15/10/2021,0.2,-,3.1,0,24,D
Mana Island Aws,15/10/2021,0.2,-,2.4,0,24,D
Martinborough Ews,15/10/2021,0,-,22.3,0,24,D
Masterton Aero Aws,15/10/2021,2.6,-,11.3,0,24,D
Masterton Ews,15/10/2021,2.4,-,14.3,0,24,D
"Masterton, Te Ore Ore Cws",15/10/2021,1.4,-,17.5,0,24,D
Maungaraki 3,15/10/2021,0.2,-,2.4,0,24,D
Ngawi Aws,15/10/2021,0.8,-,27.6,0,24,D
Paraparaumu Aero,15/10/2021,0,0,4.7,0,24,D
Paraparaumu Aero Aws,15/10/2021,0,-,2.9,0,24,D
Paraparaumu Ews,15/10/2021,0,-,7.6,0,24,D
"Porirua, Elsdon Park Aws",15/10/2021,3.6,-,0,1,24,D
Stephens Island Aws,15/10/2021,0,-,-,-,24,D
"Upper Hutt, Trentham Ews",15/10/2021,0.2,-,2.5,0,24,D
Wellington Aero,15/10/2021,0.1,-,11.1,0,24,D
"Wellington, Greta Point Cws",15/10/2021,0.2,-,8,0,24,D
"Wellington, Kelburn 2",15/10/2021,0,-,2.9,0,24,D
"Wellington, Kelburn Aws",15/10/2021,0.2,-,2.7,0,24,D
Baring Head,16/10/2021,0,-,32.5,0,24,D
Blenheim Aero Aws,16/10/2021,0,-,16.3,0,24,D
Blenheim Research Ews,16/10/2021,0,-,45.2,0,24,D
Brothers Island Aws,16/10/2021,0,-,21,0,24,D
Cape Campbell Aws,16/10/2021,0,-,79.3,0,24,D
Levin Aws,16/10/2021,0,-,6,0,24,D
Levin Ews,16/10/2021,0,-,5.7,0,24,D
Mana Island Aws,16/10/2021,0,-,5,0,24,D
Martinborough Ews,16/10/2021,0,-,25.5,0,24,D
Masterton Aero Aws,16/10/2021,0,-,14.1,0,24,D
Masterton Ews,16/10/2021,0,-,17.1,0,24,D
"Masterton, Te Ore Ore Cws",16/10/2021,0,-,20.3,0,24,D
"Masterton, Te Ore Ore Srig",16/10/2021,0,-,62.9,0,24,D
Maungaraki 3,16/10/2021,0,-,5,0,24,D
Ngawi Aws,16/10/2021,0.2,-,30.6,0,24,D
Paraparaumu Aero,16/10/2021,0,0,7.6,0,24,D
Paraparaumu Aero Aws,16/10/2021,0,-,5.8,0,24,D
Paraparaumu Ews,16/10/2021,0,-,10.5,0,24,D
Stephens Island Aws,16/10/2021,0,-,-,-,24,D
"Upper Hutt, Trentham Ews",16/10/2021,0,-,5.3,0,24,D
Wellington Aero,16/10/2021,0,-,14,0,24,D
"Wellington, Greta Point Cws",16/10/2021,0,-,10.9,0,24,D
"Wellington, Kelburn 2",16/10/2021,0,-,5.9,0,24,D
"Wellington, Kelburn Aws",16/10/2021,0,-,5.7,0,24,D
Baring Head,17/10/2021,0,-,35.4,0,24,D
Blenheim Aero Aws,17/10/2021,0.4,-,19,0,24,D
Blenheim Research Ews,17/10/2021,0.6,-,47.7,0,24,D
Brothers Island Aws,17/10/2021,0,-,23.6,0,24,D
Cape Campbell Aws,17/10/2021,0,-,82.3,0,24,D
Levin Aws,17/10/2021,0,-,8.7,0,24,D
Levin Ews,17/10/2021,0,-,8.3,0,24,D
Mana Island Aws,17/10/2021,0,-,7.6,0,24,D
Martinborough Ews,17/10/2021,0,-,28.7,0,24,D
Masterton Aero Aws,17/10/2021,0,-,17,0,24,D
Masterton Ews,17/10/2021,0,-,19.9,0,24,D
"Masterton, Te Ore Ore Cws",17/10/2021,0,-,23,0,24,D
"Masterton, Te Ore Ore Srig",17/10/2021,0,-,65.7,0,24,D
Maungaraki 3,17/10/2021,0,-,7.6,0,24,D
Ngawi Aws,17/10/2021,0,-,33.7,0,24,D
Paraparaumu Aero,17/10/2021,0,0,10.5,0,24,D
Paraparaumu Aero Aws,17/10/2021,0,-,8.7,0,24,D
Paraparaumu Ews,17/10/2021,0,-,13.4,0,24,D
Stephens Island Aws,17/10/2021,0,-,-,-,24,D
"Upper Hutt, Trentham Ews",17/10/2021,0,-,8,0,24,D
Wellington Aero,17/10/2021,0,-,16.9,0,24,D
"Wellington, Greta Point Cws",17/10/2021,0,-,13.8,0,24,D
"Wellington, Kelburn 2",17/10/2021,0,-,8.8,0,24,D
"Wellington, Kelburn Aws",17/10/2021,0,-,8.6,0,24,D
Baring Head,18/10/2021,1.8,-,36.6,0,24,D
Blenheim Aero Aws,18/10/2021,14.2,-,7.9,0,24,D
Blenheim Research Ews,18/10/2021,12,-,38.9,0,24,D
Brothers Island Aws,18/10/2021,4.2,-,22,0,24,D
Cape Campbell Aws,18/10/2021,7.8,-,77.3,0,24,D
Levin Aws,18/10/2021,15,-,0,3.7,24,D
Levin Ews,18/10/2021,13.8,-,0,2.9,24,D
Mana Island Aws,18/10/2021,9.2,-,1,0,24,D
Martinborough Ews,18/10/2021,2.8,-,29.1,0,24,D
Masterton Aero Aws,18/10/2021,3.6,-,16.2,0,24,D
Masterton Ews,18/10/2021,1.2,-,21.5,0,24,D
"Masterton, Te Ore Ore Cws",18/10/2021,0.6,-,25.2,0,24,D
"Masterton, Te Ore Ore Srig",18/10/2021,0.6,-,67.9,0,24,D
Maungaraki 3,18/10/2021,8.8,-,1.4,0,24,D
Ngawi Aws,18/10/2021,0,-,36.9,0,24,D
Paraparaumu Aero,18/10/2021,23.8,1,0,10.4,24,D
Paraparaumu Aero Aws,18/10/2021,23.4,-,0,11.8,24,D
Paraparaumu Ews,18/10/2021,22.2,-,0,5.9,24,D
Stephens Island Aws,18/10/2021,3,-,-,-,24,D
"Upper Hutt, Trentham Ews",18/10/2021,25.2,-,0,14.4,24,D
Wellington Aero,18/10/2021,4.4,-,15.5,0,24,D
"Wellington, Greta Point Cws",18/10/2021,2.6,-,14.2,0,24,D
"Wellington, Kelburn 2",18/10/2021,6,-,5.7,0,24,D
"Wellington, Kelburn Aws",18/10/2021,6,-,5.5,0,24,D
Baring Head,19/10/2021,0,-,39.5,0,24,D
Blenheim Aero Aws,19/10/2021,0,-,11.1,0,24,D
Blenheim Research Ews,19/10/2021,0,-,42,0,24,D
Brothers Island Aws,19/10/2021,0,-,24.6,0,24,D
Cape Campbell Aws,19/10/2021,0,-,80.3,0,24,D
Levin Aws,19/10/2021,0,-,2.7,0,24,D
Levin Ews,19/10/2021,0,-,2.6,0,24,D
Mana Island Aws,19/10/2021,0,-,3.6,0,24,D
Martinborough Ews,19/10/2021,0,-,32.2,0,24,D
Masterton Aero Aws,19/10/2021,0,-,19.1,0,24,D
Masterton Ews,19/10/2021,0.4,-,23.9,0,24,D
"Masterton, Te Ore Ore Cws",19/10/2021,0,-,28,0,24,D
"Masterton, Te Ore Ore Srig",19/10/2021,0,-,70.7,0,24,D
Maungaraki 3,19/10/2021,0,-,4,0,24,D
Ngawi Aws,19/10/2021,0,-,40.1,0,24,D
Paraparaumu Aero,19/10/2021,0,0,2.9,0,24,D
Paraparaumu Aero Aws,19/10/2021,0,-,2.9,0,24,D
Paraparaumu Ews,19/10/2021,0,-,2.9,0,24,D
Stephens Island Aws,19/10/2021,0.2,-,-,-,24,D
"Upper Hutt, Trentham Ews",19/10/2021,0.4,-,2.3,0,24,D
Wellington Aero,19/10/2021,0,-,18.4,0,24,D
"Wellington, Greta Point Cws",19/10/2021,0,-,17.1,0,24,D
"Wellington, Kelburn 2",19/10/2021,0,-,8.7,0,24,D
"Wellington, Kelburn Aws",19/10/2021,0,-,8.5,0,24,D
Baring Head,20/10/2021,0.2,-,42.2,0,24,D
Blenheim Aero Aws,20/10/2021,0,-,14.2,0,24,D
Blenheim Research Ews,20/10/2021,0,-,45.1,0,24,D
Brothers Island Aws,20/10/2021,0,-,27.2,0,24,D
Cape Campbell Aws,20/10/2021,0,-,83.3,0,24,D
Levin Aws,20/10/2021,0,-,5.3,0,24,D
