SAMPLELOCATION,DATECOLLECTED,daily_flow_rate_m3,STARLIMS,
TK_Stratford,25/01/2022,2244,22EV0507-001-0,
TK_Stratford,26/01/2022,2393,22EV0561-001-0,
TK_Stratford,1/2/2022,2141,22EV0696-001-0,
TK_Stratford,2/2/2022,1878,22EV0741-001-0,
TK_Stratford,9/2/2022,9487,22EV0921-001-0,
TK_Stratford,10/2/2022,8095,22EV0981-001-0,
TK_Stratford,15/02/2022,16820,22EV1070-001-0,
TK_Stratford,16/02/2022,13761,22EV1115-001-0,
TK_Stratford,22/02/2022,5949,22EV1272-001-0,
TK_Stratford,23/02/2022,5317,22EV1309-001-0,
TK_Stratford,1/3/2022,3241,22EV1431-001-0,
TK_Stratford,2/3/2022,3174,22EV1473-001-0,
TK_Stratford,8/3/2022,2925,22EV1632-001-0,
TK_Stratford,9/3/2022,2815,22EV1656-001-0,
TK_Stratford,16/03/2022,2533,22EV1890-001-0,
TK_Stratford,17/03/2022,2552,22EV1889-001-0,
TK_Stratford,23/03/2022,4221,22EV2008-001-0,
TK_Stratford,24/03/2022,4221,22EV2045-001-0,
TK_Stratford,5/5/2022,3577,22EV2955-001-0,
TK_Stratford,10/5/2022,3713,22EV3033-001-0,
TK_Stratford,19/05/2022,2817,22EV3264-001-0,
TK_Stratford,25/05/2022,3480,22EV3361-001-0,
TK_Stratford,2/6/2022,13716,22EV3551-001-0,
TK_Stratford,9/6/2022,9041,22EV3681-001-0,
TK_Stratford,16/06/2022,11287,22EV3828-001-0,
TK_Waverley,10/1/2022,194,22EV0119-001-0,
TK_Waverley,11/1/2022,196,22EV0158-001-0,
TK_Waverley,12/1/2022,192,22EV0231-001-0,
TK_Waverley,18/01/2022,124,22EV0333-001-0,
TK_Waverley,19/01/2022,109,22EV0374-001-0,
TK_Waverley,25/01/2022,231,22EV0487-001-0,
TK_Waverley,26/01/2022,238,22EV0580-001-0,
TK_Waverley,1/2/2022,327,22EV0697-001-0,
TK_Waverley,2/2/2022,352,22EV0742-001-0,
TK_Waverley,8/2/2022,411,22EV0853-001-0,
TK_Waverley,9/2/2022,396,22EV0914-001-0,
TK_Waverley,15/02/2022,497,22EV1071-001-0,
TK_Waverley,16/02/2022,445,22EV1114-001-0,
TK_Waverley,22/02/2022,371,22EV1262-001-0,
TK_Waverley,23/02/2022,368,22EV1307-001-0,
TK_Waverley,1/3/2022,354,22EV1429-001-0,
TK_Waverley,2/3/2022,372,22EV1467-001-0,
TK_Waverley,8/3/2022,393,22EV1633-001-0,
TK_Waverley,9/3/2022,365,22EV1655-001-0,
TK_Waverley,15/03/2022,322,22EV1796-001-0,
TK_Waverley,16/03/2022,332,22EV1839-001-0,
TK_Waverley,22/03/2022,455,22EV1970-001-0,
TK_Waverley,23/03/2022,393,22EV2003-001-0,
TK_Waverley,29/03/2022,339,22EV2133-001-0,
TK_Waverley,30/03/2022,318,22EV2170-001-0,
TK_Waverley,5/4/2022,337,22EV2298-001-0,
TK_Waverley,6/4/2022,441,22EV2335-001-0,
TK_Waverley,12/4/2022,359,22EV2452-001-0,
TK_Waverley,13/04/2022,339,22EV2504-001-0,
TK_Waverley,20/04/2022,219,22EV2617-001-0,
TK_Waverley,27/04/2022,507,22EV2749-001-0,
TK_Waverley,3/5/2022,760,22EV2868-001-0,
TK_Waverley,4/5/2022,727,22EV2921-001-0,
TK_Waverley,10/5/2022,482,22EV3032-001-0,
TK_Waverley,11/5/2022,507,22EV3089-001-0,
TK_Waverley,17/05/2022,1844,22EV3191-001-0,
TK_Waverley,18/05/2022,1633,22EV3236-001-0,
TK_Waverley,24/05/2022,671,22EV3332-001-0,
TK_Waverley,25/05/2022,1025,22EV3360-001-0,
TK_Waverley,31/05/2022,709,22EV3478-001-0,
TK_Waverley,8/6/2022,228,22EV3652-001-0,
TK_Waverley,14/06/2022,1273,22EV3765-001-0,
TK_Waverley,21/06/2022,,22EV3905-001-0,
TK_Waverley,28/06/2022,,22EV4036-001-0,
TK_Waverley,5/7/2022,,22EV4188-001-0,
TK_Waverley,12/7/2022,,22EV4340-001-0,
TS_Motueka,11/1/2022,2544,22EV0180-001-0,
TS_Motueka,20/01/2022,2309,22EV0424-001-0,
TS_Motueka,26/01/2022,2894,22EV0583-001-0,
TS_Motueka,3/2/2022,1950,22EV0816-001-0,
TS_Motueka,9/2/2022,2235,22EV1005-001-0,
TS_Motueka,17/02/2022,2496,22EV1205-001-0,
TS_Motueka,24/02/2022,2335,22EV1381-001-0,
TS_Motueka,3/3/2022,2200,22EV1548-001-0,
TS_Motueka,9/3/2022,2140,22EV1667-001-0,
TS_Motueka,16/03/2022,1995,22EV1853-001-0,
TS_Motueka,24/03/2022,2262,22EV2068-001-0,
TS_Motueka,30/03/2022,2064,22EV2197-001-0,
TS_Motueka,8/4/2022,2083,22EV2399-001-0,
TS_Motueka,13/04/2022,1927,22EV2548-001-0,
TS_Motueka,20/04/2022,2156,22EV2687-001-0,
TS_Motueka,28/04/2022,2010,22EV2820-001-0,
TS_Motueka,4/5/2022,2053,22EV2932-001-0,
TS_Motueka,9/5/2022,1986,22EV3002-001-0,
TS_Motueka,20/05/2022,2620,22EV3276-001-0,
TS_Motueka,26/05/2022,2194,22EV3425-001-0,
TS_Motueka,2/6/2022,2701,22EV3561-001-0,
TS_Motueka,9/6/2022,3483,22EV3699-001-0,
TS_Motueka,22/06/2022,2898,22EV3966-001-0,
TS_Motueka,28/06/2022,3512,22EV4085-001-0,
TS_Motueka,5/7/2022,2793,22EV4200-001-0,
TS_Motueka,12/7/2022,9920,22EV4383-001-0,
WC_Greymouth,6/1/2022,,22EV0103-001-0,
WC_Greymouth,25/01/2022,,22EV0535-001-0,
WC_Greymouth,2/3/2022,1735.8,22EV1492-001-0,
WC_Greymouth,7/3/2022,1765.2,22EV1588-001-0,
WC_Greymouth,15/03/2022,2143.6,22EV1806-001-0,
WC_Greymouth,23/03/2022,2026.1,22EV2014-001-0,
WC_Greymouth,28/03/2022,1861.9,22EV2112-001-0,
WC_Greymouth,4/4/2022,2210.1,22EV2269-001-0,
WC_Greymouth,11/4/2022,2141.9,22EV2422-001-0,
WC_Greymouth,20/04/2022,3338.5,22EV2631-001-0,
WC_Greymouth,26/04/2022,2951.4,22EV2720-001-0,
WC_Greymouth,11/5/2022,2724.2,22EV3091-001-0,
WC_Greymouth,16/05/2022,5182.3,22EV3152-001-0,
WC_Greymouth,23/05/2022,2639.5,22EV3314-001-0,
WC_Greymouth,30/05/2022,4497.1,22EV3494-001-0,
WC_Greymouth,7/6/2022,4303.6,22EV3607-001-0,
WC_Greymouth,13/06/2022,4272.5,22EV3729-001-0,
WC_Greymouth,20/06/2022,2465.9,22EV3871-001-0,
WC_Greymouth,27/06/2022,,22EV4001-001-0,
WC_Greymouth,6/7/2022,,22EV4242-001-0,
WC_Greymouth,11/7/2022,,22EV4316-001-0,
WC_Westport,1/8/2022,6048,22EV4830-001-0,
WG_Carterton,5/1/2022,2721,22EV0049-001-0,
WG_Carterton,10/1/2022,1641,22EV0129-001-0,
WG_Carterton,13/01/2022,1847,22EV0247-001-0,
WG_Carterton,18/01/2022,2324,22EV0339-001-0,
WG_Carterton,20/01/2022,2592,22EV0407-001-0,
WG_Carterton,25/01/2022,2188,22EV0551-001-0,
WG_Carterton,28/01/2022,1944,22EV0634-001-0,
WG_Carterton,31/01/2022,2118,22EV0645-001-0,
WG_Carterton,3/2/2022,1829,22EV0815-001-0,
WG_Carterton,8/2/2022,4477,22EV0861-001-0,
WG_Carterton,11/2/2022,7121,22EV1015-001-0,
WG_Carterton,18/02/2022,7822,22EV1204-001-0,
WG_Carterton,23/02/2022,7843,22EV1313-001-0,
WG_Carterton,1/3/2022,7975,22EV1438-001-0,
WG_Carterton,3/3/2022,6236,22EV1533-001-0,
WG_Carterton,7/3/2022,4540,22EV1579-001-0,
WG_Carterton,10/3/2022,10213,22EV1703-001-0,
WG_Carterton,15/03/2022,9263,22EV1801-001-0,
WG_Carterton,17/03/2022,9104,22EV1898-001-0,
WG_Carterton,21/03/2022,7644,22EV1922-001-0,
WG_Carterton,24/03/2022,7593,22EV2057-001-0,
WG_Carterton,29/03/2022,18958,22EV2135-001-0,
WG_Carterton,1/4/2022,5172,22EV2236-001-0,
WG_Carterton,4/4/2022,4532,22EV2262-001-0,
WG_Carterton,7/4/2022,4154,22EV2383-001-0,
WG_Carterton,12/4/2022,3495,22EV2461-001-0,
WG_Carterton,14/04/2022,3285,22EV2542-001-0,
WG_Carterton,19/04/2022,2912,22EV2575-001-0,
WG_Carterton,21/04/2022,2680,22EV2672-001-0,
WG_Carterton,26/04/2022,2653,22EV2709-001-0,
WG_Carterton,28/04/2022,2540,22EV2794-001-0,
WG_Carterton,2/5/2022,2464,22EV2836-001-0,
WG_Carterton,5/5/2022,2393,22EV2960-001-0,
WG_Carterton,9/5/2022,2203,22EV2992-001-0,
WG_Carterton,13/05/2022,2467,22EV3130-001-0,
WG_Carterton,16/05/2022,2459,22EV3140-001-0,
WG_Carterton,19/05/2022,2564,22EV3269-001-0,
WG_Carterton,23/05/2022,3316,22EV3308-001-0,
WG_Carterton,26/05/2022,2842,22EV3409-001-0,
WG_Carterton,30/05/2022,2626,22EV3442-001-0,
WG_Carterton,2/6/2022,3768,22EV3553-001-0,
WG_Carterton,7/6/2022,3892,22EV3596-001-0,
WG_Carterton,13/06/2022,18608,22EV3723-001-0,
WG_Carterton,16/06/2022,21297,22EV3836-001-0,
WG_Carterton,20/06/2022,21584,22EV3865-001-0,
WG_Carterton,22/06/2022,19455,22EV3961-001-0,
WG_Carterton,27/06/2022,10638,22EV3992-001-0,
WG_Carterton,29/06/2022,6095,22EV4076-001-0,
WG_Carterton,4/7/2022,4800,22EV4150-001-0,
WG_Carterton,7/7/2022,4292,22EV4270-001-0,
WG_Carterton,12/7/2022,18788,22EV4344-001-0,
WG_Carterton,27/07/2022,19913,22EV4711-001-0,
WG_Carterton,1/8/2022,19440,22EV4782-001-0,
WG_Carterton,4/8/2022,20218,22EV4905-001-0,
WG_Masterton,10/2/2022,19036,22EV0991-001-0,
WG_Masterton,15/02/2022,44848,22EV1078-001-0,
WG_Masterton,22/02/2022,33324,22EV1277-001-0,
WG_Masterton,23/02/2022,30964,22EV1310-001-0,
WG_Masterton,28/02/2022,24516,22EV1397-001-0,
WG_Masterton,2/3/2022,23300,22EV1474-001-0,
WG_Masterton,7/3/2022,20850,22EV1583-001-0,
WG_Masterton,9/3/2022,19650,22EV1657-001-0,
WG_Masterton,14/03/2022,17550,22EV1748-001-0,
WG_Masterton,16/03/2022,17050,22EV1846-001-0,
WG_Masterton,21/03/2022,15900,22EV1923-001-0,
WG_Masterton,23/03/2022,16100,22EV2009-001-0,
WG_Masterton,28/03/2022,22400,22EV2106-001-0,
WG_Masterton,30/03/2022,19950,22EV2176-001-0,
WG_Masterton,4/4/2022,16400,22EV2263-001-0,
WG_Masterton,6/4/2022,15400,22EV2336-001-0,
WG_Masterton,12/4/2022,14150,22EV2462-001-0,
WG_Masterton,13/04/2022,13900,22EV2511-001-0,
WG_Masterton,19/04/2022,13200,22EV2577-001-0,
WG_Masterton,20/04/2022,13250,22EV2629-001-0,
WG_Masterton,26/04/2022,12700,22EV2713-001-0,
WG_Masterton,27/04/2022,12600,22EV2754-001-0,
WG_Masterton,2/5/2022,12150,22EV2837-001-0,
WG_Masterton,3/5/2022,12100,22EV2876-001-0,
WG_Masterton,9/5/2022,11700,22EV2996-001-0,
WG_Masterton,10/5/2022,12850,22EV3042-001-0,
WG_Masterton,16/05/2022,12800,22EV3144-001-0,
WG_Masterton,17/05/2022,12900,22EV3198-001-0,
WG_Masterton,23/05/2022,13450,22EV3309-001-0,
WG_Masterton,24/05/2022,13050,22EV3333-001-0,
WG_Masterton,30/05/2022,13050,22EV3446-001-0,
WG_Masterton,31/05/2022,14250,22EV3484-001-0,
WG_Masterton,7/6/2022,14354,22EV3597-001-0,
WG_Masterton,8/6/2022,14154,22EV3656-001-0,
WG_Masterton,13/06/2022,24498,22EV3724-001-0,
WG_Masterton,14/06/2022,28302,22EV3771-001-0,
WG_Masterton,20/06/2022,21672,22EV3866-001-0,
WG_Masterton,21/06/2022,21170,22EV3910-001-0,
WG_Masterton,27/06/2022,19232,22EV3996-001-0,
WG_Masterton,28/06/2022,18936,22EV4041-001-0,
WG_Masterton,4/7/2022,,22EV4151-001-0,
WG_Masterton,5/7/2022,,22EV4193-001-0,
WG_Masterton,12/7/2022,,22EV4308-001-0,
WG_Masterton,13/07/2022,,22EV4348-001-0,
WG_Masterton,8/3/2022,25750,22EV4860-001-0,
WK_Hamilton,13/01/2022,43943,22EV0252-001-0,
WK_Hamilton,25/01/2022,43986,22EV0498-001-0,
WK_Hamilton,26/01/2022,44335,22EV0619-001-0,
WK_Hamilton,1/2/2022,44324,22EV0698-001-0,
WK_Hamilton,9/2/2022,53176,22EV0983-001-0,
WK_Hamilton,10/2/2022,48801,22EV0984-001-0,
WK_Hamilton,15/02/2022,47793,22EV1116-001-0,
WK_Hamilton,16/02/2022,46340,22EV1117-001-0,
WK_Hamilton,17/02/2022,45392,22EV1171-001-0,
WK_Hamilton,21/02/2022,46894,22EV1322-001-0,
WK_Hamilton,22/02/2022,46670,22EV1323-001-0,
WK_Hamilton,23/02/2022,47178,22EV1324-001-0,
WK_Hamilton,28/02/2022,45921,22EV1520-001-0,
WK_Hamilton,2/3/2022,46766,22EV1522-001-0,
WK_Hamilton,7/3/2022,46275,22EV1578-001-0,
WK_Hamilton,8/3/2022,46275,22EV1706-001-0,
WK_Hamilton,9/3/2022,46585,22EV1707-001-0,
WK_Hamilton,15/03/2022,44244,22EV1850-001-0,
WK_Hamilton,16/03/2022,44821,22EV1851-001-0,
WK_Hamilton,17/03/2022,44486,22EV1891-001-0,
WK_Hamilton,22/03/2022,85701,22EV2047-001-0,
WK_Hamilton,23/03/2022,59668,22EV2048-001-0,
WK_Hamilton,24/03/2022,48992,22EV2049-001-0,
WK_Hamilton,28/03/2022,44881,22EV2173-001-0,
WK_Hamilton,29/03/2022,46126,22EV2174-001-0,
WK_Hamilton,30/03/2022,46126,22EV2175-001-0,
WK_Hamilton,4/4/2022,45980,22EV2414-001-0,
WK_Hamilton,5/4/2022,47336,22EV2415-001-0,
WK_Hamilton,6/4/2022,46384,22EV2416-001-0,
WK_Hamilton,11/4/2022,44532,22EV2417-001-0,
WK_Hamilton,12/4/2022,45583,22EV2453-001-0,
WK_Hamilton,13/04/2022,45027,22EV2505-001-0,
WK_Hamilton,19/04/2022,40917,22EV2573-001-0,
WK_Hamilton,20/04/2022,44470,22EV2618-001-0,
WK_Hamilton,21/04/2022,44681,22EV2669-001-0,
WK_Hamilton,26/04/2022,43531,22EV2750-001-0,
WK_Hamilton,27/04/2022,45020,22EV2751-001-0,
WK_Hamilton,28/04/2022,44282,22EV2790-001-0,
WK_Hamilton,2/5/2022,44035,22EV2835-001-0,
WK_Hamilton,3/5/2022,45474,22EV2922-001-0,
WK_Hamilton,5/5/2022,45312,22EV2956-001-0,
WK_Hamilton,9/5/2022,43090,22EV2991-001-0,
WK_Hamilton,10/5/2022,46770,22EV3034-001-0,
WK_Hamilton,12/5/2022,47326,22EV3113-001-0,
WK_Hamilton,16/05/2022,42855,22EV3192-001-0,
WK_Hamilton,17/05/2022,48011,22EV3193-001-0,
WK_Hamilton,18/05/2022,45825,22EV3237-001-0,
WK_Hamilton,24/05/2022,51201,22EV3344-001-0,
WK_Hamilton,25/05/2022,48170,22EV3362-001-0,
WK_Hamilton,26/05/2022,46901,22EV3396-001-0,
WK_Hamilton,30/05/2022,46901,22EV3438-001-0,
WK_Hamilton,31/05/2022,43744,22EV3479-001-0,
WK_Hamilton,1/6/2022,58445,22EV3534-001-0,
WK_Hamilton,7/6/2022,57317,22EV3616-001-0,
WK_Hamilton,8/6/2022,55564,22EV3682-001-0,
WK_Hamilton,9/6/2022,56530,22EV3683-001-0,
WK_Hamilton,13/06/2022,97219,22EV3722-001-0,
WK_Hamilton,14/06/2022,,22EV3766-001-0,
WK_Hamilton,16/06/2022,,22EV3829-001-0,
WK_Hamilton,22/06/2022,,22EV3960-001-0,
WK_Hamilton,27/06/2022,,22EV4004-001-0,
WK_Hamilton,28/06/2022,,22EV4112-001-0,
WK_Hamilton,30/06/2022,,22EV4113-001-0,
WK_Hamilton,5/7/2022,,22EV4221-001-0,
WK_Hamilton,6/7/2022,,22EV4222-001-0,
WK_Taupo,5/1/2022,7586,22EV0044-001-0,
WK_Taupo,10/1/2022,7007,22EV0123-001-0,
WK_Taupo,12/1/2022,6961,22EV0201-001-0,
WK_Taupo,17/01/2022,6720,22EV0281-001-0,
WK_Taupo,19/01/2022,6367,22EV0377-001-0,
WK_Taupo,24/01/2022,6799,22EV0509-001-0,
WK_Taupo,26/01/2022,6648,22EV0623-001-0,
WK_Taupo,2/2/2022,6098,22EV0745-001-0,
WK_Taupo,8/2/2022,7061,22EV0922-001-0,
WK_Taupo,10/2/2022,6069,22EV0987-001-0,
WK_Taupo,14/02/2022,7086,22EV1027-001-0,
WK_Taupo,16/02/2022,5897,22EV1134-001-0,
WK_Taupo,22/02/2022,6037,22EV1255-001-0,
WK_Taupo,24/02/2022,5879,22EV1369-001-0,
WK_Taupo,1/3/2022,6084,22EV1435-001-0,
WK_Taupo,3/3/2022,5840,22EV1525-001-0,
WK_Taupo,8/3/2022,6363,22EV1634-001-0,
WK_Taupo,10/3/2022,5600,22EV1714-001-0,
WK_Taupo,15/03/2022,5862,22EV1797-001-0,
WK_Taupo,17/03/2022,6210,22EV1894-001-0,
WK_Taupo,24/03/2022,7237,22EV2051-001-0,
WK_Taupo,29/03/2022,6395,22EV2134-001-0,
WK_Taupo,31/03/2022,5556,22EV2225-001-0,
WK_Taupo,5/4/2022,5839,22EV2300-001-0,
WK_Taupo,7/4/2022,5916,22EV2382-001-0,
WK_Taupo,12/4/2022,7686,22EV2454-001-0,
WK_Taupo,20/04/2022,7155,22EV2619-001-0,
WK_Taupo,26/04/2022,6963,22EV2705-001-0,
WK_Taupo,3/5/2022,6302,22EV2869-001-0,
WK_Taupo,10/5/2022,6220,22EV3035-001-0,
WK_Taupo,12/5/2022,6238,22EV3116-001-0,
WK_Taupo,17/05/2022,6275,22EV3194-001-0,
WK_Taupo,19/05/2022,6266,22EV3265-001-0,
WK_Taupo,23/05/2022,6275,22EV3304-001-0,
WK_Taupo,26/05/2022,6084,22EV3399-001-0,
WK_Taupo,31/05/2022,7142,22EV3480-001-0,
WK_Taupo,2/6/2022,6770,22EV3552-001-0,
WK_Taupo,7/6/2022,6796,22EV3595-001-0,
WK_Taupo,9/6/2022,6695,22EV3686-001-0,
WK_Taupo,14/06/2022,7481,22EV3767-001-0,
WK_Taupo,16/06/2022,5898,22EV3832-001-0,
WK_Taupo,21/06/2022,,22EV3906-001-0,
WK_Taupo,28/06/2022,,22EV4037-001-0,
WK_Taupo,30/06/2022,,22EV4116-001-0,
WK_Taupo,5/7/2022,,22EV4189-001-0,
WK_Taupo,7/7/2022,,22EV4291-001-0,
WK_Taupo,12/7/2022,,22EV4341-001-0,
WK_Thames,5/1/2022,2450,22EV0046-001-0,
WK_Thames,10/1/2022,2395,22EV0126-001-0,
WK_Thames,13/01/2022,2348,22EV0244-001-0,
WK_Thames,17/01/2022,620,22EV0300-001-0,
WK_Thames,20/01/2022,2367,22EV0404-001-0,
WK_Thames,24/01/2022,2373,22EV0447-001-0,
WK_Thames,27/01/2022,2372,22EV0624-001-0,
WK_Thames,2/2/2022,2375,22EV0746-001-0,
WK_Thames,3/2/2022,2348,22EV0812-001-0,
WK_Thames,8/2/2022,4246,22EV0858-001-0,
WK_Thames,10/2/2022,3073,22EV0988-001-0,
WK_Thames,15/02/2022,2762,22EV1072-001-0,
WK_Thames,17/02/2022,2604,22EV1174-001-0,
WK_Thames,21/02/2022,2991,22EV1276-001-0,
WK_Thames,23/02/2022,2640,22EV1299-001-0,
WK_Whangamata,5/1/2022,3094,22EV0047-001-0,
WK_Whangamata,10/1/2022,2477,22EV0127-001-0,
WK_Whangamata,13/01/2022,2339,22EV0245-001-0,
WK_Whangamata,17/01/2022,1938,22EV0301-001-0,
WK_Whangamata,20/01/2022,1986,22EV0405-001-0,
WK_Whangamata,24/01/2022,1977,22EV0448-001-0,
WK_Whangamata,27/01/2022,1977,22EV0625-001-0,
WK_Whangamata,2/2/2022,1784,22EV0747-001-0,
WK_Whangamata,3/2/2022,1820,22EV0813-001-0,
WK_Whangamata,8/2/2022,2389,22EV0859-001-0,
WK_Whangamata,9/2/2022,3178,22EV0989-001-0,
WK_Whangamata,15/02/2022,1595,22EV1073-001-0,
WK_Whangamata,17/02/2022,1585,22EV1175-001-0,
WK_Whangamata,21/02/2022,1575,22EV1275-001-0,
WK_Whangamata,23/02/2022,1491,22EV1300-001-0,
WK_Whitianga,5/1/2022,2327,22EV0048-001-0,
WK_Whitianga,10/1/2022,1961,22EV0128-001-0,
WK_Whitianga,13/01/2022,2041,22EV0246-001-0,
WK_Whitianga,17/01/2022,1755,22EV0302-001-0,
WK_Whitianga,20/01/2022,1890,22EV0406-001-0,
WK_Whitianga,24/01/2022,1665,22EV0449-001-0,
WK_Whitianga,27/01/2022,1950,22EV0626-001-0,
WK_Whitianga,2/2/2022,1599,22EV0748-001-0,
WK_Whitianga,3/2/2022,1685,22EV0814-001-0,
WK_Whitianga,8/2/2022,2851,22EV0860-001-0,
WK_Whitianga,10/2/2022,3110,22EV0990-001-0,
WK_Whitianga,15/02/2022,1973,22EV1074-001-0,
WK_Whitianga,17/02/2022,1741,22EV1176-001-0,
WK_Whitianga,21/02/2022,1527,22EV1274-001-0,
WK_Whitianga,23/02/2022,1692,22EV1301-001-0,
