SampleLocation,sars_gcl,Date,Result,copies_per_day_per_person,avg_rain,avg_rain.lag1,avg_rain.lag2,avg_rain.lag3,avg_rain.lag4,avg_rain.lag5,avg_rain.lag6,avg_rain.lag7,population,sars_per_person
AU_ArmyBay,500,2021-12-29,Detected,134070,0.8,0,0,0,0,0,0,0,54879,0.009110953187922521
AU_ArmyBay,0,2022-01-11,Not detected,0,0,0,0,0.2,0,0,0,0,54879,0
AU_ArmyBay,0,2022-01-25,Not detected,0,2,1.2,0,0,0,0,0,0,54879,0
AU_ArmyBay,0,2022-02-01,Not detected,0,0,0,0,0,0,1,1.8,2,54879,0
AU_ArmyBay,0,2022-02-08,Not detected,0,0.6,38,2.6,0,0,0,0,0,54879,0
AU_ArmyBay,1133.61,2022-02-15,Detected,303966,0,0.2,0.6,2,0.2,0.2,0.4,0.6,54879,0.020656535286721695
AU_ArmyBay,500,2022-02-22,Detected,134070,0,0,0,0,0,0,0,0,54879,0.009110953187922521
AU_ArmyBay,21249.89,2022-02-24,Detected,5697953,0,0,0,0,0,0,0,0,54879,0.3872135060770058
AU_ArmyBay,30291.73,2022-03-01,Detected,8122435,0,25.4,0,0,0,0,0,0,54879,0.5519730680223764
AU_ArmyBay,171569.56,2022-03-04,Detected,46004726,0,1,0,0,25.4,0,0,0,54879,3.126324459264928
AU_ArmyBay,126930.25,2022-03-08,Detected,34035125,1,0.4,0,0.4,0,1,0,0,54879,2.312911131762605
AU_ArmyBay,64868.1,2022-03-11,Detected,17393756,0,0,0,1,0.4,0,0.4,0,54879,1.1820204449789538
AU_ArmyBay,19854.95,2022-03-18,Detected,5323913,0,0,0,0,0,0,0,0,54879,0.3617950399970845
AU_ArmyBay,0,2022-03-25,Not detected,0,0.2,10.8,14.6,11.6,31.2,0.8,6.6,0,54879,0
AU_ArmyBay,27749.88,2022-04-01,Detected,7440863,0,0,0,0,0,0,0,0.2,54879,0.5056557153009348
AU_ArmyBay,19712.84,2022-04-05,Detected,5285808,0,0,0,0,0,0,0,0,54879,0.3592055248820132
AU_ArmyBay,7766.19,2022-04-08,Detected,2082429,0,0,0.4,0,0,0,0,0,54879,0.141514787077024
AU_ArmyBay,22019.16,2022-06-14,Detected,5904225,3.6,6.6,7.2,9.6,2.2,0,0.8,3.8,54879,0.4012310719947521
AU_ArmyBay,56736.48,2022-07-19,Detected,15213341,4,0,0.6,0,17.6,0.6,8,34,54879,1.0338468266550047
AU_ArmyBay,11397.68,2022-08-30,Detected,3056178,0,0,0,1.8,6,0.2,0,3,54879,0.2076874578618415
AU_ArmyBay,2701.01,2022-09-20,Detected,724249,7.4,0,0,0,0,0,0,27.8,54879,0.04921755134022122
AU_ArmyBay,13009.39,2022-09-27,Detected,3488342,0.2,0.4,0,0.2,7.8,0.8,2.2,7.4,54879,0.2370558865868547
AU_ArmyBay,45597.05,2022-10-04,Detected,12226410,0.2,4,16.8,24.2,4.6,0,0.2,0.4,54879,0.8308651761147252
AU_ArmyBay,9629.81,2022-10-25,Detected,2582140,0,0,0,3.4,1.2,0.2,0,0,54879,0.1754734962371763
AU_ArmyBay,11926.08,2022-11-22,Detected,3197863,2.4,13.4,12,3.6,3.4,0,0.4,0,54879,0.217315913190838
AU_ArmyBay,93681.32,2022-11-29,Detected,25119744,0,8,0,0.2,8,16.4,2.4,13.4,54879,1.7070522422055796
AU_ArmyBay,45009.23,2022-12-20,Detected,12068791,0.2,0.4,1.2,27,1.6,13.6,9.6,1.8,54879,0.820153975108876
AU_Eastern,500,2021-12-29,Detected,138197,0,0,0,0,0,0,0,0,18391,0.02718721113588168
AU_Eastern,500,2022-01-25,Detected,138197,2.4,2.3333333333333335,0,0,0.06666666666666667,0,0,0,18391,0.02718721113588168
AU_Eastern,5462.91,2022-02-01,Detected,1509916,0,0,0,0,0.06666666666666667,0.26666666666666666,0.4,2.4,18391,0.29704257517263877
AU_Eastern,250603.45,2022-02-23,Detected,69265319,0,0,0,0.06666666666666667,2.8,0,0,0,18391,13.626417813060737
AU_Eastern,39535.79,2022-02-28,Detected,10927459,0,0,0,0.9333333333333332,0.06666666666666667,0,0,0,18391,2.1497357403077593
AU_Eastern,171945.89,2022-03-07,Detected,47524832,0,0,0,0,0,0,0,0,18391,9.349458430754174
AU_Eastern,118811.79,2022-03-09,Detected,32838879,0,0,0,0,0,0,0,0,18391,6.460322440324071
AU_Eastern,150108.05,2022-03-11,Detected,41488982,0,0,0,0,0,0,0,0,18391,8.162038497090968
AU_Eastern,9941.64,2022-03-14,Detected,2747810,0,0,0,0,0,0,0,0,18391,0.5405709314338535
AU_Eastern,22138.93,2022-03-16,Detected,6119070,0,0,0,0,0,0,0,0,18391,1.20379152846501
AU_Eastern,13433.25,2022-03-21,Detected,3712871,47.66666666666667,0.6666666666666666,13.6,0,0,0,0,0,18391,0.7304252079821651
AU_Eastern,33911.34,2022-03-23,Detected,9372894,8,45.33333333333333,47.66666666666667,0.6666666666666666,13.6,0,0,0,18391,1.8439095209613396
AU_Eastern,10715,2022-03-28,Detected,2961562,0,0,0,0.3333333333333333,0.8,8,45.33333333333333,47.66666666666667,18391,0.58262193464194445
AU_Eastern,27251,2022-03-30,Detected,7532016,0,0,0,0,0,0.3333333333333333,0.8,8,18391,1.4817573813278233
AU_Eastern,16912.74,2022-04-04,Detected,4674581,0,0.06666666666666667,0,0,0,0,0,0,18391,0.9196204665325431
AU_Eastern,16031.13,2022-04-06,Detected,4430910,3.4,0.06666666666666667,0,0.06666666666666667,0,0,0,0,18391,0.8716834321135337
AU_Eastern,10527.42,2022-04-11,Detected,2909716,0.06666666666666667,0,0,0,0.3333333333333333,3.4,0.06666666666666667,0,18391,0.5724223805122071
AU_Eastern,30858.99,2022-04-13,Detected,8529243,5.266666666666667,0.06666666666666667,0.06666666666666667,0,0,0,0.3333333333333333,3.4,18391,1.677939753140123
AU_Eastern,10020.72,2022-04-18,Detected,2769668,1.1333333333333333,0,0,0,0,5.266666666666667,0.06666666666666667,0.06666666666666667,18391,0.5448708607471046
AU_Eastern,13426.66,2022-04-20,Detected,3711049,1.8,3.4,1.1333333333333333,0,0,0,0,5.266666666666667,18391,0.7300668805393943
AU_Eastern,18542.17,2022-04-25,Detected,5124946,5.466666666666667,2,2.4,0.2,2.5999999999999996,1.8,3.4,1.1333333333333333,18391,1.0082197814148224
AU_Eastern,39410.96,2022-04-27,Detected,10892957,0.06666666666666667,0,5.466666666666667,2,2.4,0.2,2.5999999999999996,1.8,18391,2.142948181175575
AU_Eastern,5647.46,2022-05-02,Detected,1560924,0.13333333333333333,1.5333333333333334,0,0.06666666666666667,0,0.06666666666666667,0,5.466666666666667,18391,0.3070773748028927
AU_Eastern,58919.75,2022-05-09,Detected,16285072,0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,18391,3.203727366646729
AU_Eastern,65105.88,2022-05-11,Detected,17994882,0.13333333333333333,5.466666666666667,0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,18391,3.540094611494753
AU_Eastern,29844.03,2022-05-16,Detected,8248714,0.19999999999999998,0,0,0,0,0.13333333333333333,5.466666666666667,0,18391,1.6227518895111739
AU_Eastern,43369.68,2022-05-18,Detected,11987124,1.5333333333333334,1.0666666666666667,0.19999999999999998,0,0,0,0,0.13333333333333333,18391,2.3582012941112502
AU_Eastern,43676.45,2022-05-23,Detected,12071913,2.2,2.7333333333333334,4.6,9.6,0.4666666666666667,1.5333333333333334,1.0666666666666667,0.19999999999999998,18391,2.3748817356315586
AU_Eastern,47854.66,2022-05-25,Detected,13226746,0.06666666666666667,0.2,2.2,2.7333333333333334,4.6,9.6,0.4666666666666667,1.5333333333333334,18391,2.6020694905116635
AU_Eastern,7013.72,2022-05-30,Detected,1938550,15.600000000000001,0.8,0,0.06666666666666667,2.0666666666666664,0.06666666666666667,0.2,2.2,18391,0.38136697297591216
AU_Eastern,18808.89,2022-06-01,Detected,5198666,10.066666666666666,12.6,15.600000000000001,0.8,0,0.06666666666666667,2.0666666666666664,0.06666666666666667,18391,1.022722527323147
AU_Eastern,34304.74,2022-06-06,Detected,9481628,23.6,0.06666666666666667,3.066666666666667,15.6,0,10.066666666666666,12.6,15.600000000000001,18391,1.8653004186830513
AU_Eastern,15339.26,2022-06-08,Detected,4239681,4,2.2,23.6,0.06666666666666667,3.066666666666667,15.6,0,10.066666666666666,18391,0.8340634005763689
AU_Eastern,16421.66,2022-06-13,Detected,4538850,14.333333333333332,21.6,11.466666666666667,3.6,1.2666666666666666,4,2.2,23.6,18391,0.8929182752433256
AU_Eastern,13461.66,2022-06-15,Detected,3720723,2.7333333333333334,8.4,14.333333333333332,21.6,11.466666666666667,3.6,1.2666666666666666,4,18391,0.731969985318906
AU_Eastern,26573.18,2022-06-20,Detected,7344670,0,7.266666666666667,0.06666666666666667,1.0666666666666667,2.4,2.7333333333333334,8.4,14.333333333333332,18391,1.4449013104235768
AU_Eastern,24758.76,2022-06-22,Detected,6843175,0,0,0,7.266666666666667,0.06666666666666667,1.0666666666666667,2.4,2.7333333333333334,18391,1.346243271165244
AU_Eastern,38831.38,2022-06-29,Detected,10732765,1.4666666666666668,0,0.26666666666666666,0.6,14.4,0.13333333333333333,0,0,18391,2.1114338535153063
AU_Eastern,36933.48,2022-07-04,Detected,10208196,0.4666666666666667,0.7333333333333333,0.13333333333333333,0.4666666666666667,8.666666666666666,1.4666666666666668,0,0.26666666666666666,18391,2.008236637485727
AU_Eastern,75293.55,2022-07-11,Detected,20810694,0,0,22.866666666666667,26.933333333333334,0,32.733333333333334,0.06666666666666667,0.4666666666666667,18391,4.094043282040128
AU_Eastern,30968.62,2022-07-13,Detected,8559544,8.533333333333333,55.93333333333334,0,0,22.866666666666667,26.933333333333334,0,32.733333333333334,18391,1.6839008210537763
AU_Eastern,118994,2022-07-25,Detected,32889241,12.133333333333333,0,0,2.7333333333333334,10.4,11.333333333333332,2.466666666666667,0.06666666666666667,18391,6.4702300038062095
AU_Eastern,17255.41,2022-07-27,Detected,4769293,10.666666666666666,24.733333333333334,12.133333333333333,0,0,2.7333333333333334,10.4,11.333333333333332,18391,0.9382529498124083
AU_Eastern,20973.61,2022-08-01,Detected,5796982,2.6,5.866666666666667,0.2,3.6,3.1333333333333333,10.666666666666666,24.733333333333334,12.133333333333333,18391,1.1404279267032789
AU_Eastern,23381.15,2022-08-03,Detected,6462412,0,0.06666666666666667,2.6,5.866666666666667,0.2,3.6,3.1333333333333333,10.666666666666666,18391,1.27133652329944
AU_Eastern,46828.34,2022-08-08,Detected,12943077,27.266666666666666,1.6666666666666667,0.26666666666666666,0.13333333333333333,0.13333333333333333,0,0.06666666666666667,2.6,18391,2.546263933445707
AU_Eastern,19397.44,2022-08-10,Detected,5361338,0.4,13.4,27.266666666666666,1.6666666666666667,0.26666666666666666,0.13333333333333333,0.13333333333333333,0,18391,1.0547245935511935
AU_Eastern,21912.25,2022-08-17,Detected,6056417,2.066666666666667,0.26666666666666666,0,0.8666666666666667,1.8666666666666667,0.06666666666666667,2.466666666666667,0.4,18391,1.1914659344244467
AU_Eastern,18628.08,2022-08-22,Detected,5148691,1.4,0.13333333333333333,4.2,29.6,20.066666666666666,2.066666666666667,0.26666666666666666,0,18391,1.0128910880321897
AU_Eastern,15411.94,2022-08-24,Detected,4259769,0.6666666666666666,9.733333333333333,1.4,0.13333333333333333,4.2,29.6,20.066666666666666,2.066666666666667,18391,0.8380153335870807
AU_Eastern,15102,2022-09-05,Detected,4174103,2.2666666666666666,3.4,0,0,0,0,0,0.06666666666666667,18391,0.8211625251481703
AU_Eastern,5083.52,2022-09-07,Detected,1405055,0,47.93333333333334,2.2666666666666666,3.4,0,0,0,0,18391,0.2764134631069545
AU_Eastern,12332,2022-09-12,Detected,3408492,13.466666666666667,0.06666666666666667,0,0.06666666666666667,0,0,47.93333333333334,2.2666666666666666,18391,0.6705453754553858
AU_Eastern,11594.18,2022-09-14,Detected,3204563,1.2666666666666666,2.066666666666667,13.466666666666667,0.06666666666666667,0,0.06666666666666667,0,0,18391,0.6304268392148333
AU_Eastern,17198.23,2022-09-19,Detected,4753489,0.06666666666666667,0,0,0,0.5333333333333333,1.2666666666666666,2.066666666666667,13.466666666666667,18391,0.9351438203469088
AU_Eastern,6846.31,2022-09-21,Detected,1892279,4.333333333333333,3,0.06666666666666667,0,0,0,0.5333333333333333,1.2666666666666666,18391,0.37226415094339627
AU_Eastern,7888.18,2022-09-28,Detected,2180246,0,0.06666666666666667,0,0,4.666666666666666,8.4,0.06666666666666667,4.333333333333333,18391,0.42891523027567835
AU_Eastern,3431.04,2022-10-03,Detected,948319,2.4,18.866666666666667,23.133333333333333,3.6666666666666665,0.06666666666666667,0,0.06666666666666667,0,18391,0.18656081779131098
AU_Eastern,20174.87,2022-10-05,Detected,5576215,0.4,1.4,2.4,18.866666666666667,23.133333333333333,3.6666666666666665,0.06666666666666667,0,18391,1.0969969006579305
AU_Eastern,20311.27,2022-10-10,Detected,5613915,0,0,0,0.4,3.4,0.4,1.4,2.4,18391,1.104413571855799
AU_Eastern,13123.18,2022-10-12,Detected,3627169,0,0,0,0,0,0.4,3.4,0.4,18391,0.7135653308683595
AU_Eastern,15739.67,2022-10-19,Detected,4350352,0.6,4.3,0,0,0.2,0.26666666666666666,0,0,18391,0.8558354629982057
AU_Eastern,16768.28,2022-10-26,Detected,4634653,0,0,0,0,1.6666666666666667,0.8666666666666667,0,0.6,18391,0.9117655374911641
AU_Eastern,4531.43,2022-10-31,Detected,1252460,28.8,40.4,0,0.13333333333333333,0,0,0,0,18391,0.24639388831493667
AU_Eastern,1760.37,2022-11-02,Detected,486555,0,0,28.8,40.4,0,0.13333333333333333,0,0,18391,0.09571910173454407
AU_Eastern,22413.76,2022-11-07,Detected,6195031,0,0,0.06666666666666667,0.5,0,0,0,28.8,18391,1.2187352509379588
AU_Eastern,1811.97,2022-11-14,Detected,500817,0.4,0,6.6,19.733333333333334,0.3333333333333333,12.333333333333334,0,0,18391,0.09852482192376706
AU_Eastern,7547.67,2022-11-16,Detected,2086131,0.19999999999999998,0,0.4,0,6.6,19.733333333333334,0.3333333333333333,12.333333333333334,18391,0.4104001957479202
AU_Eastern,7545.68,2022-11-21,Detected,2085581,18.933333333333334,5.8,13.733333333333334,22.666666666666668,0.19999999999999998,0.19999999999999998,0,0.4,18391,0.41029199064759936
AU_Eastern,30804.96,2022-11-28,Detected,8514309,12.6,0,0.3333333333333333,5.333333333333333,15.8,12.733333333333334,1.4000000000000001,18.933333333333334,18391,1.6750019031047794
AU_Eastern,32373.08,2022-11-30,Detected,8947728,5.933333333333334,0.06666666666666667,12.6,0,0.3333333333333333,5.333333333333333,15.8,12.733333333333334,18391,1.7602675221575772
AU_Eastern,28083.15,2022-12-05,Detected,7762017,0,0.4,0,0.2,5.800000000000001,5.933333333333334,0.06666666666666667,12.6,18391,1.5270050568212714
AU_Eastern,76932.16,2022-12-07,Detected,21263596,11.7,0,0,0.4,0,0.2,5.800000000000001,5.933333333333334,18391,4.1831417541188625
AU_Eastern,38653.3,2022-12-12,Detected,10683544,12.200000000000001,25.666666666666668,1.2,0.4666666666666667,0.06666666666666667,11.7,0,0,18391,2.101750856397151
AU_Eastern,80978.8,2022-12-14,Detected,22382063,0.06666666666666667,0,12.200000000000001,25.666666666666668,1.2,0.4666666666666667,0.06666666666666667,11.7,18391,4.403175466260671
AU_Eastern,35100.75,2022-12-21,Detected,9701640,0.13333333333333333,0.9333333333333333,0,13.6,0.26666666666666666,1.6666666666666667,14.066666666666666,0.06666666666666667,18391,1.9085830025555979
AU_Rosedale,500,2021-12-29,Detected,119091,1.25,0,0,0,0,0,0,0,31051,0.016102540980966796
AU_Rosedale,500,2022-01-05,Detected,119091,0,0,0,0,0,0,0,1.25,31051,0.016102540980966796
AU_Rosedale,500,2022-01-10,Detected,119091,0,0,0,0.1,0,0,0,0,31051,0.016102540980966796
AU_Rosedale,500,2022-01-17,Detected,119091,0,0,0,0,0,0,0,0,31051,0.016102540980966796
AU_Rosedale,500,2022-01-24,Detected,119091,1.15,0,0,0,0,0,0,0,31051,0.016102540980966796
AU_Rosedale,0,2022-01-26,Not detected,0,0.30000000000000004,3.05,1.15,0,0,0,0,0,31051,0
AU_Rosedale,500,2022-02-02,Detected,119091,0,0.8500000000000001,0,0,0,0,0.05,0.30000000000000004,31051,0.016102540980966796
AU_Rosedale,921.75,2022-02-04,Detected,219544,0,0,0,0.8500000000000001,0,0,0,0,31051,0.02968503429841229
AU_Rosedale,2020.2,2022-02-09,Detected,481176,0.35,2.5,47.1,7.75,0,0,0,0,31051,0.06506070657949825
AU_Rosedale,500,2022-02-14,Detected,119091,1.25,0.25,2.25,0.6000000000000001,0.2,0.35,2.5,47.1,31051,0.016102540980966796
AU_Rosedale,3872.43,2022-02-16,Detected,922345,0,1.35,1.25,0.25,2.25,0.6000000000000001,0.2,0.35,31051,0.1247119255418505
AU_Rosedale,15580.24,2022-02-21,Detected,3710943,0,0,2.5500000000000003,0,0,0,1.35,1.25,31051,0.5017629061865962
AU_Rosedale,31013.64,2022-02-23,Detected,7386911,0,1.75,0,0,2.5500000000000003,0,0,0,31051,0.9987968181379021
AU_Rosedale,40922.11,2022-02-28,Detected,9746937,0.1,0,0,2.8,2.05,0,1.75,0,31051,1.3178999066052624
AU_Rosedale,74905.68,2022-03-07,Detected,17841234,1.3,0,0.1,0.85,0,0,0,0.1,31051,2.4123435638143698
AU_Rosedale,87862.87,2022-03-09,Detected,20927412,0.4,0,1.3,0,0.1,0.85,0,0,31051,2.8296309297607163
AU_Rosedale,138460.89,2022-03-10,Detected,32978983,0,0.4,0,1.3,0,0.1,0.85,0,31051,4.459144310972272
AU_Rosedale,80512.94,2022-03-11,Detected,19176786,0,0,0.4,0,1.3,0,0.1,0.85,31051,2.592925831696242
AU_Rosedale,15148.26,2022-03-14,Detected,3608052,0,0,0,0,0,0.4,0,1.3,31051,0.4878509548806802
AU_Rosedale,11523.14,2022-03-16,Detected,2744612,0,0,0,0,0,0,0,0.4,31051,0.37110366815883544
AU_Rosedale,17037.53,2022-03-21,Detected,4058044,97.75,0.30000000000000004,5.85,0,0,0,0,0,31051,0.5486950500789024
AU_Rosedale,38528.8,2022-03-22,Detected,9176892,10.5,97.75,0.30000000000000004,5.85,0,0,0,0,31051,1.240823161894947
AU_Rosedale,31944,2022-03-27,Detected,7608506,0,0,0.45,1.8499999999999999,7,10.5,97.75,0.30000000000000004,31051,1.0287591381920067
AU_Rosedale,35272,2022-03-29,Detected,8401178,0,0,0,0,0.45,1.8499999999999999,7,10.5,31051,1.1359376509613217
AU_Rosedale,24383.97,2022-04-04,Detected,5807838,0.05,0,0,0.1,0,0,0,0,31051,0.78528775240733
AU_Rosedale,29417.87,2022-04-05,Detected,7006826,0.05,0.05,0,0,0.1,0,0,0,31051,0.9474049144955073
AU_Rosedale,32391.98,2022-04-11,Detected,7715207,0,0,0.05,0,0.75,2.55,0.05,0.05,31051,1.0431863708093136
AU_Rosedale,28875.77,2022-04-12,Detected,6877707,0.2,0,0,0.05,0,0.75,2.55,0.05,31051,0.9299465395639432
AU_Rosedale,46097.96,2022-04-20,Detected,10979734,10.75,12.15,1.45,0.05,0,0,0,4.2,31051,1.4845885800779364
AU_Rosedale,20650.51,2022-05-01,Detected,4918593,1.25,0,0.1,0,0,0,7.65,1.65,31051,0.6650513671057292
AU_Rosedale,28877.6,2022-05-04,Detected,6878143,0,0,1.4000000000000001,1.25,0,0.1,0,0,31051,0.9300054748639335
AU_Rosedale,88021.92,2022-05-09,Detected,20965295,0,0.05,0.1,0,0,0,0,1.4000000000000001,31051,2.8347531480467616
AU_Rosedale,106672.85,2022-05-10,Detected,25407623,4.15,0,0.05,0.1,0,0,0,0,31051,3.435407877363048
AU_Rosedale,45736.16,2022-05-15,Detected,10893560,0.1,0,0,0,0,4.15,0,0.05,31051,1.4729367814241088
AU_Rosedale,34623.66,2022-05-18,Detected,8246755,1.35,1.8,0.45,0.1,0,0,0,0,31051,1.1150578081221219
AU_Rosedale,85377.4,2022-05-22,Detected,20335416,1.6,9.55,11.5,1.2000000000000002,1.35,1.8,0.45,0.1,31051,2.749586164696789
AU_Rosedale,69301.3,2022-05-24,Detected,16506367,0,2.2,1.6,9.55,11.5,1.2000000000000002,1.35,1.8,31051,2.231854046568549
AU_Rosedale,50345.59,2022-05-29,Detected,11991446,1.4,0,1.5,1.15,0.35,0,2.2,1.6,31051,1.6213838523719042
AU_Rosedale,23889.68,2022-05-31,Detected,5690107,8.3,15.85,1.4,0,1.5,1.15,0.35,0,31051,0.7693691024443657
AU_Rosedale,51503.3,2022-06-07,Detected,12267192,0.65,20.200000000000003,0.5,7.199999999999999,13.1,0.2,11.25,8.3,31051,1.6586679978100545
AU_Rosedale,39224.96,2022-06-12,Detected,9342705,18.05,7.1,4,0.7,4.45,0.65,20.200000000000003,0.5,31051,1.2632430517535667
AU_Rosedale,39279.3,2022-06-14,Detected,9355648,10.8,14.4,18.05,7.1,4,0.7,4.45,0.65,31051,1.2649930759073782
AU_Rosedale,87197.79,2022-06-20,Detected,20769001,0,4.75,0.5,0.7,1.75,6.4,10.8,14.4,31051,2.808211973849473
AU_Rosedale,33023.39,2022-06-22,Detected,7865598,0,0,0,4.75,0.5,0.7,1.75,6.4,31051,1.0635209816108981
AU_Rosedale,80086.33,2022-06-27,Detected,19075175,0,1.3,23.65,0,0,0,0,0,31051,2.5791868216804614
AU_Rosedale,46027.66,2022-06-28,Detected,10962990,0,0,1.3,23.65,0,0,0,0,31051,1.4823245628160124
AU_Rosedale,316472.08,2022-07-04,Detected,75378161,0.1,0.15,1.7000000000000002,0.30000000000000004,10.05,2,0,0,31051,10.192009275063606
AU_Rosedale,273216.09,2022-07-05,Detected,65075335,0.15000000000000002,0.1,0.15,1.7000000000000002,0.30000000000000004,10.05,2,0,31051,8.798946571769026
AU_Rosedale,132413.1,2022-07-11,Detected,31538504,0,0,13.15,29,0.05,34.55,0.15000000000000002,0.1,31051,4.264374738333709
AU_Rosedale,36035.67,2022-07-13,Detected,8583071,4.3,64.05000000000001,0,0,13.15,29,0.05,34.55,31051,1.1605317059031914
AU_Rosedale,41054.52,2022-07-18,Detected,9778474,0.05,1.85,0.15,15.85,5.800000000000001,4.3,64.05000000000001,0,31051,1.3221641815078418
AU_Rosedale,32886.12,2022-07-20,Detected,7832903,14.649999999999999,0.8,0.05,1.85,0.15,15.85,5.800000000000001,4.3,31051,1.0591001900099837
AU_Rosedale,99574.51,2022-07-25,Detected,23716921,18.85,0.75,0,2.8499999999999996,12.4,14.649999999999999,0.8,0.05,31051,3.206805255869376
AU_Rosedale,50594.46,2022-07-27,Detected,12050723,13.5,30.6,18.85,0.75,0,2.8499999999999996,12.4,14.649999999999999,31051,1.6293987311197706
AU_Rosedale,94321.48,2022-08-01,Detected,22465740,1,5.25,0,3.2,7.2,13.5,30.6,18.85,31051,3.03763099417088
AU_Rosedale,87641.52,2022-08-03,Detected,20874690,0.05,0.30000000000000004,1,5.25,0,3.2,7.2,13.5,31051,2.8225023348684424
AU_Rosedale,25625.79,2022-08-08,Detected,6103618,36,3.25,0,0.15,0.1,0.05,0.30000000000000004,1,31051,0.8252806672892983
AU_Rosedale,32389.63,2022-08-10,Detected,7714648,0.65,35.05,36,3.25,0,0.15,0.1,0.05,31051,1.0431106888667032
AU_Rosedale,76129.56,2022-08-15,Detected,18132741,0,0.6499999999999999,0.8,0,0,0.65,35.05,36,31051,2.451758719525941
AU_Rosedale,27667.39,2022-08-16,Detected,6589892,0.75,0,0.6499999999999999,0.8,0,0,0.65,35.05,31051,0.8910305626227819
AU_Rosedale,27262.18,2022-08-22,Detected,6493378,0.5,0,5.3,25.549999999999997,18.75,1.4,0.75,0,31051,0.8779807413609868
AU_Rosedale,36741.74,2022-08-24,Detected,8751245,0.6,8.7,0.5,0,5.3,25.549999999999997,18.75,1.4,31051,1.1832707481240539
AU_Rosedale,40264.98,2022-08-29,Detected,9590420,0,0,1.75,22.85,0.30000000000000004,0.6,8.7,0.5,31051,1.296736981095617
AU_Rosedale,45506.35,2022-08-30,Detected,10838823,0.05,0,0,1.75,22.85,0.30000000000000004,0.6,8.7,31051,1.4655357315384367
AU_Rosedale,61110,2022-09-05,Detected,14555342,3.2,3.45,0,0,0,0,0.05,0,31051,1.9680525586937618
AU_Rosedale,16225,2022-09-07,Detected,3864513,0,42.5,3.2,3.45,0,0,0,0,31051,0.5225274548323725
AU_Rosedale,35374,2022-09-12,Detected,8425473,21.6,0.05,0,0.05,0,0,42.5,3.2,31051,1.1392225693214388
AU_Rosedale,47268.87,2022-09-14,Detected,11258625,4.5,2.6500000000000004,21.6,0.05,0,0.05,0,0,31051,1.5222978325979841
AU_Rosedale,18846.77,2022-09-19,Detected,4488973,0.05,0,0.2,0.25,0.1,4.5,2.6500000000000004,21.6,31051,0.6069617725677112
AU_Rosedale,18862.05,2022-09-21,Detected,4492613,6.449999999999999,3.25,0.05,0,0.2,0.25,0.1,4.5,31051,0.6074538662200895
AU_Rosedale,28404.52,2022-09-28,Detected,6765464,0,0,0,0.1,2.6500000000000004,8.1,0.05,6.449999999999999,31051,0.914769894689382
AU_Rosedale,9740.68,2022-10-03,Detected,2320061,3.3,22.3,19.95,3.15,1.8,0,0,0,31051,0.3136993977649673
AU_Rosedale,34281.62,2022-10-05,Detected,8165287,1,1.2,3.3,22.3,19.95,3.15,1.8,0,31051,1.104042381887862
AU_Rosedale,14463.53,2022-10-10,Detected,3444962,0,0,0,0.55,7.75,1,1.2,3.3,31051,0.4657991691088854
AU_Rosedale,23924.46,2022-10-12,Detected,5698391,0,0,0,0,0,0.55,7.75,1,31051,0.7704891951950017
AU_Rosedale,54773.02,2022-10-16,Detected,13045983,0,0,1.4,0,0,0,0,0,31051,1.7639695984026278
AU_Rosedale,42476.58,2022-10-19,Detected,10117184,1.1,6.2,0,0,0,1.4,0,0,31051,1.3679617403626292
AU_Rosedale,24015.6,2022-10-26,Detected,5720099,0,0,0.05,0,5.6000000000000005,1.9500000000000002,1.25,1.1,31051,0.7734243663650123
AU_Rosedale,2369.22,2022-10-30,Detected,564307,41.05,0.15,0,0.15,0,0,0.05,0,31051,0.0763009242858523
AU_Rosedale,8055.56,2022-11-02,Detected,1918694,0,0.1,27.7,41.05,0.15,0,0.15,0,31051,0.25942997004927376
AU_Rosedale,30502.24,2022-11-06,Detected,7265104,0,0.1,1,0,0,0.1,27.7,41.05,31051,0.9823271392225694
AU_Rosedale,31610,2022-11-09,Detected,7528953,22.35,0,0,0,0.1,1,0,0,31051,1.0180026408167209
AU_Rosedale,16179.44,2022-11-14,Detected,3853662,0.6,0.2,8.25,29.299999999999997,0,22.35,0,0,31051,0.5210601912981869
AU_Rosedale,25640.21,2022-11-16,Detected,6107053,0,0,0.6,0.2,8.25,29.299999999999997,0,22.35,31051,0.8257450645711893
AU_Rosedale,9655.82,2022-11-21,Detected,2299848,12.850000000000001,8.85,23.75,16,0.2,0,0,0.6,31051,0.3109664745096776
AU_Rosedale,51166.5,2022-11-23,Detected,12186973,19.75,0.8,12.850000000000001,8.85,23.75,16,0.2,0,31051,1.6478213262052752
AU_Rosedale,38590.71,2022-11-28,Detected,9191637,9.85,0,0.05,13.75,19.8,19.75,0.8,12.850000000000001,31051,1.2428169785192102
AU_Rosedale,14323.67,2022-11-30,Detected,3411649,4.3,0.1,9.85,0,0.05,13.75,19.8,19.75,31051,0.46129496634568934
AU_Rosedale,57360.67,2022-12-04,Detected,13662316,0,0.1,0.15,6.2,4.3,0.1,9.85,0,31051,1.8473050787414254
