Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Dunedin (Musselburgh Ews),15752,I50954,-45.90129,170.5147,4,H,Niwa
Middlemarch Ews,18437,I50513,-45.51814,170.13561,213,H,Niwa
Ranfurly Ews,18593,I50115,-45.12427,170.10045,450,H,Niwa
Windsor Ews,18594,I50087,-45.00829,170.82281,81,H,Niwa
Green Island (Kaikorai Estuary),22692,I5094A,-45.915,170.407,27,T,N/A
Oamaru Aws,25937,I50194,-45.10148,170.95052,40,H,N/A
Balclutha (Telford Ews),26163,I69276,-46.29282,169.7315,11,H,Niwa
Reefton Ews,3925,F21182,-42.116,171.86,198,G,Niwa / West Coast Rural Fire Dis
Oamaru Ews,40986,I51003,-45.057,171.023,20,G,Niwa
Balclutha (Finegand Ews),45319,I69277,-46.273,169.739,6,H,Niwa
Melford Hills,5033,H40771,-44.759,170.773,441,G,N/A
Oamaru Airport Aws,5142,I41902,-44.97212,171.08108,30,H,Metservice
Islay Downs,5302,I50241,-45.249,170.459,360,G,N/A
Palmerston,5323,I50471,-45.47554,170.71444,21,H,N/A
Lee Flat,5335,I50701,-45.783,170.027,354,G,N/A
Long Beach,5354,I50765,-45.755,170.638,10,T,N/A
Mosgiel Town,5361,I50832,-45.873,170.33,8,G,N/A
Maungatua,5396,I50912,-45.91,170.149,25,G,N/A
Lauder Ews,5535,I59065,-45.0401,169.68419,375,H,Niwa
Glenledi Rd,5703,I60102,-46.175,170.083,61,G,N/A
Balclutha,5866,I69272,-46.238,169.749,12,G,N/A
Inchclutha (T'Graph Rd),5886,I69382,-46.302,169.824,8,G,N/A
Nugget Point Aws,5893,I69482,-46.44767,169.81215,131,H,Metservice
Dunedin Aero Aws,7339,I50922,-45.92675,170.19684,2,H,Metservice
"Note: Position precision types are: ""W"" = based on whole minutes"," ""T"" = estimated to tenth minute",,,,,,
G = derived from gridref ," ""E"" = error cases derived from gridref",,,,,,
5361,20210917:0900,2.5,-,3.1,0,24,D
5396,20210917:0900,3,-,2,0,24,D
5535,20210917:0900,0,-,57.8,0,24,D
5703,20210917:0900,0,-,4.1,0,24,D
5866,20210917:0900,0.3,-,2,0,24,D
5886,20210917:0900,0.8,-,0.9,0,24,D
5893,20210917:0900,2.2,-,0.9,0,24,D
7339,20210917:0900,1.6,-,4.2,0,24,D
15752,20210918:0900,0.2,-,10.2,0,24,D
18437,20210918:0900,0,-,53.3,0,24,D
18593,20210918:0900,0,-,70.8,0,24,D
18594,20210918:0900,0,-,76,0,24,D
22692,20210918:0900,0.3,-,2.7,0,24,D
25937,20210918:0900,0,-,12.2,0,24,D
26163,20210918:0900,0.6,-,2.6,0,24,D
3925,20210918:0900,0,-,5.4,0,24,D
40986,20210918:0900,0.6,-,79.1,0,24,D
5033,20210918:0900,0,-,-,-,24,D
5302,20210918:0900,0,-,6.3,0,24,D
5323,20210918:0900,1,-,19.1,0,24,D
5335,20210918:0900,0,-,7.9,0,24,D
5354,20210918:0900,1.1,-,7.1,0,24,D
5361,20210918:0900,0,-,5,0,24,D
5396,20210918:0900,0.5,-,3.4,0,24,D
5535,20210918:0900,0.2,-,59.9,0,24,D
5703,20210918:0900,4,-,2,0,24,D
5866,20210918:0900,0,-,3.7,0,24,D
5886,20210918:0900,2.1,-,0.5,0,24,D
5893,20210918:0900,0.2,-,2.4,0,24,D
7339,20210918:0900,0,-,6.1,0,24,D
15752,20210919:0900,0,-,12.4,0,24,D
18437,20210919:0900,0.2,-,55.1,0,24,D
18593,20210919:0900,0,-,72.9,0,24,D
18594,20210919:0900,0,-,78,0,24,D
22692,20210919:0900,0,-,4.8,0,24,D
25937,20210919:0900,0,-,14.1,0,24,D
26163,20210919:0900,0,-,4.3,0,24,D
3925,20210919:0900,1.2,-,5.5,0,24,D
40986,20210919:0900,0,-,81.3,0,24,D
5033,20210919:0900,0,-,-,-,24,D
5302,20210919:0900,0,-,8.4,0,24,D
5323,20210919:0900,0,-,21.1,0,24,D
5335,20210919:0900,0,-,9.9,0,24,D
5354,20210919:0900,0.2,-,9,0,24,D
5361,20210919:0900,0,-,7,0,24,D
5396,20210919:0900,0,-,5.4,0,24,D
5535,20210919:0900,0,-,62.2,0,24,D
5703,20210919:0900,1,-,3,0,24,D
5866,20210919:0900,0,-,5.4,0,24,D
5886,20210919:0900,3.2,-,0,1,24,D
5893,20210919:0900,0.2,-,3.9,0,24,D
7339,20210919:0900,0,-,8.1,0,24,D
15752,20210920:0900,0.4,-,14.1,0,24,D
18437,20210920:0900,0,-,57.1,0,24,D
18593,20210920:0900,0.4,-,74.6,0,24,D
18594,20210920:0900,0,-,80,0,24,D
22692,20210920:0900,1.3,-,5.6,0,24,D
25937,20210920:0900,0.2,-,15.8,0,24,D
26163,20210920:0900,0.6,-,5.4,0,24,D
3925,20210920:0900,18.6,-,0,11.7,24,D
40986,20210920:0900,0,-,83.4,0,24,D
5033,20210920:0900,0,-,-,-,24,D
5302,20210920:0900,0,-,10.5,0,24,D
5323,20210920:0900,0,-,23.1,0,24,D
5335,20210920:0900,0,-,11.9,0,24,D
5354,20210920:0900,0,-,11.1,0,24,D
5361,20210920:0900,2.8,-,6.1,0,24,D
5396,20210920:0900,2,-,5.3,0,24,D
5535,20210920:0900,0,-,64.5,0,24,D
5703,20210920:0900,0,-,4.9,0,24,D
5866,20210920:0900,0.7,-,6.4,0,24,D
5886,20210920:0900,0,-,1.7,0,24,D
5893,20210920:0900,1.6,-,4,0,24,D
7339,20210920:0900,0.2,-,9.8,0,24,D
15752,20210921:0900,0,-,16.3,0,24,D
18437,20210921:0900,0,-,59.1,0,24,D
18593,20210921:0900,0,-,76.6,0,24,D
18594,20210921:0900,0,-,82,0,24,D
22692,20210921:0900,0,-,7.8,0,24,D
25937,20210921:0900,0,-,17.7,0,24,D
26163,20210921:0900,0,-,7.1,0,24,D
3925,20210921:0900,0,-,1.3,0,24,D
40986,20210921:0900,0,-,85.4,0,24,D
5033,20210921:0900,0,-,-,-,24,D
5302,20210921:0900,0.5,-,12.1,0,24,D
5323,20210921:0900,0,-,25.1,0,24,D
5335,20210921:0900,0.5,-,13.4,0,24,D
5354,20210921:0900,0,-,13.3,0,24,D
5361,20210921:0900,0,-,8,0,24,D
5396,20210921:0900,0,-,7.2,0,24,D
5535,20210921:0900,0,-,66.8,0,24,D
5703,20210921:0900,0,-,6.8,0,24,D
5866,20210921:0900,0,-,8.1,0,24,D
5886,20210921:0900,0,-,3.4,0,24,D
5893,20210921:0900,0,-,5.7,0,24,D
7339,20210921:0900,0.2,-,11.5,0,24,D
15752,20210922:0900,1.6,-,16.8,0,24,D
18437,20210922:0900,0,-,61.2,0,24,D
18593,20210922:0900,0,-,78.7,0,24,D
18594,20210922:0900,0,-,83.9,0,24,D
22692,20210922:0900,1.5,-,8.4,0,24,D
25937,20210922:0900,0.2,-,19.4,0,24,D
26163,20210922:0900,0,-,8.8,0,24,D
3925,20210922:0900,21.8,-,0,19.1,24,D
40986,20210922:0900,0,-,87.4,0,24,D
5033,20210922:0900,0,-,-,-,24,D
5302,20210922:0900,0,-,14.2,0,24,D
5323,20210922:0900,0,-,27.1,0,24,D
5335,20210922:0900,1.6,-,13.9,0,24,D
5354,20210922:0900,1,-,14.4,0,24,D
5361,20210922:0900,2.1,-,7.8,0,24,D
5396,20210922:0900,4.5,-,4.6,0,24,D
5535,20210922:0900,0,-,69.1,0,24,D
5703,20210922:0900,4.6,-,4.1,0,24,D
5866,20210922:0900,0,-,9.8,0,24,D
5886,20210922:0900,0,-,5.1,0,24,D
5893,20210922:0900,0.8,-,6.6,0,24,D
7339,20210922:0900,4.6,-,8.8,0,24,D
15752,20210923:0900,0,-,18.9,0,24,D
18437,20210923:0900,0,-,63.2,0,24,D
18593,20210923:0900,0,-,80.7,0,24,D
18594,20210923:0900,0,-,85.8,0,24,D
22692,20210923:0900,0,-,10.6,0,24,D
25937,20210923:0900,0.2,-,21.1,0,24,D
26163,20210923:0900,0,-,10.5,0,24,D
3925,20210923:0900,4,-,0,2.7,24,D
40986,20210923:0900,0,-,89.3,0,24,D
5033,20210923:0900,0,-,-,-,24,D
5302,20210923:0900,0,-,16.2,0,24,D
5323,20210923:0900,0,-,29.2,0,24,D
5335,20210923:0900,0,-,15.9,0,24,D
5354,20210923:0900,0,-,16.6,0,24,D
5361,20210923:0900,0,-,9.8,0,24,D
5396,20210923:0900,0,-,6.6,0,24,D
5535,20210923:0900,0,-,71.4,0,24,D
5703,20210923:0900,0,-,6.1,0,24,D
5866,20210923:0900,0,-,11.5,0,24,D
5886,20210923:0900,0,-,6.8,0,24,D
5893,20210923:0900,0,-,8.3,0,24,D
7339,20210923:0900,0,-,10.8,0,24,D
15752,20210924:0900,0,-,21.1,0,24,D
18437,20210924:0900,0,-,65.2,0,24,D
18593,20210924:0900,0,-,82.6,0,24,D
18594,20210924:0900,0,-,87.6,0,24,D
22692,20210924:0900,0,-,12.7,0,24,D
25937,20210924:0900,0.2,-,22.9,0,24,D
26163,20210924:0900,1,-,11.2,0,24,D
3925,20210924:0900,10.4,-,0,9.1,24,D
40986,20210924:0900,0,-,91.1,0,24,D
5033,20210924:0900,0,-,-,-,24,D
5302,20210924:0900,0,-,18.3,0,24,D
5323,20210924:0900,0,-,31.2,0,24,D
5335,20210924:0900,1.9,-,16,0,24,D
5354,20210924:0900,0,-,18.7,0,24,D
5361,20210924:0900,0,-,11.7,0,24,D
5396,20210924:0900,0.6,-,7.9,0,24,D
5535,20210924:0900,0,-,73.7,0,24,D
5703,20210924:0900,0.1,-,7.9,0,24,D
5866,20210924:0900,2.8,-,10.4,0,24,D
5886,20210924:0900,0,-,8.5,0,24,D
5893,20210924:0900,1.4,-,8.6,0,24,D
7339,20210924:0900,0,-,12.7,0,24,D
15752,20210925:0900,0,-,23.2,0,24,D
18437,20210925:0900,3,-,64.2,0,24,D
18593,20210925:0900,6,-,78.5,0,24,D
18594,20210925:0900,0,-,89.3,0,24,D
22692,20210925:0900,0,-,14.8,0,24,D
25937,20210925:0900,0,-,24.8,0,24,D
26163,20210925:0900,0.8,-,12.1,0,24,D
3925,20210925:0900,1.8,-,0,0.5,24,D
40986,20210925:0900,0,-,92.9,0,24,D
5033,20210925:0900,0,-,-,-,24,D
5302,20210925:0900,0,-,20.4,0,24,D
5323,20210925:0900,0,-,33.2,0,24,D
5335,20210925:0900,0,-,18,0,24,D
5354,20210925:0900,0,-,20.8,0,24,D
5361,20210925:0900,0,-,13.6,0,24,D
5396,20210925:0900,0,-,9.8,0,24,D
5535,20210925:0900,11,-,65,0,24,D
5703,20210925:0900,0,-,9.8,0,24,D
5866,20210925:0900,0,-,12.1,0,24,D
5886,20210925:0900,0,-,10.2,0,24,D
5893,20210925:0900,1,-,9.3,0,24,D
7339,20210925:0900,0,-,14.6,0,24,D
15752,20210926:0800,1.6,-,23.8,0,24,D
18437,20210926:0800,1.8,-,64.4,0,24,D
18593,20210926:0800,2.6,-,77.9,0,24,D
18594,20210926:0800,0,-,91,0,24,D
22692,20210926:0800,0.5,-,16.5,0,24,D
25937,20210926:0800,0.6,-,26.1,0,24,D
26163,20210926:0800,1.2,-,12.6,0,24,D
3925,20210926:0800,42.2,-,0,40.9,24,D
40986,20210926:0800,0.4,-,94.2,0,24,D
5033,20210926:0800,0,-,-,-,24,D
5302,20210926:0800,0,-,22.5,0,24,D
5323,20210926:0800,0,-,35.2,0,24,D
5335,20210926:0800,1.7,-,18.3,0,24,D
5354,20210926:0800,0.4,-,22.6,0,24,D
5361,20210926:0800,0.4,-,15.2,0,24,D
5396,20210926:0800,1.7,-,10.1,0,24,D
5535,20210926:0800,8.8,-,58.5,0,24,D
5703,20210926:0800,0,-,11.8,0,24,D
5866,20210926:0800,0,-,13.8,0,24,D
5886,20210926:0800,4,-,7.9,0,24,D
5893,20210926:0800,1.2,-,9.8,0,24,D
7339,20210926:0800,1.6,-,15,0,24,D
15752,20210927:0800,2.2,-,23.7,0,24,D
18437,20210927:0800,0,-,66.5,0,24,D
18593,20210927:0800,0,-,79.9,0,24,D
18594,20210927:0800,10,-,82.7,0,24,D
22692,20210927:0800,1.1,-,17.5,0,24,D
25937,20210927:0800,0.2,-,27.8,0,24,D
26163,20210927:0800,1.8,-,12.5,0,24,D
3925,20210927:0800,3.4,-,0,2.1,24,D
40986,20210927:0800,0,-,95.9,0,24,D
5033,20210927:0800,4.3,-,-,-,24,D
5302,20210927:0800,0,-,24.6,0,24,D
5323,20210927:0800,0,-,37.2,0,24,D
5335,20210927:0800,3.6,-,16.8,0,24,D
5354,20210927:0800,1.1,-,23.6,0,24,D
5361,20210927:0800,1.1,-,16,0,24,D
5396,20210927:0800,0.7,-,11.3,0,24,D
5535,20210927:0800,0,-,60.8,0,24,D
5703,20210927:0800,1.5,-,12.2,0,24,D
5866,20210927:0800,3.1,-,12.4,0,24,D
5886,20210927:0800,0,-,9.6,0,24,D
5893,20210927:0800,1.2,-,10.3,0,24,D
7339,20210927:0800,1.6,-,15.3,0,24,D
15752,20210928:0800,0,-,25.8,0,24,D
18437,20210928:0800,0,-,68.5,0,24,D
18593,20210928:0800,0,-,81.8,0,24,D
18594,20210928:0800,0.4,-,84.1,0,24,D
22692,20210928:0800,0,-,19.7,0,24,D
25937,20210928:0800,0,-,29.7,0,24,D
26163,20210928:0800,0,-,14.2,0,24,D
3925,20210928:0800,1.2,-,0.1,0,24,D
40986,20210928:0800,0,-,97.6,0,24,D
5033,20210928:0800,0,-,-,-,24,D
5302,20210928:0800,0,-,26.7,0,24,D
5323,20210928:0800,0,-,39.3,0,24,D
5335,20210928:0800,0,-,18.8,0,24,D
5354,20210928:0800,0,-,25.8,0,24,D
5361,20210928:0800,0,-,17.9,0,24,D
5396,20210928:0800,0,-,13.2,0,24,D
5535,20210928:0800,0,-,63.1,0,24,D
5703,20210928:0800,0,-,14.1,0,24,D
5866,20210928:0800,0,-,14.1,0,24,D
5886,20210928:0800,0,-,11.3,0,24,D
5893,20210928:0800,0,-,12,0,24,D
7339,20210928:0800,0,-,17.2,0,24,D
15752,20210929:0800,0,-,28,0,24,D
18437,20210929:0800,0,-,70.5,0,24,D
18593,20210929:0800,0,-,83.7,0,24,D
18594,20210929:0800,0,-,86,0,24,D
22692,20210929:0800,0,-,21.8,0,24,D
25937,20210929:0800,0,-,31.6,0,24,D
26163,20210929:0800,0,-,15.9,0,24,D
3925,20210929:0800,0.4,-,1.1,0,24,D
40986,20210929:0800,0,-,99.1,0,24,D
5033,20210929:0800,0,-,-,-,24,D
5302,20210929:0800,0,-,28.7,0,24,D
5323,20210929:0800,0,-,41.3,0,24,D
5335,20210929:0800,0.2,-,20.6,0,24,D
5354,20210929:0800,0,-,27.9,0,24,D
5361,20210929:0800,0,-,19.9,0,24,D
5396,20210929:0800,0.5,-,14.7,0,24,D
5535,20210929:0800,0,-,65.4,0,24,D
5703,20210929:0800,0,-,16.1,0,24,D
5866,20210929:0800,0,-,15.8,0,24,D
5886,20210929:0800,0,-,13,0,24,D
5893,20210929:0800,0.2,-,13.5,0,24,D
7339,20210929:0800,0,-,19.2,0,24,D
15752,20210930:0800,3.8,-,26.3,0,24,D
18437,20210930:0800,0.4,-,72.1,0,24,D
18593,20210930:0800,0.6,-,84.9,0,24,D
18594,20210930:0800,1.8,-,86,0,24,D
22692,20210930:0800,2.9,-,21,0,24,D
25937,20210930:0800,3,-,30.5,0,24,D
26163,20210930:0800,5.4,-,12.1,0,24,D
3925,20210930:0800,9,-,0,6.6,24,D
40986,20210930:0800,2.4,-,98.3,0,24,D
5033,20210930:0800,1.4,-,-,-,24,D
5302,20210930:0800,0,-,30.8,0,24,D
5323,20210930:0800,8.1,-,35.2,0,24,D
5335,20210930:0800,8.9,-,13.7,0,24,D
5354,20210930:0800,9.5,-,20.5,0,24,D
5361,20210930:0800,2.8,-,19,0,24,D
5396,20210930:0800,4.8,-,11.8,0,24,D
5535,20210930:0800,1.6,-,66.1,0,24,D
5703,20210930:0800,0,-,18,0,24,D
5866,20210930:0800,0,-,17.4,0,24,D
5886,20210930:0800,0,-,14.7,0,24,D
5893,20210930:0800,2.2,-,12.9,0,24,D
7339,20210930:0800,3.8,-,17.3,0,24,D
15752,20211001:0800,0,-,28.5,0,24,D
18437,20211001:0800,0,-,74.1,0,24,D
18593,20211001:0800,0,-,86.7,0,24,D
18594,20211001:0800,0,-,87.8,0,24,D
22692,20211001:0800,0,-,23.1,0,24,D
26163,20211001:0800,0,-,13.8,0,24,D
3925,20211001:0800,1.2,-,0.1,0,24,D
40986,20211001:0800,0,-,99.9,0,24,D
5033,20211001:0800,0,-,-,-,24,D
5302,20211001:0800,0,-,32.9,0,24,D
5323,20211001:0800,0,-,37.2,0,24,D
5335,20211001:0800,0.2,-,15.5,0,24,D
5354,20211001:0800,0.1,-,22.5,0,24,D
5361,20211001:0800,0,-,20.9,0,24,D
5396,20211001:0800,0,-,13.7,0,24,D
5535,20211001:0800,0,-,68.4,0,24,D
5703,20211001:0800,0,-,19.9,0,24,D
5866,20211001:0800,7.7,-,11.4,0,24,D
5886,20211001:0800,0,-,16.4,0,24,D
7339,20211001:0800,0,-,19.2,0,24,D
15752,20211002:0800,0,-,31.2,0,24,D
18437,20211002:0800,0,-,76.9,0,24,D
18593,20211002:0800,0,-,89.1,0,24,D
18594,20211002:0800,0,-,89.9,0,24,D
22692,20211002:0800,0,-,25.9,0,24,D
25937,20211002:0800,0,-,34.6,0,24,D
26163,20211002:0800,0,-,16.2,0,24,D
3925,20211002:0800,0.4,-,2.2,0,24,D
40986,20211002:0800,0,-,101.3,0,24,D
5033,20211002:0800,0,-,-,-,24,D
5302,20211002:0800,0,-,35.7,0,24,D
5323,20211002:0800,0,-,39.4,0,24,D
5335,20211002:0800,0,-,18.3,0,24,D
5354,20211002:0800,0,-,25.3,0,24,D
5361,20211002:0800,0,-,23.7,0,24,D
5396,20211002:0800,0,-,16.5,0,24,D
5535,20211002:0800,0,-,71.2,0,24,D
5703,20211002:0800,0,-,22.7,0,24,D
5866,20211002:0800,0,-,13.8,0,24,D
5893,20211002:0800,0,-,17,0,24,D
7339,20211002:0800,0,-,22,0,24,D
15752,20211003:0800,0,-,34,0,24,D
18437,20211003:0800,0,-,79.6,0,24,D
18593,20211003:0800,0,-,91.3,0,24,D
18594,20211003:0800,0,-,91.9,0,24,D
22692,20211003:0800,0,-,28.7,0,24,D
25937,20211003:0800,0,-,36.7,0,24,D
26163,20211003:0800,0,-,18.6,0,24,D
3925,20211003:0800,0,-,4.6,0,24,D
40986,20211003:0800,0,-,102.7,0,24,D
5033,20211003:0800,0,-,-,-,24,D
5302,20211003:0800,0,-,38.4,0,24,D
5323,20211003:0800,0,-,41.5,0,24,D
5335,20211003:0800,0,-,21.1,0,24,D
5354,20211003:0800,0,-,28.1,0,24,D
5361,20211003:0800,0,-,26.4,0,24,D
5396,20211003:0800,0,-,19.2,0,24,D
5535,20211003:0800,0,-,74,0,24,D
5703,20211003:0800,0,-,25.4,0,24,D
5866,20211003:0800,0,-,16.2,0,24,D
5893,20211003:0800,1.4,-,18,0,24,D
7339,20211003:0800,0,-,24.7,0,24,D
15752,20211004:0800,0.4,-,36.4,0,24,D
18437,20211004:0800,1.2,-,81,0,24,D
18593,20211004:0800,0,-,93.4,0,24,D
18594,20211004:0800,0,-,93.9,0,24,D
22692,20211004:0800,0,-,31.5,0,24,D
25937,20211004:0800,0,-,38.9,0,24,D
26163,20211004:0800,0,-,20.9,0,24,D
3925,20211004:0800,6.4,-,0.6,0,24,D
40986,20211004:0800,0,-,104,0,24,D
5033,20211004:0800,0.9,-,-,-,24,D
5302,20211004:0800,0,-,41.1,0,24,D
5323,20211004:0800,1.4,-,42.2,0,24,D
5335,20211004:0800,1.1,-,22.7,0,24,D
5354,20211004:0800,2.3,-,28.6,0,24,D
5361,20211004:0800,0,-,29.2,0,24,D
5396,20211004:0800,0.6,-,21.4,0,24,D
5535,20211004:0800,0,-,76.8,0,24,D
5703,20211004:0800,5,-,23.2,0,24,D
5866,20211004:0800,0,-,18.5,0,24,D
5893,20211004:0800,0.2,-,20.1,0,24,D
7339,20211004:0800,0,-,27.5,0,24,D
15752,20211005:0800,4.2,-,35,0,24,D
18437,20211005:0800,0,-,83.6,0,24,D
18593,20211005:0800,0,-,95.5,0,24,D
18594,20211005:0800,6.6,-,89.2,0,24,D
22692,20211005:0800,0.7,-,33.6,0,24,D
25937,20211005:0800,13,-,28,0,24,D
26163,20211005:0800,0.2,-,23.1,0,24,D
3925,20211005:0800,4.6,-,0,1.6,24,D
40986,20211005:0800,9,-,96.3,0,24,D
5033,20211005:0800,1.2,-,-,-,24,D
5302,20211005:0800,0,-,43.9,0,24,D
5323,20211005:0800,13.7,-,30.7,0,24,D
5335,20211005:0800,0,-,25.5,0,24,D
5354,20211005:0800,2.3,-,29.1,0,24,D
5361,20211005:0800,0,-,31.9,0,24,D
5396,20211005:0800,0,-,24.1,0,24,D
5535,20211005:0800,0,-,79.6,0,24,D
5703,20211005:0800,0.3,-,25.6,0,24,D
5866,20211005:0800,0,-,20.9,0,24,D
5893,20211005:0800,0,-,22.5,0,24,D
7339,20211005:0800,0,-,30.2,0,24,D
15752,20211006:0800,1,-,36.8,0,24,D
18437,20211006:0800,0,-,86,0,24,D
18593,20211006:0800,0,-,97.5,0,24,D
18594,20211006:0800,0,-,91.3,0,24,D
22692,20211006:0800,0,-,36.4,0,24,D
25937,20211006:0800,0.4,-,29.7,0,24,D
26163,20211006:0800,0,-,25.5,0,24,D
3925,20211006:0800,0,-,2.4,0,24,D
40986,20211006:0800,0.8,-,97.1,0,24,D
5033,20211006:0800,0,-,-,-,24,D
5302,20211006:0800,0,-,46.6,0,24,D
5323,20211006:0800,1.3,-,31.5,0,24,D
5335,20211006:0800,0,-,28.3,0,24,D
5354,20211006:0800,0.4,-,31.5,0,24,D
5361,20211006:0800,0,-,34.7,0,24,D
5396,20211006:0800,0,-,26.9,0,24,D
5535,20211006:0800,0,-,82.2,0,24,D
5703,20211006:0800,0,-,28.4,0,24,D
5866,20211006:0800,0,-,23.3,0,24,D
5893,20211006:0800,0,-,24.9,0,24,D
7339,20211006:0800,0,-,33,0,24,D
15752,20211007:0800,0.2,-,39.4,0,24,D
18437,20211007:0800,0,-,88.4,0,24,D
18593,20211007:0800,0.2,-,99.2,0,24,D
18594,20211007:0800,0.2,-,93.1,0,24,D
22692,20211007:0800,0.2,-,39,0,24,D
25937,20211007:0800,1.2,-,30.7,0,24,D
26163,20211007:0800,0,-,27.8,0,24,D
3925,20211007:0800,38.2,-,0,33.4,24,D
40986,20211007:0800,0.8,-,97.8,0,24,D
5033,20211007:0800,0.1,-,-,-,24,D
5302,20211007:0800,0,-,49.3,0,24,D
5323,20211007:0800,0.9,-,32.7,0,24,D
5335,20211007:0800,0.2,-,30.9,0,24,D
5354,20211007:0800,1.8,-,32.5,0,24,D
5361,20211007:0800,0,-,37.5,0,24,D
5396,20211007:0800,0.5,-,29.2,0,24,D
5535,20211007:0800,0.2,-,84.5,0,24,D
5703,20211007:0800,0,-,31.2,0,24,D
5866,20211007:0800,0,-,25.6,0,24,D
5893,20211007:0800,0,-,27.2,0,24,D
7339,20211007:0800,0.2,-,35.5,0,24,D
15752,20211008:0800,0,-,42.2,0,24,D
18437,20211008:0800,0,-,90.7,0,24,D
18593,20211008:0800,0,-,101.1,0,24,D
18594,20211008:0800,0,-,95,0,24,D
22692,20211008:0800,0,-,41.8,0,24,D
25937,20211008:0800,0,-,32.8,0,24,D
26163,20211008:0800,0,-,30.2,0,24,D
3925,20211008:0800,0.2,-,2.2,0,24,D
40986,20211008:0800,0,-,99.3,0,24,D
5033,20211008:0800,0,-,-,-,24,D
5142,20211008:0800,0,-,-,-,24,D
5302,20211008:0800,16,-,36.1,0,24,D
5323,20211008:0800,0,-,34.9,0,24,D
5335,20211008:0800,0,-,33.6,0,24,D
5354,20211008:0800,0,-,35.3,0,24,D
5361,20211008:0800,0,-,40.2,0,24,D
5396,20211008:0800,0,-,31.9,0,24,D
5535,20211008:0800,0,-,87,0,24,D
5703,20211008:0800,0,-,33.9,0,24,D
5866,20211008:0800,0,-,28,0,24,D
5893,20211008:0800,0,-,29.6,0,24,D
7339,20211008:0800,0,-,38.3,0,24,D
15752,20211009:0800,1.2,-,43.8,0,24,D
18437,20211009:0800,0.2,-,92.7,0,24,D
18593,20211009:0800,0,-,102.8,0,24,D
18594,20211009:0800,0.8,-,96.1,0,24,D
22692,20211009:0800,3.2,-,41.4,0,24,D
25937,20211009:0800,0,-,34.9,0,24,D
26163,20211009:0800,4,-,28.6,0,24,D
3925,20211009:0800,2.8,-,1.8,0,24,D
40986,20211009:0800,0,-,100.7,0,24,D
5033,20211009:0800,0.5,-,-,-,24,D
5142,20211009:0800,0,-,-,-,24,D
5302,20211009:0800,0,-,38.8,0,24,D
5323,20211009:0800,0,-,37,0,24,D
5335,20211009:0800,6.3,-,30.1,0,24,D
5354,20211009:0800,1.1,-,37,0,24,D
5361,20211009:0800,0.9,-,42.1,0,24,D
5396,20211009:0800,1.8,-,32.9,0,24,D
5535,20211009:0800,0,-,89.3,0,24,D
5703,20211009:0800,9.3,-,27.4,0,24,D
5866,20211009:0800,0,-,30.4,0,24,D
5886,20211009:0800,14.2,-,21.1,0,192,D
5893,20211009:0800,7.6,-,24.4,0,24,D
7339,20211009:0800,2.2,-,38.8,0,24,D
15752,20211010:0800,5.4,-,41.2,0,24,D
18437,20211010:0800,3.6,-,91.2,0,24,D
18593,20211010:0800,4,-,100.6,0,24,D
18594,20211010:0800,1.4,-,96.5,0,24,D
22692,20211010:0800,3.8,-,40.4,0,24,D
25937,20211010:0800,1.6,-,35.5,0,24,D
26163,20211010:0800,2.8,-,28.1,0,24,D
3925,20211010:0800,2.8,-,1.5,0,24,D
40986,20211010:0800,1.2,-,100.9,0,24,D
5033,20211010:0800,1.1,-,-,-,24,D
5142,20211010:0800,0,-,-,-,24,D
5323,20211010:0800,2.4,-,36.7,0,24,D
5335,20211010:0800,2.3,-,30.6,0,24,D
5354,20211010:0800,3.1,-,36.7,0,24,D
5361,20211010:0800,6.1,-,38.7,0,24,D
5396,20211010:0800,14.5,-,21.1,0,24,D
5535,20211010:0800,1,-,90.6,0,24,D
5703,20211010:0800,4.1,-,26,0,24,D
5866,20211010:0800,0,-,32.7,0,24,D
5886,20211010:0800,0.8,-,22.6,0,24,D
5893,20211010:0800,0.4,-,26.3,0,24,D
7339,20211010:0800,13.6,-,28,0,24,D
15752,20211011:0800,0,-,44,0,24,D
18437,20211011:0800,0,-,93.4,0,24,D
18593,20211011:0800,0,-,102.4,0,24,D
18594,20211011:0800,0,-,98.3,0,24,D
22692,20211011:0800,0.1,-,43,0,24,D
25937,20211011:0800,0,-,37.6,0,24,D
26163,20211011:0800,1,-,29.5,0,24,D
3925,20211011:0800,0.4,-,3.5,0,24,D
40986,20211011:0800,0,-,102.3,0,24,D
5033,20211011:0800,0,-,-,-,24,D
5142,20211011:0800,0,-,-,-,24,D
5323,20211011:0800,0,-,38.9,0,24,D
5335,20211011:0800,0,-,33.4,0,24,D
5354,20211011:0800,0,-,39.4,0,24,D
5361,20211011:0800,0,-,41.5,0,24,D
5396,20211011:0800,0,-,23.9,0,24,D
5535,20211011:0800,0,-,92.8,0,24,D
5703,20211011:0800,0,-,28.8,0,24,D
5866,20211011:0800,9.5,-,25.6,0,24,D
5886,20211011:0800,1,-,24,0,24,D
5893,20211011:0800,1,-,27.7,0,24,D
7339,20211011:0800,0,-,30.8,0,24,D
15752,20211012:0800,19,-,27.7,0,24,D
18437,20211012:0800,32,-,63.5,0,24,D
18593,20211012:0800,22.4,-,81.7,0,24,D
18594,20211012:0800,17.4,-,82.7,0,24,D
